,,10470,10570,10670,10870,10970,11070,11470,11570,11670,11770,11870,11970,20370,20470,20570,20670,20870,20970,21070,21570,21670,21870,21970,30470,30570,30670,30870,30970,31070,31170,31670,31870,31970
9,01/01/2015 8:00,0.00382,0.01741,0.02128,0.272,0.01778,4.524,MS,MS,MS,MS,MS,MS,0.00123,0.00085,0.01324,0.01437,0.18,0.01783,2.212,MS,MS,8.048,240.861,1.024,8.485,9.319,0.118,21.215,3.897,MS,66.82,10.786,301.349
10,01/01/2015 9:00,0.00427,0.01764,0.02193,0.218,0.01733,3.304,MS,MS,MS,MS,MS,MS,0.00115,0.00102,0.01719,0.01852,0.197,0.01435,2.485,MS,MS,6.927,243.899,1.04,9.56,10.726,0.122,20.394,3.665,MS,67.461,10.556,301.83
11,01/01/2015 10:00,0.00563,0.01775,0.02344,0.221,0.01699,4.578,MS,MS,MS,MS,MS,MS,0.00192,0.0048,0.02121,0.02652,0.224,0.01001,2.936,MS,MS,7.129,249.977,2.144,9.477,11.544,0.146,20.56,4.723,MS,66.764,10.414,300.171
12,01/01/2015 11:00,0.00777,0.02285,0.03068,0.354,0.01371,3.769,MS,MS,MS,MS,MS,MS,0.0027,0.00897,0.02131,0.03092,0.263,0.01,3.168,MS,MS,6.824,236.923,3.106,9.755,12.886,0.153,20.881,3.635,MS,65.633,10.309,309.28
13,01/01/2015 12:00,0.00774,0.02047,0.02826,0.273,0.01583,0.61,MS,MS,MS,MS,MS,MS,0.00315,0.00593,0.01486,0.02127,0.227,0.01593,3.593,MS,MS,6.827,232.59,4.662,10.87,15.527,0.156,19.841,4.866,MS,64.465,10.852,303.748
14,01/01/2015 13:00,0.00764,0.02021,0.0279,0.274,0.01508,2.624,MS,MS,MS,MS,MS,MS,0.00293,0.00535,0.01267,0.01855,0.224,0.01922,3.494,MS,MS,7.836,231.065,6.154,12.214,18.298,0.158,18.729,4.234,MS,62.1,9.89,303.033
15,01/01/2015 14:00,0.01037,0.02441,0.03484,0.359,0.01205,4.335,MS,MS,MS,MS,MS,MS,0.00262,0.0062,0.01289,0.01963,0.22,0.01939,3.231,MS,MS,2.727,260.608,7.037,12.596,19.628,0.165,18.837,4.867,MS,59.392,6.263,299.895
16,01/01/2015 15:00,0.01,0.02789,0.03794,0.399,0.00863,3.804,MS,MS,MS,MS,MS,MS,0.002,0.00488,0.01832,0.02383,0.274,0.0168,5.327,MS,MS,2.681,281.577,5.462,15.433,20.858,0.195,15.984,6.055,MS,61.455,5.002,318.635
17,01/01/2015 16:00,0.0172,0.03299,0.05031,0.538,0.00416,5.373,MS,MS,MS,MS,MS,MS,0.00212,0.00652,0.02445,0.0316,0.32,0.01086,6.077,MS,MS,2.711,224.972,7.641,20.278,27.927,0.277,10.774,5.406,MS,63.217,2.843,290.235
18,01/01/2015 17:00,0.03101,0.03918,0.07035,0.507,0.00103,5.55,MS,MS,MS,MS,MS,MS,0.00153,0.01148,0.03148,0.04358,0.364,0.00448,7.597,MS,MS,1.751,223.545,10.711,28.04,38.71,0.34,3.987,7.095,MS,65.273,2.575,347.782
19,01/01/2015 18:00,0.0359,0.03817,0.07431,0.639,0.0006,4.103,MS,MS,MS,MS,MS,MS,0.0012,0.04078,0.0399,0.08145,0.419,0.00041,8.25,MS,MS,1.138,313.391,20.807,35.179,55.984,0.443,-1.822,10.187,MS,74.708,2.739,278.516
20,01/01/2015 19:00,0.04897,0.0389,0.08813,0.828,0.00067,9.097,MS,MS,MS,MS,MS,MS,0.00098,0.04727,0.03758,0.08548,0.517,0.00043,9.325,MS,MS,1.259,154.015,46.976,38.057,84.959,0.6,-1.374,12.248,MS,78.517,2.238,356.309
21,01/01/2015 20:00,0.06507,0.03976,0.10515,0.908,0.00115,9.132,MS,MS,MS,MS,MS,MS,0.00103,0.06337,0.03863,0.1027,0.695,0.00169,15.719,MS,MS,2.203,244.069,66.333,38.318,104.635,0.856,-1.44,18.757,MS,80.638,2.874,305.26
22,01/01/2015 21:00,0.05564,0.03905,0.09494,0.718,0.00093,12.358,MS,MS,MS,MS,MS,MS,0.00117,0.07063,0.04008,0.11138,0.886,0.00327,25.776,MS,MS,3.083,245.159,27.609,35.078,62.681,0.428,-2.1,17.357,MS,78.233,2.843,326.397
23,01/01/2015 22:00,0.04668,0.03728,0.0842,0.551,0.00198,15.954,MS,MS,MS,MS,MS,MS,0.00108,0.08948,0.04094,0.1313,1.016,0.00314,25.784,MS,MS,3.235,206.503,22.933,33.904,56.817,0.385,-2.152,14.778,MS,80.714,2.54,292.073
24,01/01/2015 23:00,0.01479,0.03037,0.04521,0.311,0.00622,9.614,MS,MS,MS,MS,MS,MS,0.00088,0.05088,0.03571,0.08745,0.648,0.00275,19.097,MS,MS,1.072,211.625,30.034,33.865,63.861,0.364,-2.126,13.486,MS,86.787,2.054,16.65
25,02/01/2015 0:00,0.00476,0.02082,0.02557,0.221,0.01386,6.962,MS,MS,MS,MS,MS,MS,0.00072,0.06122,0.03157,0.09382,0.685,0.00238,18.85,MS,MS,2.088,52.411,20.153,36.353,56.52,0.367,-1.123,12.162,MS,93.088,2.069,139.616
26,02/01/2015 1:00,0.00453,0.01348,0.01796,0.206,0.02048,3.685,MS,MS,MS,MS,MS,MS,0.00078,0.08342,0.02969,0.11397,0.798,0.00258,20.77,MS,MS,1.674,53.101,16.302,32.974,49.19,0.336,0.573,10.132,MS,94.971,2.955,126.954
27,02/01/2015 2:00,0.00853,0.02415,0.03267,0.246,0.00992,6.549,MS,MS,MS,MS,MS,MS,Z,Z,Z,Z,Z,Z,20.467,MS,MS,2.29,117.397,1.708,20.111,21.726,0.21,9.439,9.599,MS,95.72,6.505,160.713
28,02/01/2015 3:00,0.01025,0.02587,0.03611,0.262,0.01041,6.723,MS,MS,MS,MS,MS,MS,0.00008,0.01488,0.02333,0.03903,0.336,0.00055,12.31,MS,MS,1.254,121.794,7.431,32.091,39.517,0.291,-0.321,13.537,MS,95.633,3.206,148.402
29,02/01/2015 4:00,0.01077,0.02954,0.04032,0.259,0.00562,7.041,MS,MS,MS,MS,MS,MS,0.00012,0.02598,0.02542,0.05225,0.365,0.00105,19.442,MS,MS,1.721,245.71,4.217,26.919,31.152,0.248,3.374,10.499,MS,95.295,2.041,279.549
30,02/01/2015 5:00,0.02209,0.03348,0.05564,0.367,0.00119,6.065,MS,MS,MS,MS,MS,MS,0.00013,0.03667,0.02799,0.06537,0.382,0.0013,16.037,MS,MS,2.747,351.016,3.765,22.01,25.779,0.157,2.171,12.736,MS,96.353,5.541,310.373
31,02/01/2015 6:00,0.03815,0.03747,0.0758,0.504,0.00046,7.37,MS,MS,MS,MS,MS,MS,0.00023,0.03903,0.03005,0.06982,0.305,0.0014,9.044,MS,MS,4.551,350.599,2.431,21.568,24,0.157,2.943,15.838,MS,95.749,1.044,308.826
32,02/01/2015 7:00,0.01839,0.03534,0.05379,0.387,0.00171,12.639,MS,MS,MS,MS,MS,MS,0.00008,0.01617,0.02962,0.04643,0.235,0.0008,11.016,MS,MS,0.989,316.673,1.882,18.814,20.531,0.204,10.707,11.26,MS,96.51,2.606,82.116
33,02/01/2015 8:00,0.04226,0.03899,0.08147,0.484,0.0005,10.375,MS,MS,MS,MS,MS,MS,0.00022,0.04512,0.03254,0.0785,0.409,0.00045,14.597,MS,MS,3.714,218.997,4.17,23.061,27.091,0.238,5.195,9.528,MS,96.967,2.013,278.746
34,02/01/2015 9:00,0.01996,0.03337,0.0534,0.444,0.00125,14.963,MS,MS,MS,MS,MS,MS,0.0004,0.05113,0.03207,0.08397,0.41,0.00195,15.314,MS,MS,3.669,313.938,9.327,30.047,39.374,0.272,-0.157,13.33,MS,97.142,4.523,325.955
35,02/01/2015 10:00,0.00942,0.02082,0.03022,0.333,0.00644,15.267,MS,MS,MS,MS,MS,MS,0.00003,0.00627,0.01574,0.02258,0.213,0.00775,10.151,MS,MS,12.424,349.879,2.67,10.881,13.518,0.195,13.024,14.689,MS,97.106,8.358,16.782
36,02/01/2015 11:00,0.00569,0.01411,0.01973,0.273,0.01487,14.458,MS,MS,MS,MS,MS,MS,-0.00002,0.0083,0.01291,0.0218,0.211,0.01174,9.074,MS,MS,11.986,340.534,2.142,6.006,8.126,0.164,16.951,8.656,MS,95.962,12.29,20.215
37,02/01/2015 12:00,0.0073,0.01253,0.01979,0.287,0.01788,13.267,MS,MS,MS,MS,MS,MS,0,0.00512,0.01003,0.01572,0.22,0.01632,5.731,MS,MS,7.147,170.884,2.153,4.851,7.003,0.148,20.017,8.629,MS,94.483,11.967,12.883
38,02/01/2015 13:00,0.00733,0.01263,0.01992,0.306,0.01883,8.408,MS,MS,MS,MS,MS,MS,0.00002,0.00757,0.0122,0.02033,0.238,0.01645,3.807,MS,MS,7.315,204.015,2.927,5.753,8.562,0.156,21.384,7.124,MS,92.333,10.774,15.1
39,02/01/2015 14:00,0.00598,0.01257,0.01853,0.308,0.02044,2.369,MS,MS,MS,MS,MS,MS,0.00007,0.00615,0.01225,0.01892,0.229,0.01855,2.149,MS,MS,10.396,297.643,2.734,7.128,9.821,0.148,22.2,4.684,MS,88.113,13.869,3.058
40,02/01/2015 15:00,0.00827,0.01143,0.0196,0.315,0.02228,2.802,MS,MS,MS,MS,MS,MS,0.00035,0.007,0.01615,0.02363,0.238,0.01664,2.065,MS,MS,8.065,224.941,2.023,5.318,7.246,0.134,25.505,2.912,MS,85.245,13.557,348.898
41,02/01/2015 16:00,0.00624,0.01259,0.01879,0.348,0.02256,2.266,MS,MS,MS,MS,MS,MS,0.00018,0.00668,0.01717,0.02435,0.228,0.01649,2.056,MS,MS,10.09,217.533,1.641,5.232,6.869,0.135,26.165,3.112,MS,85.125,14.521,356.235
42,02/01/2015 17:00,0.00774,0.01655,0.02428,0.408,0.02068,2.664,MS,MS,MS,MS,MS,MS,0.00013,0.00257,0.01279,0.01563,0.205,0.02099,1.796,MS,MS,8.268,222.278,1.478,6.408,7.935,0.149,25.457,1.524,MS,85.354,10.454,3.756
43,02/01/2015 18:00,0.00644,0.01636,0.02282,0.238,0.02088,9.432,MS,MS,MS,MS,MS,MS,0.00018,0.00177,0.01314,0.01525,0.198,0.02094,2.19,MS,MS,10.066,229.73,1.35,6.325,7.817,0.148,25.187,0.572,MS,84.825,11.719,353.358
44,02/01/2015 19:00,0.00494,0.01506,0.02002,0.217,0.02168,6.51,MS,MS,MS,MS,MS,MS,0.00082,0.00198,0.01672,0.0189,0.206,0.01844,1.989,MS,MS,9.965,222.555,1.624,7.784,9.472,0.153,23.64,1.46,MS,85.349,11.386,348.226
45,02/01/2015 20:00,0.00395,0.01435,0.01833,0.202,0.02119,4.564,MS,MS,MS,MS,MS,MS,0.0005,0.00228,0.01652,0.01902,0.202,0.01734,2.815,MS,MS,11.809,310.913,1.39,9.079,10.509,0.151,21.724,3.148,MS,83.564,10.188,350.18
46,02/01/2015 21:00,0.00409,0.01636,0.02052,0.209,0.01771,5.902,MS,MS,MS,MS,MS,MS,0.00062,0.00372,0.01871,0.02288,0.203,0.0147,3.601,MS,MS,12.155,322.474,1.951,12.141,13.996,0.157,16.781,3.101,MS,83.577,10.458,357.588
47,02/01/2015 22:00,0.00509,0.01838,0.02356,0.213,0.01382,9.354,MS,MS,MS,MS,MS,MS,0.0013,0.00362,0.01998,0.02373,0.215,0.0119,4.788,MS,MS,12.428,324.939,1.928,13.039,14.908,0.161,15.399,6.046,MS,83.614,8.192,349.497
48,02/01/2015 23:00,0.00581,0.01828,0.02415,0.229,0.01401,7.929,MS,MS,MS,MS,MS,MS,0.00207,0.0028,0.01978,0.02283,0.208,0.01214,5.927,MS,MS,10.939,306.152,1.912,12.981,14.848,0.162,15.48,6.324,MS,82.238,6.705,344.7
49,03/01/2015 0:00,0.00432,0.01871,0.02309,0.202,0.01373,5.324,MS,MS,MS,MS,MS,MS,0.00228,0.0026,0.02044,0.02313,0.203,0.01132,5.722,MS,MS,10.29,306.112,1.919,12.506,14.379,0.15,15.542,6.176,MS,82.426,7.294,341.678
50,03/01/2015 1:00,0.00519,0.01948,0.02473,0.2,0.01281,4.808,MS,MS,MS,MS,MS,MS,0.00233,0.00387,0.02533,0.02928,0.217,0.00714,7.436,MS,MS,6.584,324.331,3.022,17.773,20.758,0.193,10.999,5.799,MS,84.277,4.222,321.502
51,03/01/2015 2:00,0.00402,0.01953,0.02361,0.214,0.01215,9.247,MS,MS,MS,MS,MS,MS,Z,Z,Z,Z,Z,Z,7.141,MS,MS,1.999,16.138,2.686,20.85,23.492,0.193,8.307,6.104,MS,84.855,2.736,323.14
52,03/01/2015 3:00,0.00454,0.01952,0.02415,0.21,0.01381,7.244,MS,MS,MS,MS,MS,MS,0.00126,0.02653,0.03378,0.06045,0.738,0.00096,12.001,MS,MS,1.431,49.013,2.195,11.551,13.67,0.16,19.251,4.091,MS,81.739,6.801,355.99
53,03/01/2015 4:00,0.00267,0.01467,0.01743,0.174,0.0185,6.776,MS,MS,MS,MS,MS,MS,0.0014,0.01928,0.03585,0.0552,0.336,0.00079,9.035,MS,MS,2.5,340.821,1.774,8.422,10.133,0.149,22.171,3.662,MS,81.712,6.004,356.855
54,03/01/2015 5:00,0.00212,0.01498,0.01719,0.377,0.02099,9.949,MS,MS,MS,MS,MS,MS,0.00139,0.00627,0.02708,0.0334,0.222,0.00741,6.339,MS,MS,4.969,301.22,1.87,12.029,13.848,0.154,18.885,2.855,MS,82.925,3.461,344.375
55,03/01/2015 6:00,0.00342,0.01754,0.02103,0.364,0.01808,7.438,MS,MS,MS,MS,MS,MS,0.00124,0.00443,0.02863,0.03313,0.205,0.00742,4.013,MS,MS,4.734,284.595,1.582,11.019,12.538,0.15,20.114,0.248,MS,82.196,5.214,330.755
56,03/01/2015 7:00,0.00319,0.01629,0.01952,0.371,0.0176,3.282,MS,MS,MS,MS,MS,MS,0.00133,0.00185,0.02087,0.02272,0.192,0.01396,3.87,MS,MS,7.26,296.337,1.436,11.435,12.861,0.15,19.938,2.931,MS,81.587,4.235,325.297
57,03/01/2015 8:00,0.00374,0.01544,0.01924,0.356,0.01793,2.595,MS,MS,MS,MS,MS,MS,0.00159,0.00332,0.0229,0.02635,0.202,0.01319,4.035,MS,MS,7.434,301.682,2.574,17.249,19.842,0.17,14.827,1.999,MS,82.005,3.762,324.959
58,03/01/2015 9:00,0.00429,0.01628,0.0206,0.409,0.01995,0.713,MS,MS,MS,MS,MS,MS,0.00109,0.005,0.02905,0.03418,0.236,0.00854,7.175,MS,MS,6.299,296.717,2.786,16.479,19.265,0.182,15.751,2.263,MS,81.656,5.212,331.849
59,03/01/2015 10:00,0.00529,0.01354,0.01889,0.403,0.02173,-1.139,MS,MS,MS,MS,MS,MS,0.00057,0.00835,0.02323,0.03177,0.232,0.01239,4.486,MS,MS,7.729,302.435,2.569,8.017,10.6,0.167,22.503,3.011,MS,77.77,9.334,342.199
60,03/01/2015 11:00,0.00578,0.01352,0.01935,0.344,0.02305,1.933,MS,MS,MS,MS,MS,MS,0.00061,0.0052,0.01193,0.01722,0.196,0.02109,3.4,MS,MS,9.511,308.353,2.775,5.463,8.293,0.166,25.96,1.006,MS,73.034,8.583,350.196
61,03/01/2015 12:00,0.00675,0.01278,0.01959,0.376,0.02081,3.268,MS,MS,MS,MS,MS,MS,0.00062,0.00523,0.00967,0.01502,0.184,0.0242,2.887,MS,MS,12.137,308.229,3.306,4.919,8.166,0.171,25.916,1.635,MS,71.022,10.01,344.295
62,03/01/2015 13:00,0.00636,0.01286,0.01928,0.356,0.0231,2.29,MS,MS,MS,MS,MS,MS,0.00023,0.00603,0.00952,0.01558,0.199,0.02364,2.529,MS,MS,10.885,317.486,3.695,4.531,8.223,0.163,25.763,0.841,MS,70.595,10.983,352.1
63,03/01/2015 14:00,0.00655,0.01306,0.01966,0.333,0.02363,2.132,MS,MS,MS,MS,MS,MS,0.0003,0.0029,0.00565,0.00877,0.167,0.02709,1.685,MS,MS,11.874,2.759,3.916,4.455,8.354,0.174,26.837,2.183,MS,69.666,8.451,14.303
64,03/01/2015 15:00,0.00532,0.01449,0.01985,0.314,0.02391,2.44,MS,MS,MS,MS,MS,MS,0.00076,0.00372,0.00888,0.01283,0.19,0.02638,1.948,MS,MS,11.459,336.459,2.979,5.186,8.191,0.169,28.946,1.422,MS,72.072,7.332,12.275
65,03/01/2015 16:00,0.00402,0.01409,0.01817,0.346,0.02517,1.869,MS,MS,MS,MS,MS,MS,0.00027,0.00272,0.01013,0.01297,0.184,0.02584,1.117,MS,MS,10.912,354.35,2.31,5.517,7.834,0.157,30.049,0.39,MS,74.449,7.468,7.827
66,03/01/2015 17:00,0.00412,0.01714,0.02134,0.378,0.02311,6.35,MS,MS,MS,MS,MS,MS,0.00021,0.00117,0.00842,0.00948,0.159,0.02759,0.876,MS,MS,10.774,359.454,2.068,7.219,9.266,0.189,27.685,-0.556,MS,77.099,5.047,29.735
67,03/01/2015 18:00,0.00321,0.01746,0.02076,0.208,0.02018,5.289,MS,MS,MS,MS,MS,MS,0.00099,0.00077,0.01062,0.01143,0.162,0.02585,0.84,MS,MS,8.808,3.913,1.627,10.274,11.946,0.195,24.744,0.066,MS,78.062,3.722,68.555
68,03/01/2015 19:00,0.00367,0.01931,0.02305,0.224,0.01819,0.567,MS,MS,MS,MS,MS,MS,0.00354,0.00172,0.01745,0.01907,0.179,0.01873,1.658,MS,MS,5.256,14.342,0.954,13.566,14.527,0.203,21.443,-0.249,MS,78.666,2.212,93.167
69,03/01/2015 20:00,0.00433,0.02257,0.02696,0.237,0.01766,0.677,MS,MS,MS,MS,MS,MS,0.00195,0.00113,0.01468,0.01583,0.173,0.02139,1.488,MS,MS,3.062,21.193,0.403,14.045,14.555,0.22,20.749,2.59,MS,78.267,1.153,213.16
70,03/01/2015 21:00,0.0042,0.02915,0.03342,0.228,0.00761,4.813,MS,MS,MS,MS,MS,MS,0.00158,0,0.00973,0.00973,0.162,0.02428,1.524,MS,MS,3.511,116.684,0.269,15.043,15.595,0.229,19.182,2.463,MS,77.931,1.38,208.952
71,03/01/2015 22:00,0.00548,0.02829,0.03385,0.239,0.00679,7.145,MS,MS,MS,MS,MS,MS,0.00125,0,0.00828,0.0083,0.165,0.02564,1.77,MS,MS,4.029,83.686,1.3,18.462,19.785,0.233,16.088,3.896,MS,79.409,3.451,309.225
72,03/01/2015 23:00,0.00517,0.02469,0.02993,0.244,0.01243,10.678,MS,MS,MS,MS,MS,MS,0.00121,0.00018,0.01007,0.01037,0.165,0.02433,1.859,MS,MS,3.998,54.827,1.546,9.953,11.589,0.181,23.614,3.402,MS,75.114,4.026,1.235
73,04/01/2015 0:00,0.00428,0.02444,0.02877,0.24,0.01302,8.35,MS,MS,MS,MS,MS,MS,0.0011,0.00177,0.01422,0.01598,0.163,0.01914,3.383,MS,MS,7.971,21.126,2.5,14.446,16.946,0.19,17.944,2.485,MS,77.789,6.015,44.886
74,04/01/2015 1:00,0.00294,0.01945,0.02245,0.189,0.01607,6.45,MS,MS,MS,MS,MS,MS,0.00101,0.0022,0.01405,0.0162,0.176,0.01914,3.816,MS,MS,10.149,4.898,1.682,8.781,10.492,0.156,21.742,4.011,MS,78.204,4.177,33.675
75,04/01/2015 2:00,0.00222,0.01337,0.01565,0.176,0.02308,5.177,MS,MS,MS,MS,MS,MS,Z,Z,Z,Z,Z,Z,4.401,MS,MS,7.234,8.078,1.758,6.926,8.76,0.196,25.934,2.132,MS,75.491,5.344,13.003
76,04/01/2015 3:00,0.00234,0.01307,0.01545,0.161,0.02426,3.976,MS,MS,MS,MS,MS,MS,0.00066,0.00197,0.0181,0.02015,0.18,0.01659,6.001,MS,MS,5.81,14.844,1.98,7.891,9.912,0.185,25.835,0.232,MS,73.975,4.796,19.365
77,04/01/2015 4:00,0.00216,0.01418,0.01639,0.18,0.02279,2.521,MS,MS,MS,MS,MS,MS,0.0008,0.00142,0.0173,0.01873,0.182,0.01763,5.192,MS,MS,6.569,4.458,2.17,8.08,10.206,0.178,25.134,-0.079,MS,74.792,4.209,26.379
78,04/01/2015 5:00,0.00254,0.0146,0.01721,0.327,0.02202,3.835,MS,MS,MS,MS,MS,MS,0.00094,0.0011,0.01472,0.01592,0.175,0.02058,5.108,MS,MS,5.47,349.863,1.342,8.823,10.178,0.175,23.649,-0.051,MS,75.767,3.392,348.998
79,04/01/2015 6:00,0.00243,0.01548,0.01798,0.35,0.02145,3.093,MS,MS,MS,MS,MS,MS,0.00068,0.00292,0.01904,0.02203,0.186,0.01763,6.091,MS,MS,5.732,322.519,1.378,10.419,11.847,0.15,22.104,-0.833,MS,75.738,4.39,326.763
80,04/01/2015 7:00,0.00311,0.01576,0.01891,0.401,0.02203,6.079,MS,MS,MS,MS,MS,MS,0.00106,0.00282,0.01804,0.02089,0.179,0.01828,5.666,MS,MS,6.089,329.791,1.538,10.207,11.854,0.147,22.729,1.348,MS,73.837,4.656,333.52
81,04/01/2015 8:00,0.00343,0.02007,0.02357,0.43,0.01781,5.57,MS,MS,MS,MS,MS,MS,0.00106,0.00078,0.01848,0.01933,0.178,0.01779,5.454,MS,MS,5.893,327.332,1.202,15.435,16.639,0.178,17.537,1.167,MS,76.368,1.05,287.564
82,04/01/2015 9:00,0.00547,0.02486,0.03039,0.275,0.01208,3.861,MS,MS,MS,MS,MS,MS,0.00087,0.00058,0.01665,0.01747,0.179,0.01721,6.26,MS,MS,2.343,113.94,3.254,20.225,23.503,0.208,12.685,2.64,MS,79.185,2.791,306.397
83,04/01/2015 10:00,0.00949,0.02454,0.03413,0.213,0.01258,5.539,MS,MS,MS,MS,MS,MS,0.00058,0.00537,0.01685,0.02233,0.214,0.01558,7.333,MS,MS,3.999,115.065,8.695,19.252,27.957,0.232,13.362,2.189,MS,79.975,4.266,288.138
84,04/01/2015 11:00,0.0143,0.02075,0.03516,0.242,0.01596,7.28,MS,MS,MS,MS,MS,MS,0.00107,0.00428,0.00867,0.01304,0.188,0.02313,5.762,MS,MS,7.745,172.323,11.08,15.34,26.481,0.264,16.596,3.577,MS,74.806,3.434,279.061
85,04/01/2015 12:00,0.01152,0.01823,0.02985,0.332,0.0155,7.237,MS,MS,MS,MS,MS,MS,0.00095,0.00588,0.00914,0.01528,0.201,0.02248,5.213,MS,MS,7.57,168.99,10.04,11.058,21.106,0.239,19.679,4.104,MS,67.038,4.287,289.507
86,04/01/2015 13:00,0.01593,0.02157,0.03765,0.377,0.01309,9.178,MS,MS,MS,MS,MS,MS,0.00101,0.00472,0.00781,0.01267,0.207,0.02431,5.161,MS,MS,6.248,163.6,9.23,10.086,19.367,0.226,19.912,4.747,MS,66.891,4.896,287.075
87,04/01/2015 14:00,0.01468,0.02058,0.03538,0.29,0.01476,10.773,MS,MS,MS,MS,MS,MS,0.00098,0.00452,0.00703,0.01173,0.206,0.02544,5.434,MS,MS,4.665,152.296,8.033,8.467,16.524,0.193,21.151,5.38,MS,60.408,4.02,281.166
88,04/01/2015 15:00,0.01082,0.02091,0.03182,0.267,0.01611,8.339,MS,MS,MS,MS,MS,MS,0.00091,0.00423,0.00925,0.01354,0.223,0.02313,5.677,MS,MS,6.267,110.073,10.796,14.393,25.206,0.236,16.358,4.712,MS,66.444,3.471,220.436
89,04/01/2015 16:00,0.00981,0.02335,0.03325,0.31,0.01351,9.314,MS,MS,MS,MS,MS,MS,0.00081,0.00225,0.00902,0.0116,0.21,0.02333,7.325,MS,MS,9.756,106.473,5.695,15.231,20.992,0.268,16.492,7.177,MS,68.803,5.181,155.398
90,04/01/2015 17:00,0.00408,0.01792,0.02203,0.226,0.01783,9.451,MS,MS,MS,MS,MS,MS,0.00037,0.00063,0.0079,0.00857,0.171,0.02444,8.802,MS,MS,13.36,115.125,4.735,22.534,27.287,0.308,10.159,7.477,MS,73.784,7.545,140.921
91,04/01/2015 18:00,0.00378,0.01955,0.02336,0.209,0.0146,10.282,MS,MS,MS,MS,MS,MS,0.00028,0.00002,0.00722,0.00741,0.164,0.02294,6.256,MS,MS,15.411,119.594,1.657,16.341,18.061,0.264,14.728,8.687,MS,75.622,8.955,143.945
