7208,27/10/2016 7:00,0.10017,0.03325,0.13281,0.36,0.0009,MS,MS,8.729,0.351,MS,0.485,298.427,0.00014,0.0195,0.02446,0.04458,0.319,0.00098,4.025,MS,MS,4.996,274.774,4.341,17.499,21.839,0.16,5.906,2.645,2.645,89.416,7.587,311.512
7209,27/10/2016 8:00,0.09298,0.03391,0.12743,0.43,0.00095,MS,MS,7.101,1.53,MS,1.637,334.756,0.00024,0.02631,0.02414,0.05111,0.366,0.00131,3.482,MS,MS,6.28,271.575,9.33,20.42,29.75,0.201,3.341,2.885,2.885,90.615,8.913,309.258
7210,27/10/2016 9:00,0.06157,0.02706,0.08912,0.392,0.00171,MS,MS,5.917,2.824,MS,0.852,259.696,0.00084,0.02544,0.02017,0.04616,0.337,0.00421,5.719,MS,MS,9.275,281.489,11.886,18.344,30.233,0.187,5.518,2.463,2.463,89.456,10.541,305.655
7211,27/10/2016 10:00,0.06285,0.02739,0.09065,0.344,0.00394,MS,MS,6.484,7.079,MS,2.676,261.885,0.00099,0.01303,0.01286,0.02646,0.224,0.00882,2.615,MS,MS,10.054,270.503,10.463,14.733,25.208,0.16,9.857,1.295,1.295,85.327,11.091,310.709
7212,27/10/2016 11:00,0.03016,0.02098,0.05146,0.242,0.00765,MS,MS,5.667,10.038,MS,1.558,306.318,0.00079,0.01522,0.01177,0.0276,0.244,0.01127,1.584,MS,MS,8.483,261.517,7.91,10.765,18.673,0.162,13.956,1.599,1.599,75.333,9.862,311.431
7213,27/10/2016 12:00,0.0053,0.00928,0.01462,0.157,0.0214,MS,MS,1.84,13.494,MS,11.882,308.289,0.00077,0.01372,0.01388,0.02821,0.238,0.01307,1.735,MS,MS,2.215,321.273,3.844,6.912,10.761,0.143,22.773,0.4,0.4,60.55,10.068,303.094
7214,27/10/2016 13:00,0.00289,0.00668,0.00957,0.104,0.0265,MS,MS,1.254,14.857,MS,11.722,309.572,0.00084,0.01215,0.01642,0.02928,0.255,0.01508,1.469,MS,MS,1.914,329.726,1.499,4.854,6.355,0.161,29.008,0.299,0.299,49.22,8.105,289.794
7215,27/10/2016 14:00,0.00114,0.00383,0.00504,0.059,0.03446,MS,MS,0.885,15.38,MS,14.564,325.09,0.00086,0.00617,0.01196,0.01878,0.202,0.02191,1.305,MS,MS,3.894,109.086,0.664,3.305,3.969,0.117,37.099,1.219,1.219,41.55,18.497,305.396
7216,27/10/2016 15:00,0.00094,0.00619,0.00715,0.063,0.03506,MS,MS,1.152,14.775,MS,12.148,318.688,0.00067,0.004,0.01349,0.01815,0.167,0.02574,1.241,MS,MS,6.068,315.811,0.406,3.794,4.199,0.113,37.594,0.435,0.435,39.246,15.583,311.862
7217,27/10/2016 16:00,0.0007,0.00692,0.00766,0.064,0.03607,MS,MS,1.208,14.274,MS,14.526,314.948,0.00186,0.00232,0.0112,0.01388,0.164,0.02937,0.927,MS,MS,11.608,327.286,0.267,5.261,5.528,0.122,37.242,0.577,0.577,38.75,12.125,305.931
7218,27/10/2016 17:00,0.00167,0.01439,0.01613,0.127,0.02091,MS,MS,4.276,12.955,MS,10.087,31.385,0.00137,0.0019,0.01331,0.01563,0.179,0.02321,1.282,MS,MS,7.068,346.732,0.27,8.259,8.528,0.136,31.098,1.997,1.997,43.673,6.293,334.726
7219,27/10/2016 18:00,0.00352,0.01769,0.02124,0.18,0.00778,MS,MS,8.936,10.616,MS,9.633,27.544,0.00052,0.00402,0.01667,0.02126,0.191,0.00905,3.589,MS,MS,8.622,38.937,0.673,13.451,14.124,0.174,16.666,5.159,5.159,65.635,5.829,38.469
7220,27/10/2016 19:00,0.00358,0.02177,0.02542,0.167,0.00638,MS,MS,7.935,9.567,MS,9.882,20.806,0.00032,0.0023,0.01653,0.01951,0.17,0.00919,5.147,MS,MS,7.206,47.121,0.136,11.033,11.169,0.154,17.408,6.419,6.419,70.077,5.277,2.754
7221,27/10/2016 20:00,0.00381,0.01901,0.02288,0.148,0.00312,MS,MS,10.397,8.108,MS,8.523,358.262,0.00039,0.00317,0.01626,0.02006,0.163,0.00682,7.646,MS,MS,5.524,44.581,0.224,13.331,13.555,0.171,8.531,12.392,12.392,76.581,4.037,18.667
7222,27/10/2016 21:00,0.00619,0.01791,0.02417,0.17,0.0011,MS,MS,11.13,6.961,MS,7.433,5.143,0.00017,0.00267,0.01467,0.01791,0.174,0.00287,12.342,MS,MS,7.883,37.877,1.039,14.702,15.742,0.175,5.058,15.169,15.169,80.827,4.074,27.162
7223,27/10/2016 22:00,0.00415,0.01632,0.02053,0.147,0.0011,MS,MS,12.767,6.211,MS,5.458,14.312,0.00011,0.0045,0.01457,0.01998,0.176,0.00116,16.465,MS,MS,5.36,56.646,1.249,15.206,16.455,0.181,3.318,17.249,17.249,84.587,2.497,27.789
7224,27/10/2016 23:00,0.0048,0.01484,0.01968,0.124,0.00082,MS,MS,12.569,5.23,MS,9.211,7.87,0.00019,0.00355,0.01297,0.01725,0.174,0.00204,18.349,MS,MS,5.898,71.361,1.651,14.697,16.348,0.17,1.975,17.56,17.56,91.846,4.611,14.518
7225,28/10/2016 0:00,0.00234,0.01103,0.01339,0.107,0.00227,MS,MS,13.533,4.434,MS,11.246,10.238,0.00029,0.00549,0.01314,0.01945,0.174,0.00144,20.863,MS,MS,4.89,168.596,1.388,12.489,13.877,0.169,0.985,26.541,26.541,97.303,7.397,354.842
7226,28/10/2016 1:00,0.00163,0.00931,0.01099,0.088,0.00289,MS,MS,11.463,3.796,MS,11.218,14.819,0.00014,0.00309,0.0096,0.0132,0.157,0.00181,20.615,MS,MS,6.496,64.468,0.891,9.943,10.833,0.16,2.158,24.268,24.268,100.337,7.225,2.19
7227,28/10/2016 2:00,0.00056,0.00585,0.00642,0.066,0.00672,MS,MS,6.604,3.544,MS,10.693,13.583,Z,Z,Z,Z,Z,Z,21.367,MS,MS,7.481,42.573,0.38,7,7.38,0.129,5.101,16.85,16.85,101.16,5.527,8.569
7228,28/10/2016 3:00,0.00027,0.00517,0.00545,0.065,0.00933,MS,MS,3.739,3.491,MS,9.397,11.836,0.00031,0.001,0.00433,0.00577,0.13,0.00974,10.593,MS,MS,7.906,38.991,0.271,6.465,6.736,0.131,7.444,13.633,13.633,101.259,3.415,15.341
7229,28/10/2016 4:00,0.00033,0.00589,0.00624,0.073,0.00813,MS,MS,2.475,3.338,MS,8.712,9.11,0.00019,0.00152,0.00547,0.00747,0.135,0.00801,6.966,MS,MS,6.545,41.486,0.622,7.992,8.614,0.126,6.618,8.096,8.096,100.851,4.181,19.527
7230,28/10/2016 5:00,0.00599,0.01387,0.01995,0.128,0.00015,MS,MS,0.992,2.828,MS,10.026,17.79,0.00018,0.00677,0.01008,0.01743,0.172,0.00159,5.07,MS,MS,N,N,1.152,10.585,11.738,0.157,S,1.24,1.24,100.202,5.788,4.484
7231,28/10/2016 6:00,0.01001,0.01421,0.02434,0.152,0.00005,MS,MS,0.797,2.513,MS,9.049,10.56,0.00036,0.01785,0.01342,0.03201,0.222,0.00004,2.844,MS,MS,N,N,1.907,10.339,12.247,0.175,0.851,1.314,1.314,99.937,4.978,359.338
7232,28/10/2016 7:00,0.01479,0.01309,0.028,0.168,0.00012,MS,MS,1.496,2.072,MS,9.651,352.156,0.00023,0.02077,0.01373,0.03526,0.225,0.00011,3.602,MS,MS,5.579,169.501,4.139,10.625,14.765,0.176,0.623,1.168,1.168,99.785,4.835,349.777
7233,28/10/2016 8:00,0.01536,0.01214,0.02761,0.172,0.00021,MS,MS,1.666,1.526,MS,8.68,5.94,0.00028,0.02439,0.01225,0.03739,0.214,0.00005,4.964,MS,MS,5.479,41.692,8.166,10.047,18.212,0.227,0.699,1.729,1.729,100.238,3.584,350.193
7234,28/10/2016 9:00,0.03085,0.01211,0.04338,0.231,0.00041,MS,MS,2.484,0.936,MS,4.962,330.67,0.00058,0.04667,0.01448,0.06214,0.336,0.00068,5.695,MS,MS,2.981,284.241,13.793,9.669,23.461,0.258,0.953,2.125,2.125,101.131,2.075,315.42
7235,28/10/2016 10:00,0.04225,0.01168,0.05448,0.301,0.001,MS,MS,2.762,0.623,MS,4.813,339.606,0.00069,0.07805,0.01682,0.09552,0.423,0.00107,7.886,MS,MS,4.001,317.766,28.628,10.758,39.386,0.341,1.542,1.988,1.988,101.344,3.264,295.452
7236,28/10/2016 11:00,0.03687,0.011,0.04824,0.263,0.00187,MS,MS,2.897,1.509,MS,5.871,24.035,0.00083,0.08368,0.01712,0.10135,0.487,0.00153,9.674,MS,MS,1.668,67.376,25.137,10.298,35.434,0.291,1.466,2.04,2.04,101.281,2.472,327.013
7237,28/10/2016 12:00,0.017,0.01006,0.02721,0.202,0.00364,MS,MS,1.313,1.675,MS,5.151,52.016,0.00051,0.03143,0.00933,0.04153,0.272,0.00263,3.728,MS,MS,5.468,41.388,27.733,8.233,35.965,0.307,2.19,1.638,1.638,100.366,1.22,337.99
7238,28/10/2016 13:00,0.00734,0.0085,0.01594,0.139,0.00853,MS,MS,0.952,2.072,MS,3.254,86.798,0.00018,0.0135,0.00912,0.02336,0.176,0.00541,1.937,MS,MS,2.853,73.28,11.014,7.111,18.125,0.223,7.506,0.667,0.667,94.423,0.974,25.14
7239,28/10/2016 14:00,0.00541,0.00915,0.01467,0.135,0.01024,MS,MS,1.009,2.461,MS,2.225,154.589,0.00006,0.00954,0.0101,0.0205,0.163,0.00718,2.21,MS,MS,2.226,98.078,7.666,8.757,16.422,0.207,9.488,0.941,0.941,92.272,2.41,265.69
7240,28/10/2016 15:00,0.00694,0.01406,0.02112,0.15,0.00739,MS,MS,2.279,2.771,MS,1.615,119.825,0.00021,0.01013,0.01352,0.02448,0.199,0.00592,2.885,MS,MS,2.038,287.81,7.327,10.767,18.094,0.215,7.719,1.43,1.43,93.656,2.753,240.183
7241,28/10/2016 16:00,0.02229,0.02042,0.04293,0.253,0.00258,MS,MS,4.788,3.021,MS,2.742,140.402,0.00018,0.00951,0.0149,0.02515,0.244,0.00535,3.56,MS,MS,1.435,30.893,4.989,12.177,17.167,0.224,8.118,1.718,1.718,92.927,1.439,200.155
7242,28/10/2016 17:00,0.01167,0.02223,0.03408,0.244,0.00292,MS,MS,4.549,2.893,MS,0.948,189.073,0.00009,0.00611,0.0158,0.02278,0.267,0.00472,3.451,MS,MS,1.996,278.062,4.18,14.721,18.883,0.248,6.417,2.119,2.119,95.294,1.743,177.298
7243,28/10/2016 18:00,0.00447,0.02443,0.02906,0.218,0.00189,MS,MS,6.33,2.646,MS,3.277,192.23,0.00004,0.0032,0.02018,0.02418,0.238,0.0022,3.935,MS,MS,3.874,62.745,1.279,15.827,17.105,0.232,5.156,3.143,3.143,96.799,3.551,223.622
7244,28/10/2016 19:00,0.00154,0.02134,0.02304,0.176,0.00307,MS,MS,5.489,2.342,MS,4.49,135.165,-0.00017,0.00103,0.01092,0.01228,0.169,0.00874,3.414,MS,MS,N,N,0.721,16.167,16.887,0.237,4.556,3.697,3.697,98.283,3.611,183.479
7245,28/10/2016 20:00,0.00102,0.01551,0.01667,0.133,0.00648,MS,MS,5.397,1.994,MS,5.665,120.266,-0.00017,0.0007,0.00535,0.00638,0.14,0.01138,3.192,MS,MS,N,N,0.771,18.244,19.014,0.24,4.719,5.503,5.503,98.865,3.956,158.526
7246,28/10/2016 21:00,0.00084,0.01159,0.01253,0.111,0.00785,MS,MS,3.95,2.125,MS,5.422,139.064,-0.00016,0.0007,0.00678,0.00763,0.15,0.01027,4.144,MS,MS,7.419,147.197,0.213,12.933,13.146,0.189,6.531,5.694,5.694,99.281,5.67,179.705
7247,28/10/2016 22:00,0.0009,0.01274,0.01381,0.118,0.00627,MS,MS,4.887,2.617,MS,5.632,168.918,-0.00017,0.00078,0.00478,0.00588,0.136,0.01076,4.165,MS,MS,8.113,127.472,1.543,11.439,12.989,0.169,5.574,5.552,5.552,99.459,6.57,173.516
7248,28/10/2016 23:00,0.00091,0.01072,0.01173,0.1,0.00752,MS,MS,5.106,2.622,MS,5.652,154.185,-0.00006,0.00073,0.00445,0.00523,0.139,0.01072,4.95,MS,MS,10.994,146.302,1.626,12.17,13.796,0.178,4.843,8.463,8.463,99.579,4.57,171.796
7249,29/10/2016 0:00,0.00031,0.00846,0.0089,0.095,0.00826,MS,MS,6.381,2.552,MS,7.141,179.731,-0.00019,0.00043,0.00267,0.0035,0.13,0.01179,5.513,MS,MS,9.908,158.144,-0.119,8.215,8.1,0.167,8.23,8.862,8.862,99.542,6.085,200.873
7250,29/10/2016 1:00,0.00096,0.00553,0.00661,0.079,0.01046,MS,MS,3.545,2.398,MS,7.864,186.25,-0.00009,0.00048,0.00237,0.00312,0.129,0.01142,5.808,MS,MS,9.688,155.628,-0.215,6.613,6.399,0.153,9.062,8.969,8.969,99.461,6.78,196.272
7251,29/10/2016 2:00,0.00012,0.00424,0.00453,0.074,0.01153,MS,MS,1.774,2.473,MS,8.053,191.837,Z,Z,Z,Z,Z,Z,5.871,MS,MS,8.76,177.273,-0.336,5.095,4.762,0.134,9.966,7.722,7.722,100.353,7.257,197.488
7252,29/10/2016 3:00,0.00039,0.00504,0.00555,0.072,0.01033,MS,MS,1.667,2.401,MS,6.457,191.417,-0.00024,0.00039,0.00223,0.00315,0.133,0.01211,5.338,MS,MS,9.156,185.644,-0.299,3.958,3.662,0.133,11.688,5.838,5.838,101.189,8.698,218.059
7253,29/10/2016 4:00,0.00025,0.00436,0.00475,0.074,0.01064,MS,MS,1.842,2.602,MS,5.986,194.808,-0.00001,0.00034,0.00235,0.0032,0.136,0.01252,4.759,MS,MS,7.201,189.025,-0.393,3.775,3.383,0.142,12.527,4.957,4.957,100.852,5.793,207.881
7254,29/10/2016 5:00,0.00011,0.00524,0.00547,0.077,0.01117,MS,MS,1.985,2.617,MS,5.647,201.645,-0.00011,0.00044,0.00188,0.00272,0.134,0.01326,4.704,MS,MS,7.863,174.133,-0.322,4.009,3.688,0.135,S,4.632,4.632,100.259,5.659,211.039
7255,29/10/2016 6:00,0.00033,0.00487,0.00535,0.075,0.01127,MS,MS,2.401,2.509,MS,7.035,201.969,-0.00013,0.00061,0.00238,0.00335,0.135,0.01434,4.913,MS,MS,9.787,186.068,-0.276,4.232,3.956,0.136,13.156,3.888,3.888,99.607,6.521,198.932
7256,29/10/2016 7:00,0.00031,0.00467,0.00513,0.077,0.0128,MS,MS,2.513,2.318,MS,8.15,182.954,-0.00016,0.00056,0.00292,0.00397,0.134,0.01337,6.163,MS,MS,8.204,198.542,-0.149,3.599,3.45,0.13,14.134,3.68,3.68,99.824,6.856,214.783
7257,29/10/2016 8:00,0.00023,0.00447,0.00484,0.075,0.01295,MS,MS,3.039,1.923,MS,7.594,191.586,-0.00006,0.00058,0.00347,0.00455,0.139,0.01087,9.899,MS,MS,7.291,193.045,-0.3,3.153,2.853,0.138,14.028,3.866,3.866,100.601,7.175,215.581
7258,29/10/2016 9:00,0.00087,0.00564,0.00662,0.083,0.01048,MS,MS,4.928,1.811,MS,4.644,213.992,-0.00009,0.00069,0.00307,0.00423,0.142,0.01257,9.493,MS,MS,6.155,184.71,0.054,3.577,3.63,0.138,13.626,3.454,3.454,100.975,5.249,217.258
7259,29/10/2016 10:00,0.0014,0.00556,0.00706,0.089,0.01154,MS,MS,6.482,2.133,MS,6.151,189.997,-0.00004,0.00088,0.00272,0.00425,0.142,0.01489,7.29,MS,MS,7.309,192.38,0.469,3.697,4.165,0.134,13.724,4.346,4.346,101.245,5.796,217.515
7260,29/10/2016 11:00,0.00091,0.00375,0.00479,0.081,0.01545,MS,MS,5.648,2.057,MS,6.762,187.079,0.00009,0.00109,0.003,0.0046,0.148,0.01446,8.175,MS,MS,6.016,170.088,2.688,5.158,7.845,0.153,12.132,6.452,6.452,100.766,3.682,213.866
7261,29/10/2016 12:00,0.00128,0.00428,0.00567,0.091,0.01467,MS,MS,6.395,2.352,MS,7.372,193.797,-0.00001,0.00121,0.00263,0.00437,0.144,0.01417,6.694,MS,MS,8.58,180.411,2.694,6.95,9.644,0.19,11.289,9.969,9.969,98.49,4.943,199.146
7262,29/10/2016 13:00,0.00148,0.00434,0.00592,0.095,0.01423,MS,MS,5.277,2.369,MS,8.364,192.219,-0.00003,0.00089,0.00197,0.00367,0.139,0.01689,6.648,MS,MS,9.647,169.741,3.25,6.91,10.161,0.186,12.618,7.31,7.31,94.942,6.931,162.072
7263,29/10/2016 14:00,0.00104,0.00418,0.00531,0.091,0.01621,MS,MS,6.074,2.977,MS,8.67,196.483,-0.00004,0.00066,0.00158,0.00297,0.136,0.018,7.737,MS,MS,10.683,166.849,2.536,5.302,7.838,0.168,14.052,5.548,5.548,95.24,8.054,178.646
7264,29/10/2016 15:00,0.001,0.00416,0.00525,0.086,0.01722,MS,MS,7.036,3.52,MS,8.609,190.866,0.00007,0.00058,0.00142,0.0027,0.133,0.02035,7.733,MS,MS,12.398,157.129,1.37,4.681,6.051,0.161,15.092,8.285,8.285,94.789,6.994,180.695
7265,29/10/2016 16:00,0.00163,0.00582,0.00752,0.099,0.01906,MS,MS,7.519,4.485,MS,6.309,184.817,0.00007,0.00068,0.00248,0.00395,0.144,0.02037,5.983,MS,MS,5.409,174.773,1.572,5.426,6.998,0.177,16.343,7.62,7.62,90.628,6.425,153.341
7266,29/10/2016 17:00,0.00085,0.00813,0.00907,0.096,0.01603,MS,MS,7.516,4.4,MS,0.727,250.525,0.00007,0.00051,0.0033,0.00437,0.133,0.01795,4.605,MS,MS,6.191,137.525,1.255,8.623,9.878,0.171,13.47,7.735,7.735,89.936,1.958,193.215
7267,29/10/2016 18:00,0.00026,0.01167,0.01201,0.134,0.01122,MS,MS,7.362,4.062,MS,1.245,68.726,0.00022,0.00071,0.00595,0.00742,0.144,0.01169,3.858,MS,MS,6.087,109.414,4.505,16.968,21.473,0.266,4.235,8.791,8.791,93.661,0.453,33.815
7268,29/10/2016 19:00,0.00068,0.00944,0.01022,0.11,0.00914,MS,MS,4.367,3.636,MS,4.153,125.174,0.00024,0.00079,0.00595,0.0076,0.137,0.00864,4.13,MS,MS,6.279,104.734,14.15,19.047,33.197,0.489,1.005,10.085,10.085,97.451,0.243,90.438
7269,29/10/2016 20:00,0.00074,0.01117,0.01195,0.129,0.00642,MS,MS,4.614,3.043,MS,2.964,102.179,0.00019,0.00044,0.0046,0.00583,0.143,0.01044,4.654,MS,MS,5.745,107.97,21.198,19.463,40.661,0.474,0.772,13.153,13.153,98.958,1.119,294.375
7270,29/10/2016 21:00,0.00106,0.01045,0.01155,0.186,0.00728,MS,MS,4.459,2.777,MS,4.179,106.803,0.00017,0.00283,0.00922,0.01291,0.15,0.00668,4.965,MS,MS,5.63,90.806,27.055,17.3,44.355,0.469,0.655,13.33,13.33,99.68,2.221,296.219
7271,29/10/2016 22:00,0.0003,0.00929,0.00964,0.106,0.00706,MS,MS,4.454,2.252,MS,0.753,129.481,0.00024,0.00438,0.0135,0.01901,0.14,0.002,4.818,MS,MS,2.356,43.433,24.446,17.935,42.381,0.346,0.465,11.367,11.367,100.676,3.856,300.314
7272,29/10/2016 23:00,0.00054,0.01055,0.01111,0.105,0.00372,MS,MS,4.291,1.977,MS,1.203,344.427,0.00011,0.00617,0.0146,0.02186,0.149,0.00058,4.924,MS,MS,0.437,128.437,11.177,15.895,27.073,0.269,0.43,10.162,10.162,100.885,4.101,303.903
7273,30/10/2016 0:00,0.00264,0.01156,0.01425,0.133,0.00173,MS,MS,4.445,1.872,MS,1.658,161.449,0.00037,0.01266,0.01445,0.02836,0.264,0.00023,6.243,MS,MS,2.802,238.942,2.156,11.98,14.136,0.194,2.124,9.041,9.041,101.378,7.362,307.791
7274,30/10/2016 1:00,0.02223,0.0154,0.03789,0.272,0.00042,MS,MS,7.158,1.824,MS,1.467,92.249,0.00027,0.00685,0.01272,0.02075,0.283,0.00073,10.031,MS,MS,3.935,257.208,0.788,8.383,9.171,0.168,4.546,5.901,5.901,101.246,8.241,303.302
7275,30/10/2016 2:00,0.03002,0.01413,0.04454,0.311,0.00035,MS,MS,8.796,1.36,MS,3.492,190.049,Z,Z,Z,Z,Z,Z,6.474,MS,MS,4.754,264.056,0.621,6.867,7.488,0.156,9.676,2.448,2.448,93.624,6.133,309.571
7276,30/10/2016 3:00,0.01276,0.01148,0.02432,0.163,0.00022,MS,MS,4.008,1.258,MS,4.221,187.008,0.00016,0.00159,0.00481,0.00737,0.159,0.00345,4.481,MS,MS,8.892,247.381,0.169,5.646,5.815,0.143,17.122,0.897,0.897,84.3,9.319,296.901
7277,30/10/2016 4:00,0.00966,0.01335,0.02307,0.132,0.00062,MS,MS,2.482,1.357,MS,3.175,176.559,0.0002,0.00345,0.00608,0.01025,0.162,0.00319,3.496,MS,MS,6.039,239.469,0.022,4.931,4.953,0.128,21.911,0.406,0.406,76.859,9.059,307.462
7278,30/10/2016 5:00,0.0087,0.01502,0.02381,0.128,0.00023,MS,MS,1.876,0.885,MS,0.993,126.018,0.00037,0.01196,0.01141,0.02441,0.211,0.00131,5.107,MS,MS,4.987,218.547,-0.144,5.771,5.627,0.112,S,0.598,0.598,68.4,11.025,300.608
7279,30/10/2016 6:00,0.01566,0.01691,0.03277,0.125,0.00071,MS,MS,1.902,0.759,MS,3.635,178.176,0.00035,0.00577,0.01289,0.01968,0.181,0.0023,4.833,MS,MS,3.288,223.382,-0.111,7.18,7.069,0.13,24.847,0.203,0.203,68.254,5.641,300.539
7280,30/10/2016 7:00,0.0194,0.01942,0.03897,0.113,0.00024,MS,MS,1.944,0.817,MS,1.618,154.549,0.00034,0.00699,0.01491,0.02303,0.182,0.00107,3.729,MS,MS,2.728,174.706,0.786,13.692,14.478,0.148,17.79,0.288,0.288,73.185,4.872,311.937
7281,30/10/2016 8:00,0.02726,0.02005,0.04758,0.193,0.00052,MS,MS,2.03,0.768,MS,1.268,359.414,0.0002,0.00962,0.01622,0.02686,0.208,0.002,2.813,MS,MS,5.255,271.959,3.799,18.822,22.621,0.162,8.786,0.596,0.596,79.641,5.593,309.684
7282,30/10/2016 9:00,0.05224,0.02236,0.0751,0.341,0.00126,MS,MS,3.07,1.062,MS,1.844,294.626,0.0003,0.01569,0.01758,0.03429,0.262,0.00319,2.507,MS,MS,2.391,229.996,1.711,11.087,12.793,0.16,17.936,0.531,0.531,73.588,7.166,313.572
7283,30/10/2016 10:00,0.05274,0.02463,0.07785,0.337,0.00304,MS,MS,3.589,3.788,MS,1.686,149.091,0.00031,0.01346,0.01284,0.0273,0.252,0.0089,1.877,MS,MS,4.188,200.467,2.111,8.553,10.668,0.167,21.601,0.623,0.623,65.818,8.122,310.246
7284,30/10/2016 11:00,0.01356,0.01354,0.02725,0.172,0.01961,MS,MS,2.121,8.896,MS,7.417,295.715,0.00029,0.00551,0.00683,0.01331,0.207,0.01686,1.322,MS,MS,3.546,230.535,3.036,6.902,9.938,0.163,23.916,0.62,0.62,58.939,11.212,295.6
7285,30/10/2016 12:00,0.00225,0.00523,0.00748,0.074,0.03133,MS,MS,1.202,10.98,MS,14.405,301.456,0.00021,0.00241,0.00363,0.00667,0.17,0.02902,0.848,MS,MS,8.013,278.823,1.079,3.38,4.455,0.156,31.623,0.465,0.465,48.793,12.454,298.105
7286,30/10/2016 13:00,0.00123,0.00325,0.00454,0.064,0.03551,MS,MS,0.989,11.891,MS,13.969,313.677,0.00017,0.00097,0.00119,0.00282,0.124,0.03644,0.428,MS,MS,8.556,294.393,0.176,1.735,1.911,0.137,35.874,0.094,0.094,42.715,11.65,298.531
7287,30/10/2016 14:00,0.00054,0.0019,0.0025,0.052,0.03829,MS,MS,0.786,12.27,MS,11.8,321.993,0.00008,0.00031,0.00028,0.00143,0.112,0.03882,0.339,MS,MS,2.835,271.69,-0.008,1.406,1.399,0.135,38.243,0.086,0.086,36.091,10.429,306.04
7288,30/10/2016 15:00,0.00053,0.00227,0.00288,0.05,0.03913,MS,MS,0.782,13.145,MS,4.083,309.501,0.00012,0.00049,0.00056,0.00163,0.112,0.03934,0.492,MS,MS,0.333,6.58,-0.093,1.29,1.193,0.118,40.306,-0.064,-0.064,32.187,8.936,267.683
7289,30/10/2016 16:00,0.00047,0.00234,0.00285,0.041,0.04046,MS,MS,0.709,13.43,MS,2.998,242.875,0,0.00041,0.00092,0.00198,0.112,0.04009,0.514,MS,MS,3.806,140.236,-0.108,1.499,1.394,0.109,39.14,0.08,0.08,33.687,6.942,268.564
7290,30/10/2016 17:00,0.00052,0.00803,0.0086,0.094,0.03275,MS,MS,1.64,11.413,MS,5.226,106.253,0.00009,0.00082,0.00774,0.00917,0.169,0.031,0.735,MS,MS,4.709,106.213,0.026,4.809,4.826,0.129,35.914,0.341,0.341,35.106,2.875,224.765
7291,30/10/2016 18:00,0.00051,0.01148,0.01201,0.133,0.01715,MS,MS,4.532,7.496,MS,12.097,84.909,0.00005,0.00093,0.01,0.01141,0.147,0.01987,0.989,MS,MS,8.345,79.027,0.136,11.418,11.551,0.177,16.914,2.518,2.518,62.467,5.785,89.937
7292,30/10/2016 19:00,0.00026,0.01263,0.01293,0.139,0.0191,MS,MS,4.418,5.749,MS,11.147,83.167,0.00002,0.00082,0.01166,0.01291,0.131,0.01919,2.551,MS,MS,5.884,70.445,-0.082,9.525,9.441,0.182,N,3.856,3.856,60.591,3.849,103.122
7293,30/10/2016 20:00,0.0003,0.01249,0.01282,0.117,0.01527,MS,MS,2.942,4.786,MS,5.433,67.184,0.00001,0.00049,0.01309,0.01416,0.139,0.01641,3.956,MS,MS,0.763,81.019,0.316,10.884,11.198,0.18,N,3.111,3.111,60.669,2.232,84.82
7294,30/10/2016 21:00,0.00034,0.01365,0.01409,0.126,0.00772,MS,MS,4.421,3.628,MS,1.623,39.909,0.00007,0.00644,0.02742,0.03468,0.225,0.00367,7.687,MS,MS,1.241,301.808,1.19,21.52,22.709,0.21,12.754,2.133,2.133,66.263,1.697,23.322
7295,30/10/2016 22:00,0.02151,0.02486,0.04665,0.358,0.00072,MS,MS,4.971,2.538,MS,2.809,0.872,-0.00002,0.01004,0.02029,0.03128,0.201,0.0016,11.412,MS,MS,2.315,68.285,6.079,27.268,33.348,0.341,3.568,3.066,3.066,74.442,1.852,52.426
7296,30/10/2016 23:00,0.02515,0.02737,0.0528,0.419,0.00066,MS,MS,4.663,2.049,MS,3.479,344.199,0.00012,0.01088,0.02197,0.03363,0.21,0.00139,11.59,MS,MS,2.729,30.809,7.76,25.43,33.19,0.331,2.419,5.389,5.389,79.939,1.164,330.702
7297,31/10/2016 0:00,0.0258,0.02632,0.05242,0.398,0.00071,MS,MS,5.084,1.584,MS,3.673,337.051,0.00026,0.02581,0.02658,0.05332,0.326,0.00101,15.589,MS,MS,2.748,321.797,14.5,24.646,39.146,0.31,0.475,5.261,5.261,85.817,2.715,299.604
7298,31/10/2016 1:00,0.02811,0.02535,0.05383,0.359,0.00066,MS,MS,3.754,1.899,MS,3.657,359.286,0.00037,0.02867,0.02677,0.05636,0.349,0.00172,12.28,MS,MS,3.479,35.959,24.864,25.696,50.56,0.286,0.459,5.498,5.498,85.673,2.281,300.011
7299,31/10/2016 2:00,0.0273,0.02364,0.05131,0.274,0.00056,MS,MS,3.411,1.515,MS,2.177,303.596,Z,Z,Z,Z,Z,Z,9.491,MS,MS,1.88,222.374,10.764,20.473,31.237,0.218,0.81,5.314,5.314,88.807,3.515,282.833
7300,31/10/2016 3:00,0.01469,0.02097,0.03583,0.17,0.00044,MS,MS,3.78,1.536,MS,3.521,337.698,0.00034,0.02663,0.02217,0.04949,0.347,0.00058,6.971,MS,MS,2.078,273.403,0.93,14.409,15.339,0.164,4.454,4.419,4.419,88.522,4.303,303.758
