,,10470,10570,10670,10870,10970,11070,11470,11570,11670,11770,11870,11970,20370,20470,20570,20670,20870,20970,21070,21570,21670,21870,21970,30470,30570,30670,30870,30970,31070,31170,31670,31870,31970
,, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar
,, NO, NO2, NOX, CO, O3, PM2.5, PM2.5, PM2.5S, ET, RH, WS, WD, SO2, NO, NO2, NOX, CO, O3, PM2.5, ET, RH, WS, WD, NO, NO2, NOX, CO, O3, PM2.5, PM2.5S, RH, WS, WD
,, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC
8246,10/12/2023 13:00,0.00298,0.00554,0.00852,0.076,0.03412,MS,MS,1.214,6.268,41.031,19.198,297.297,0.00045,0.0031,0.00653,0.00963,0.183,0.03504,1.572,6.104,43.688,9.152,268.594,1.033,2.685,3.731,0.18,36.829,MS,0.802,48.676,12.374,283.343
8247,10/12/2023 14:00,0.00342,0.00722,0.01064,0.072,0.03278,MS,MS,1.182,6.881,39.521,19.694,299.408,0.00035,0.00138,0.00407,0.00546,0.156,0.03806,1.219,7.11,39.732,12.822,279.565,1.086,2.764,3.865,0.179,36.927,MS,1.246,47.214,11.958,284.441
8248,10/12/2023 15:00,0.00156,0.00506,0.00662,0.069,0.03404,MS,MS,0.977,6.855,39.768,20.274,299.098,0.00029,0.00095,0.00355,0.00449,0.148,0.03818,1.026,7.58,37.542,12.072,289.067,0.896,3.789,4.7,0.178,36.046,MS,1.287,47.534,11.587,286.391
8249,10/12/2023 16:00,0.00078,0.00606,0.00684,0.08,0.03218,MS,MS,1.17,5.78,43.688,15.076,298.382,0.00023,0.00095,0.00646,0.0074,0.164,0.03515,1.329,6.324,41.68,7.989,292.568,1.165,9.243,10.425,0.195,29.495,MS,1.134,53.737,7.501,287.577
8250,10/12/2023 17:00,0.00033,0.01085,0.01119,0.111,0.02812,MS,MS,1.445,5.558,44.998,9.709,308.245,0.00021,0.00085,0.00957,0.01043,0.186,0.0321,1.89,5.716,44.119,5.468,298.153,0.34,9.233,9.59,0.172,28.319,MS,1.9,57.241,7.046,301.736
8251,10/12/2023 18:00,0.00044,0.01373,0.01417,0.107,0.02591,MS,MS,1.718,5.568,45.209,11.48,302.681,0.00019,0.001,0.01243,0.01343,0.184,0.0289,2.024,5.296,45.495,N,N,0.055,7.203,7.276,0.186,29.584,MS,1.965,57.81,6.406,305.823
8252,10/12/2023 19:00,0.00026,0.01339,0.01364,0.112,0.02604,MS,MS,1.88,5.357,46.147,9.846,312.485,0.00015,0.00104,0.0117,0.01274,0.166,0.02876,1.549,4.332,50.553,8.267,271.639,0.156,9.699,9.873,0.213,27.05,MS,1.361,59.746,5.929,302.972
8253,10/12/2023 20:00,0.00019,0.01249,0.01268,0.117,0.02618,MS,MS,2.724,4.956,48.266,5.473,324.288,0.00013,0.00456,0.02524,0.0298,0.256,0.01519,3.926,2.907,59.48,0.903,125.165,0.118,10.416,10.553,0.203,26.441,MS,2.536,60.185,6.718,297.347
8254,10/12/2023 21:00,0.0002,0.01028,0.01049,0.12,0.02597,MS,MS,2.484,4.049,54.602,8.566,5.306,0.00014,0.00568,0.02414,0.02982,0.216,0.01466,3.607,1.749,71.555,6.499,50.404,0.116,7.996,8.133,0.182,29.523,MS,2.523,57.247,8.035,311.085
8255,10/12/2023 22:00,0.0001,0.01204,0.01215,0.11,0.02414,MS,MS,2.065,3.233,60.69,8.513,357.423,0.00019,0.00087,0.01623,0.0171,0.184,0.02279,2.489,3.521,58.37,7.659,340.432,0.238,6.06,6.32,0.17,32.267,MS,2.058,57.8,4.71,321.566
8256,10/12/2023 23:00,0.00211,0.02058,0.02268,0.155,0.01463,MS,MS,3.062,2.499,67.582,9.061,347.777,0.00016,0.00119,0.02562,0.02681,0.221,0.01443,3.62,2.858,63.391,5.562,323.293,0.193,9.804,10.02,0.185,26.818,MS,1.517,61.908,4.032,312.287
8257,11/12/2023 0:00,0.00132,0.01926,0.02058,0.148,0.01519,MS,MS,3.518,1.752,68.166,10.981,348.78,0.00019,0.00108,0.025,0.02608,0.227,0.01497,4.534,2.34,64.866,7.118,338.21,0.237,7.453,7.713,0.174,29.448,MS,1.973,62.115,4.247,333.316
8258,11/12/2023 1:00,0.00013,0.01227,0.01241,0.101,0.02229,MS,MS,2.393,1.327,65.977,11.144,7.611,0.00014,0.00172,0.02149,0.02321,0.201,0.01763,3.564,1.482,65.272,9.569,2.665,0.29,3.921,4.235,0.157,33.27,MS,1.266,61.43,6.649,9.29
8259,11/12/2023 2:00,0.00003,0.00584,0.00587,0.074,0.02813,MS,MS,2.122,1.121,64.671,14.703,1.982,Z,Z,Z,Z,Z,Z,3.13,1.32,62.027,11.332,356.01,0.272,3.213,3.511,0.149,33.882,MS,0.793,61.991,9.722,3.17
8260,11/12/2023 3:00,0.00002,0.00427,0.00429,0.068,0.03017,MS,MS,1.905,0.416,64.435,11.12,359.665,0.00012,0.00125,0.01759,0.01884,0.182,0.02203,2.89,0.483,62.658,N,N,0.18,3.987,4.192,0.153,32.27,MS,1.072,63.639,6.744,322.402
8261,11/12/2023 4:00,Z,Z,Z,Z,Z,MS,MS,2.171,0.453,64.987,5.614,338.614,0.00017,0.00134,0.01948,0.02082,0.176,0.01968,2.804,0.573,63.457,N,N,Z,Z,Z,Z,Z,MS,1.19,63.675,6.458,294.76
8262,11/12/2023 5:00,0.00004,0.00993,0.00997,0.083,0.02344,MS,MS,2.518,0.573,65.874,7.471,352.004,0.00021,0.00122,0.01464,0.01586,0.172,0.02283,2.895,0.977,61.768,8.951,343.794,0.115,5.618,5.758,0.156,29.166,MS,1.158,66.109,5.849,325.074
8263,11/12/2023 6:00,0.00001,0.00689,0.00691,0.087,0.02559,MS,MS,2.675,0.395,68.363,10.911,0.379,0.00016,0.00095,0.01315,0.0141,0.178,0.02266,3.428,0.693,66.126,7.8,338.026,0.295,4.231,4.554,0.152,30.79,MS,1.343,67.766,8.398,340.131
8264,11/12/2023 7:00,0.00034,0.00826,0.0086,0.104,0.02447,MS,MS,2.745,-0.251,69.675,15.05,9.649,0.00018,0.00327,0.01756,0.02083,0.2,0.0189,3.831,0.187,69.412,10.427,5.358,0.214,4.915,5.154,0.162,30.038,MS,1.347,69.753,5.351,2.445
8265,11/12/2023 8:00,0.00061,0.01082,0.01143,0.11,0.02078,MS,MS,3.339,-1.152,77.903,10.538,31.648,0.00013,0.00629,0.02071,0.027,0.199,0.01459,4.414,-0.996,83.926,9.909,20.977,0.332,5.982,6.34,0.107,27.252,MS,1.343,74.113,7.999,20.213
8266,11/12/2023 9:00,0.00064,0.01322,0.01385,0.128,0.01855,MS,MS,3.755,-1.524,81.291,6.018,58.067,0.00013,0.00537,0.02348,0.02885,0.213,0.01163,5.007,-1.392,94.707,N,N,0.527,8.412,8.964,0.114,25.376,MS,1.935,74.646,5.127,29.494
8267,11/12/2023 10:00,0.00391,0.02033,0.02423,0.176,0.01115,MS,MS,4.429,-1.607,87.812,3.075,152.462,0.00009,0.00469,0.01847,0.02315,0.186,0.01437,4.375,-1.538,100.04,N,N,0.549,7.74,8.314,0.1,26.281,MS,2.248,73.967,2.386,68.519
8268,11/12/2023 11:00,0.00947,0.02514,0.03461,0.307,0.00792,MS,MS,C,-1.481,88.483,3.51,182.62,0.0001,0.00641,0.01802,0.02443,0.223,0.01449,5.71,-1.382,99.999,N,N,1.19,8.6,9.815,0.102,26.994,MS,2.809,69.791,2.865,77.225
8269,11/12/2023 12:00,0.00549,0.01724,0.02273,0.23,0.01947,MS,MS,8.715,-1.292,81.514,4.117,189.551,0.00009,0.00293,0.01046,0.01339,0.18,0.02315,5.862,-0.92,86.58,N,N,4.641,15.329,19.996,0.147,21.748,MS,3.028,67.56,3.857,134.17
8270,11/12/2023 13:00,0.00297,0.01113,0.0141,0.146,0.0242,MS,MS,7.089,-1.137,70.472,4.867,153.95,0.00012,0.00382,0.01068,0.0145,0.169,0.02471,5.943,-1.09,74.448,M,M,5.542,16.471,22.038,0.171,19.101,MS,C,71.547,5.672,147.648
8271,11/12/2023 14:00,0.00859,0.01689,0.02551,0.15,0.01769,MS,MS,8.931,-1.324,74.163,7.695,177.31,0.00022,0.00264,0.00927,0.01191,0.172,0.02415,6.905,-1.433,74.287,M,M,3.112,10.204,13.341,0.148,25.933,MS,C,67.562,8.008,157.144
8272,11/12/2023 15:00,0.00548,0.01611,0.02159,0.145,0.01777,MS,MS,10.208,-1.299,76.356,7.684,188.165,0.00014,0.0064,0.01462,0.02102,0.186,0.01826,8.573,-1.432,96.172,9.404,143.558,2.166,7.562,9.752,0.141,29.845,MS,C,66.25,9.083,156.147
8273,11/12/2023 16:00,0.00875,0.02352,0.03227,0.173,0.00983,MS,MS,12.683,-1.407,89.941,6.665,169.796,0.00009,0.00506,0.01341,0.01847,0.172,0.01807,7.409,-1.673,99.796,12.026,143.494,2.791,10.457,13.272,0.169,25.407,MS,7.409,70.377,7.638,158.179
8274,11/12/2023 17:00,0.00351,0.02021,0.02371,0.174,0.00993,MS,MS,11.293,-2.119,99.751,8.927,173.759,0.00005,0.00095,0.00786,0.00881,0.149,0.02323,5.891,-2.297,99.822,16.857,150.09,2.098,17.869,19.992,0.218,15.359,MS,5.891,79.175,7.877,145.513
8275,11/12/2023 18:00,0.001,0.02053,0.02153,0.165,0.0118,MS,MS,8.624,-3.121,84.171,6.594,170.297,0.00004,0.00246,0.01674,0.01918,0.207,0.01605,4.546,-4.281,100.082,7.884,132.861,1.182,17.769,18.975,0.204,13.302,MS,4.546,83.122,6.771,142.422
8276,11/12/2023 19:00,0.00151,0.02502,0.02652,0.159,0.00787,MS,MS,8.262,-4.439,81.421,4.113,149.005,0.00006,0.00615,0.02917,0.03531,0.284,0.00555,5.725,-5.514,100.1,4.548,111.945,0.601,17.506,18.131,0.194,15.447,MS,5.725,75.962,4.209,133.523
8277,11/12/2023 20:00,0.00529,0.03242,0.03771,0.218,0.00112,MS,MS,9.439,-5.377,91.434,2.761,172.325,0.00005,0.00878,0.02943,0.03819,0.29,0.00385,6.03,-6.751,100.027,3.582,121.568,2.32,24.365,26.708,0.254,9.021,MS,6.03,78.176,2.305,202.875
8278,11/12/2023 21:00,0.01788,0.03432,0.0522,0.216,0.00023,MS,MS,9.651,-6.202,99.897,2.043,194.372,0.00006,0.00968,0.03031,0.03998,0.299,0.00109,6.475,-7.185,99.825,0.315,218.287,11.568,31.968,43.587,0.341,2.74,MS,6.475,83.276,1.879,312.403
8279,11/12/2023 22:00,0.01898,0.03277,0.05175,0.232,0.00033,MS,MS,13.239,-6.714,99.683,0.389,72.156,0.00025,0.02637,0.03261,0.05898,0.479,0.00046,7.533,-7.165,99.716,1.131,247.851,24.164,30.747,54.927,0.418,1.127,MS,7.533,88.004,4.82,288.608
8280,11/12/2023 23:00,0.02646,0.03293,0.0594,0.292,0.00033,MS,MS,12.751,-7.117,99.595,0.434,195.643,0.00015,0.02033,0.03026,0.05058,0.358,0.00139,11.167,-7.125,99.7,6.034,252.549,3.627,22.343,26.002,0.204,3.836,MS,11.167,90.431,5.984,289.099
8281,12/12/2023 0:00,0.06077,0.03491,0.09567,0.403,0.00028,MS,MS,17.227,-7.385,99.514,2.411,281.53,0.00013,0.0191,0.02722,0.04632,0.317,0.00211,12.927,-7.523,99.7,6.848,265.85,1.471,18.829,20.333,0.154,6.945,MS,12.927,90.44,5.005,305.679
8282,12/12/2023 1:00,0.06298,0.03332,0.0963,0.274,-0.00012,MS,MS,16.909,-7.423,99.526,1.785,306.768,0.00011,0.01058,0.02532,0.0359,0.255,0.00424,12.617,-7.203,99.7,7.57,269.406,0.34,11.972,12.342,0.151,16.462,MS,12.617,89.836,6.926,313.584
8283,12/12/2023 2:00,0.02659,0.03145,0.05804,0.224,-0.00004,MS,MS,13.031,-7.217,99.647,2.167,310.673,Z,Z,Z,Z,Z,Z,10.764,-7.434,99.777,8.629,277.187,0.291,10.751,11.065,0.172,19.192,MS,10.764,79.374,7.509,298.231
8284,12/12/2023 3:00,0.06321,0.03722,0.10042,0.254,-0.00018,MS,MS,12.498,-7.077,99.695,0.544,300.821,0.00022,0.00473,0.01604,0.02077,0.185,0.0124,8.909,-7.468,99.811,8.33,278.022,0.374,10.986,11.383,0.173,19.659,MS,8.909,75.794,7.534,287.284
8285,12/12/2023 4:00,Z,Z,Z,Z,Z,MS,MS,7.803,-6.822,99.685,0.009,51.923,0.00022,0.00543,0.01828,0.02372,0.198,0.0129,7.518,-7.342,99.878,8.317,278.797,Z,Z,Z,Z,Z,MS,7.518,72.489,8.414,303.835
8286,12/12/2023 5:00,0.03093,0.03649,0.06741,0.148,0.00018,MS,MS,6.855,-6.662,99.778,1.04,126.336,0.00027,0.00858,0.02209,0.03068,0.201,0.01186,5.451,-7.306,100.016,9.836,270.742,0.197,11.524,11.743,0.167,22.654,MS,5.451,67.868,7.484,298.217
8287,12/12/2023 6:00,0.01308,0.03027,0.04335,0.138,0.00414,MS,MS,8.262,-6.114,96.552,2.511,10.522,0.00018,0.00821,0.02418,0.03239,0.22,0.00898,4.871,-7.814,94.689,8.097,258.663,0.256,16.384,16.662,0.182,18.997,MS,4.871,66.696,5.648,300.639
8288,12/12/2023 7:00,0.00093,0.02268,0.02361,0.132,0.01197,MS,MS,3.932,-4.938,69.958,6.112,331.971,0.00017,0.00588,0.02477,0.03065,0.23,0.00945,4.148,-7.332,80.998,8.917,254.749,0.34,16.244,16.605,0.206,19.388,MS,4.148,65.851,6.429,305.725
8289,12/12/2023 8:00,0.00184,0.0285,0.03034,0.205,0.00715,MS,MS,4.181,-4.962,65.363,3.519,335.116,0.00023,0.02092,0.03291,0.05383,0.336,0.0037,4.754,-7.742,80.57,7.205,249.567,3.116,19.688,22.825,0.25,17.609,MS,4.754,64.559,7.405,300.916
8290,12/12/2023 9:00,0.06108,0.03874,0.09983,0.407,0.00164,MS,MS,10.421,-6.888,85.536,2.725,195.448,0.00032,0.03695,0.03671,0.07365,0.465,0.00188,5.745,-8.16,82.905,5.357,244.119,4.744,19.498,24.263,0.246,17.862,MS,5.745,63.465,7.542,303.165
8291,12/12/2023 10:00,0.06939,0.04083,0.11022,0.439,0.0027,MS,MS,9.967,-4.383,69.365,3.622,290.736,0.00034,0.03025,0.03052,0.06077,0.41,0.0074,5.824,-6.992,76.449,3.8,239.434,7.106,16.087,23.213,0.21,23.48,MS,5.824,57.937,8.349,295.323
8292,12/12/2023 11:00,0.05966,0.03706,0.09673,0.277,0.00726,MS,MS,9.099,-0.772,49.918,1.264,235.048,0.0005,0.03502,0.02866,0.06369,0.412,0.01204,6.419,-4.587,64.894,5.906,262.993,6.812,10.516,17.349,0.194,27.255,MS,6.419,53.06,9.449,288.727
8293,12/12/2023 12:00,0.01848,0.02051,0.03899,0.188,0.01938,MS,MS,7.499,1.143,41.102,5.469,335.55,0.00107,0.02009,0.02133,0.04141,0.283,0.02035,6.509,-1.405,48.882,7.025,271.339,9.401,12.411,21.83,0.225,28.131,MS,6.509,49.33,9.333,298.922
8294,12/12/2023 13:00,0.0201,0.02206,0.04216,0.196,0.02051,MS,MS,8.882,2.637,37.162,2.094,262.239,0.00131,0.02102,0.02139,0.04241,0.334,0.01858,9.624,0.314,44.953,5.86,204.693,9.941,11.36,21.319,0.2,29.145,MS,9.624,44.463,7.157,295.657
8295,12/12/2023 14:00,0.03234,0.02662,0.05897,0.295,0.01387,MS,MS,12.66,1.237,45.237,7.023,195.739,0.00133,0.02102,0.02263,0.04364,0.312,0.01915,9.952,0.58,44.332,5.641,226.58,15.965,13.473,29.455,0.197,28.126,MS,9.952,41.224,6.998,281
8296,12/12/2023 15:00,0.02954,0.03065,0.06019,0.296,0.01215,MS,MS,12.525,2.646,42.512,2.294,204.004,0.00128,0.02045,0.02512,0.04558,0.314,0.01652,8.848,2.093,41.136,3.876,257.415,17.45,16.445,33.912,0.211,27.318,MS,8.848,40.016,5.869,275.872
8297,12/12/2023 16:00,0.0331,0.03842,0.07152,0.397,0.00679,MS,MS,13.765,3.872,37.906,2.561,313.063,0.00136,0.02879,0.03417,0.06295,0.407,0.009,10.016,3.492,38.743,3.446,270.058,12.899,18.33,31.248,0.237,24.752,MS,10.016,43.028,6.872,287.199
8298,12/12/2023 17:00,0.0122,0.03681,0.04901,0.344,0.00535,MS,MS,9.871,1.204,45.719,1.331,305.917,0.0008,0.02532,0.03828,0.06365,0.504,0.00436,8.866,1.098,45.988,4.867,253.692,3.9,25.885,29.802,0.344,17.145,MS,8.866,49.717,2.773,286.549
8299,12/12/2023 18:00,0.05073,0.04308,0.09381,0.551,0.00133,MS,MS,13.301,-1.861,59.811,1.779,221.298,0.00066,0.04089,0.04196,0.0828,0.597,0.00069,12.125,-1.452,56.837,4.888,232.172,2.847,33.062,35.923,0.331,10.312,MS,12.125,53.15,6.932,297.175
8300,12/12/2023 19:00,0.06723,0.04109,0.10832,0.802,0.00134,MS,MS,23.293,-3.212,77.608,0.604,169.393,0.00046,0.03291,0.04187,0.07478,0.513,0.00061,10.733,-2.583,60.034,4.983,261.6,0.453,22.269,22.741,0.25,20.133,MS,10.733,49.816,8.743,296.215
8301,12/12/2023 20:00,0.06807,0.04109,0.10916,0.677,0.00069,MS,MS,21.831,-4.275,99.499,1.963,179.845,0.00034,0.01911,0.03657,0.05568,0.443,0.00254,9.775,-3.325,62.027,6.018,253.539,0.332,19.744,20.091,0.226,22.9,MS,9.775,49.307,8.659,293.668
8302,12/12/2023 21:00,0.05247,0.03796,0.09043,0.51,0.00065,MS,MS,15.989,-4.837,99.821,1.646,192.188,0.00028,0.01263,0.03258,0.04521,0.324,0.00515,8.599,-3.815,63.18,5.79,270.604,0.23,17.272,17.517,0.223,24.543,MS,8.599,50.592,8.112,291.098
8303,12/12/2023 22:00,0.05889,0.03899,0.09788,0.514,0.00056,MS,MS,19.51,-5.729,99.805,1.157,28.479,0.00031,0.01492,0.03783,0.05275,0.345,0.00445,7.304,-4.071,56.387,6.384,275.993,0.278,16.48,16.772,0.222,24.207,MS,7.304,51.539,9.134,298.298
8304,12/12/2023 23:00,0.05742,0.04015,0.09756,0.46,0.00073,MS,MS,16.998,-6.426,99.798,1.23,191.429,0.00047,0.00466,0.02396,0.02864,0.233,0.01819,4.674,-3.309,47.483,9.811,280.597,0.114,11.753,11.88,0.188,28.364,MS,4.674,50.772,9.599,302.08
8305,13/12/2023 0:00,0.05598,0.03783,0.09382,0.437,0.0006,MS,MS,13.554,-6.431,99.719,0.706,161.625,0.00036,0.00865,0.03304,0.04168,0.32,0.00868,5.592,-4.544,52.762,5.062,265.376,0.135,13.273,13.422,0.183,26.781,MS,5.592,50.319,8.052,294.784
8306,13/12/2023 1:00,0.04832,0.03704,0.08536,0.392,0.00055,MS,MS,11.053,-6.699,99.71,1.151,155.564,0.00034,0.00403,0.02542,0.02945,0.208,0.01636,4.238,-4.199,49.373,7.271,268.635,0.122,12.623,12.757,0.182,27.98,MS,4.238,47.514,8.682,155.201
8307,13/12/2023 2:00,0.04684,0.03774,0.08457,0.356,0.0004,MS,MS,10.169,-7.023,99.724,0.897,198.996,Z,Z,Z,Z,Z,Z,3.511,-3.798,46.267,7.518,265.099,0.428,21.002,21.442,0.213,20.289,MS,3.511,48.432,6.096,321.121
8308,13/12/2023 3:00,0.04023,0.03589,0.07612,0.299,0.00023,MS,MS,9.079,-7.775,99.727,0.893,225.834,0.00021,0.00597,0.0301,0.03606,0.228,0.01256,3.489,-5.519,53.432,4.453,251.793,1.191,29.206,30.409,0.223,11.407,MS,3.489,55.937,4.117,309.703
8309,13/12/2023 4:00,Z,Z,Z,Z,Z,MS,MS,9.469,-7.532,99.7,0.615,28.805,0.00022,0.00403,0.02479,0.02882,0.201,0.01671,2.966,-4.841,48.077,6.32,273.306,Z,Z,Z,Z,Z,MS,2.966,54.976,3.406,253.326
8310,13/12/2023 5:00,0.05358,0.03799,0.09156,0.285,0.00053,MS,MS,10.494,-7.474,99.699,1.737,165.93,0.00025,0.00996,0.03699,0.04694,0.251,0.0054,3.475,-5.611,52.885,4.142,260.714,0.551,18.843,19.405,0.173,24.781,MS,3.475,37.721,5.547,272.548
8311,13/12/2023 6:00,0.05292,0.03938,0.0923,0.251,0.00081,MS,MS,10.402,-6.677,99.813,0.812,179.094,0.00025,0.00978,0.03695,0.04673,0.261,0.00601,3.92,-5.292,51.382,4.167,260.598,0.08,8.853,8.942,0.148,37.181,MS,3.92,26.886,10.127,293.524
8312,13/12/2023 7:00,0.03873,0.04033,0.07905,0.262,0.00095,MS,MS,9.415,-5.634,83.698,1.499,65.184,0.00032,0.01483,0.04042,0.05524,0.301,0.00399,4.504,-4.551,47.579,3.723,245.789,0.223,9.925,10.155,0.152,36.935,MS,4.504,23.994,11.928,301.077
8313,13/12/2023 8:00,0.04849,0.04227,0.09072,0.474,0.0029,MS,MS,10.319,-2.307,54.74,5.593,217.938,0.00052,0.02159,0.04347,0.06506,0.35,0.00408,5.827,-2.49,39.828,5.761,246.845,7.216,14.659,21.882,0.169,34.17,MS,5.827,22.55,10.203,296.524
8314,13/12/2023 9:00,0.06477,0.04631,0.1111,0.542,0.00138,MS,MS,11.757,-2.479,49.666,3.976,168.578,0.00053,0.03208,0.04592,0.078,0.441,0.00355,6.858,-1.25,35.631,5.21,243.394,19.273,20.94,40.218,0.242,30.059,MS,6.858,22.28,12.208,292.037
8315,13/12/2023 10:00,0.04977,0.04152,0.09128,0.513,0.00412,MS,MS,13.385,0.077,42.396,4.342,198.874,0.00044,0.01716,0.03267,0.04982,0.325,0.01507,5.467,1.328,28.633,7.925,250.201,15.665,18.167,33.838,0.215,32.889,MS,5.467,21.058,8.231,278.287
8316,13/12/2023 11:00,0.05917,0.04288,0.10205,0.52,0.00531,MS,MS,14.947,2.255,37.025,6.592,194.27,0.00054,0.02732,0.03541,0.06274,0.441,0.01421,7.261,3.283,25.557,6.331,245.817,9.703,10.913,20.617,0.16,41.299,MS,7.261,11.928,12.808,263.993
8317,13/12/2023 12:00,0.08606,0.05049,0.13655,0.656,0.00724,MS,MS,23.012,6.267,29.014,4.018,106.427,0.00068,0.05343,0.03935,0.09277,0.513,0.01188,12.455,6.272,24.06,2.441,187.083,12.877,12.889,25.771,0.22,39.816,MS,12.455,11.451,11.517,270.209
8318,13/12/2023 13:00,0.09799,0.0534,0.15139,0.644,0.00782,MS,MS,26.154,10.692,20.319,2.686,197.141,0.00074,0.03919,0.03491,0.0741,0.447,0.01822,11.305,8.223,21.553,2.815,184.111,12.408,14.868,27.33,0.185,37.243,MS,11.305,15.199,10.438,271.627
8319,13/12/2023 14:00,0.12349,0.06856,0.19206,0.723,0.0062,MS,MS,37.3,9.258,26.548,2.152,204.161,0.0011,0.11903,0.05914,0.17817,0.71,0.00593,21.667,8.414,29.512,2.403,123.45,9.622,12.902,22.541,0.201,36.04,MS,21.667,13.968,6.47,267.8
8320,13/12/2023 15:00,0.1434,0.07097,0.21437,0.839,0.00438,MS,MS,46.8,8.139,31.75,1.799,178.684,0.00132,0.14991,0.06284,0.21275,0.725,0.00349,23.674,7.279,33.926,0.027,52.013,10.236,22.429,32.635,0.422,24.878,MS,23.674,17.745,1.27,107.284
8321,13/12/2023 16:00,0.18676,0.07604,0.2628,1.082,0.00243,MS,MS,51.611,7.552,32.977,0.487,29.391,0.00164,0.20538,0.07,0.27538,1.069,0.00202,27.945,7.18,37.184,0.577,121.898,53.811,50.396,104.143,0.904,8.334,MS,27.945,23.724,1.137,159.57
8322,13/12/2023 17:00,0.22653,0.07587,0.30239,1.434,0.00094,MS,MS,67.851,4.923,41.983,1.978,9.17,0.00165,0.25622,0.07217,0.32838,1.195,0.00053,34.226,3.224,48.189,2.071,113.338,155.571,68.343,223.905,1.361,3.031,MS,34.226,39.459,1.368,325.575
8323,13/12/2023 18:00,0.24105,0.07085,0.3119,1.7,0.00072,MS,MS,70.976,2.272,54.017,2.031,5.387,0.00223,0.34138,0.08301,0.42439,1.925,0.00136,38.816,1.779,53.735,0.423,348.197,103.508,59.682,163.186,1.279,2.147,MS,38.816,48.098,1.603,299.11
8324,13/12/2023 19:00,0.25713,0.06695,0.32409,1.988,0.00085,MS,MS,67.773,0.37,62.373,0.559,196.528,0.00249,0.37713,0.0892,0.46627,1.993,0.00142,46.035,0.67,60.217,1.763,219.112,109.129,54.416,163.539,1.559,2.127,MS,46.035,53.466,1.548,286.933
8325,13/12/2023 20:00,0.2789,0.06644,0.34534,2.251,0.00091,MS,MS,73.891,-0.29,69.952,0.157,356.228,0.0009,0.1208,0.0554,0.17598,1.053,0.00094,24.343,1.313,55.022,2.633,243.889,90.724,49.405,140.12,1.271,1.767,MS,24.343,51.127,2.473,271.528
8326,13/12/2023 21:00,0.30384,0.0687,0.37254,2.397,0.00092,MS,MS,74.722,-0.598,77.906,0.257,106.328,0.00056,0.0663,0.04716,0.11346,0.743,0.00061,14.076,0.757,54.977,2.837,261.226,31.003,44.884,75.879,0.682,1.095,MS,14.076,46.487,2.11,309.699
8327,13/12/2023 22:00,0.32281,0.06973,0.39254,2.423,0.0011,MS,MS,70.039,-0.839,87.518,0.67,305.133,0.00054,0.05794,0.04731,0.10519,0.695,0.00059,14.007,1.126,51.757,2.622,274.648,13.64,40.628,54.258,0.462,3.487,MS,14.007,41.393,4.486,298.445
8328,13/12/2023 23:00,0.32941,0.07058,0.4,2.504,0.00089,MS,MS,65.339,-0.074,88.464,1.419,306.295,0.00036,0.03185,0.04395,0.0758,0.564,0.00053,10.855,1.033,51.857,2.056,211.707,5.247,32.955,38.192,0.365,9.551,MS,10.855,34.406,4.418,300.796
8329,14/12/2023 0:00,0.25926,0.06078,0.32005,1.947,0.00069,MS,MS,51.167,-0.209,82.99,1.352,194.954,0.00032,0.01235,0.03873,0.05107,0.394,0.00363,7.527,1.608,47.225,2.937,232.77,1.626,25.866,27.481,0.259,17.696,MS,7.527,29.589,4.885,299.346
8330,14/12/2023 1:00,0.18999,0.0531,0.24309,1.341,0.00069,MS,MS,33.685,-0.325,74.462,0.911,179.89,0.00031,0.00984,0.04059,0.05043,0.345,0.0022,6.125,1.51,49.043,2.44,234.999,0.944,15.079,16.01,0.192,28.502,MS,6.125,23.147,6.086,299.02
8331,14/12/2023 2:00,0.16172,0.04829,0.21001,1.15,0.0007,MS,MS,32.17,-0.415,82.978,1.014,147.797,Z,Z,Z,Z,Z,Z,4.73,2.279,43.155,4.722,228.153,0.731,10.445,11.162,0.143,34.565,MS,4.73,21.331,7.46,275.515
8332,14/12/2023 3:00,0.08538,0.03265,0.11803,0.647,0.00999,MS,MS,19.357,2.397,57.604,6.603,317.187,0.00069,0.00421,0.03245,0.03665,0.214,0.01257,3.277,3.073,37.299,5.269,250.336,0.102,6.58,6.668,0.132,37.866,MS,3.277,22.909,7.77,281.857
