8398,16/12/2017 21:00,0.0325,0.03779,0.07031,0.643,0.00125,MS,MS,15.414,N,MS,2.807,150.377,0.00035,0.00186,0.02803,0.02991,0.306,0.00572,6.891,-6.408,66.443,3.889,194.429,12.783,37.721,50.507,0.522,3.914,8.728,8.728,42.94,2.929,290.848
8399,16/12/2017 22:00,0.0372,0.03924,0.07644,0.616,0.00107,MS,MS,14.062,N,MS,2.898,173.063,0.00029,0.00059,0.02714,0.02776,0.265,0.00734,6.422,-6.566,61.792,1.484,193.443,23.571,40.979,64.554,0.572,2.178,12.19,12.19,46.085,2.198,309.251
8400,16/12/2017 23:00,0.03446,0.0369,0.07137,0.547,0.00108,MS,MS,10.9,N,MS,2.411,173.361,0.00039,0.00188,0.02868,0.03059,0.302,0.00407,7.716,-7.232,63.993,2.547,177.904,29.536,38.55,68.09,0.633,2.923,13.734,13.734,51.82,1.978,287.448
8401,17/12/2017 0:00,0.03504,0.03768,0.07273,0.512,0.00105,MS,MS,9.122,N,MS,2.234,163.089,0.00039,0.00549,0.0295,0.03502,0.311,0.00387,7.248,-6.87,62.606,2.731,233.533,5.327,33.527,38.858,0.258,5.749,3.592,3.592,51.025,2.687,283.069
8402,17/12/2017 1:00,0.02496,0.03616,0.06111,0.493,0.00102,MS,MS,8.002,N,MS,1.203,115.988,0.00045,0.01062,0.03236,0.043,0.313,0.00282,7.907,-6.81,61.133,2.434,217.674,9.214,34.032,43.251,0.276,4.273,3.439,3.439,51.854,3.11,294.148
8403,17/12/2017 2:00,0.01462,0.03594,0.05056,0.419,0.001,MS,MS,6.355,N,MS,2.309,148.385,Z,Z,Z,Z,Z,Z,6.562,-6.749,60.101,3.06,249.587,9.987,34.884,44.875,0.267,4.302,5.435,5.435,53.394,4.544,308.137
8404,17/12/2017 3:00,0.02538,0.03754,0.0629,0.41,0.0008,MS,MS,6.146,N,MS,1.816,120.301,0.0004,0.00126,0.02238,0.02366,0.246,0.01131,5.009,-6.228,56.697,4.961,246.982,2.82,24.166,26.99,0.207,14.506,2.479,2.479,49.87,4.265,304.543
8405,17/12/2017 4:00,0.01261,0.03329,0.0459,0.322,0.00248,MS,MS,3.468,N,MS,3.396,153.98,0.00028,0.00262,0.02631,0.02895,0.216,0.00832,3.511,-6.213,57.679,3.256,207.21,2.148,21.908,24.059,0.177,15.243,1.692,1.692,52.219,4.086,301.734
8406,17/12/2017 5:00,0.00271,0.03137,0.03408,0.253,0.00434,MS,MS,3.307,N,MS,2.598,157.612,0.00024,0.00084,0.01996,0.02082,0.195,0.01274,2.793,-5.423,59.465,3.523,258.123,1.069,10.699,11.772,0.134,29.72,0.118,0.118,47.267,10.085,301.685
8407,17/12/2017 6:00,0.0024,0.02355,0.02595,0.219,0.01348,MS,MS,2.46,N,MS,4.603,288.543,0.00037,0.00377,0.02352,0.02731,0.184,0.01172,2.267,-3.597,56.972,4.665,228.434,0.576,5.945,6.525,0.119,33.094,-0.044,-0.044,39.391,14.301,299.746
8408,17/12/2017 7:00,0.00022,0.00697,0.00719,0.163,0.03148,MS,MS,0.929,N,MS,19.647,287.926,0.00038,0.00555,0.02019,0.02576,0.178,0.01718,1.793,0.375,50.268,9.178,266.631,0.581,5.43,6.015,0.115,32.934,-0.301,-0.301,36.859,11.535,303.942
8409,17/12/2017 8:00,0.00049,0.00591,0.00642,0.166,0.03247,MS,MS,1.471,N,MS,22.048,283.297,0.00044,0.00113,0.01052,0.01167,0.154,0.02584,1.075,3.686,41.838,10.607,264.861,0.938,7.978,8.921,0.131,30.403,0.035,0.035,35.976,12.698,291.682
8410,17/12/2017 9:00,0.00181,0.00757,0.00938,0.168,0.03087,MS,MS,1.419,N,MS,19.604,282.302,0.00048,0.00061,0.01316,0.01379,0.17,0.02263,1.221,3.098,43.77,10.181,265.62,0.649,4.899,5.553,0.116,33.181,1.137,1.137,35.556,17.495,296.497
8411,17/12/2017 10:00,0.00023,0.00492,0.00515,0.172,0.03394,MS,MS,1.313,N,MS,19.846,288.162,0.00023,0.00024,0.00246,0.00272,0.139,0.03548,2.114,6.122,34.454,20.542,284.484,0.749,3.928,4.682,0.107,34.905,5.587,5.587,34.197,19.743,289.16
8412,17/12/2017 11:00,0.0003,0.00439,0.00469,0.175,0.03523,MS,MS,1.068,N,MS,19.936,297.973,0.00029,0.00041,0.00351,0.00394,0.145,0.03568,2.311,6.479,33.815,16.36,295.548,0.863,4.085,4.954,0.122,35.021,0.626,0.626,35.713,17.577,291.107
8413,17/12/2017 12:00,0.00073,0.00797,0.00869,0.207,0.03119,MS,MS,1.409,N,MS,7.389,312.99,0.00058,0.00248,0.01532,0.01782,0.265,0.02446,3.725,5.816,36.134,3.033,330.489,1.192,6.404,7.602,0.142,32.592,0.273,0.273,37.088,11.625,289.568
8414,17/12/2017 13:00,0.00194,0.01358,0.01552,0.252,0.02662,MS,MS,2.278,N,MS,5.615,298.818,0.00048,0.00196,0.01104,0.01302,0.198,0.02873,3.639,6.28,35.003,6.058,278.914,1.021,4.57,5.597,0.127,34.796,1.529,1.529,34.418,14.576,298.112
8415,17/12/2017 14:00,0.00141,0.00921,0.01062,0.207,0.03073,MS,MS,1.768,N,MS,11.353,265.512,0.00051,0.00338,0.01531,0.01872,0.25,0.02383,4.618,6.053,37.481,7.272,259.442,0.748,3.331,4.085,0.115,36.477,3.76,3.76,31.371,18.501,284.52
8416,17/12/2017 15:00,0.00051,0.00526,0.00578,0.167,0.03585,MS,MS,2.134,N,MS,18.548,284.991,0.00007,0.00039,0.00468,0.00508,0.152,0.03559,3.187,7.188,28.511,8.178,285.505,0.433,2.105,2.544,0.108,38.701,44.657,44.657,28.994,24.328,277.041
8417,17/12/2017 16:00,0.00045,0.00423,0.00467,0.151,0.03749,MS,MS,3.854,N,MS,23.128,283.378,0.00001,0.00029,0.00279,0.00309,0.14,0.03807,3.596,7.537,26.298,22.199,279.663,0.721,4.811,5.538,0.132,36.148,16.695,16.695,28.787,15.393,285.769
8418,17/12/2017 17:00,0.00016,0.00569,0.00585,0.155,0.03622,MS,MS,1.567,N,MS,16.48,291.446,0.00009,0.00047,0.00512,0.00561,0.147,0.03569,3.385,6.948,27.415,12.362,305.255,0.59,4.014,4.61,0.119,37.581,1.585,1.585,29.922,15.888,287.13
8419,17/12/2017 18:00,0.00044,0.01594,0.01636,0.17,0.02667,MS,MS,2.291,N,MS,7.906,285,0.00016,0.00016,0.00975,0.00992,0.177,0.03024,5.518,5.572,30.885,4.612,310.57,0.531,5.469,6.007,0.122,35.988,1.278,1.278,32.644,13.832,281.96
8420,17/12/2017 19:00,0.0015,0.02217,0.02368,0.237,0.02004,MS,MS,3.57,N,MS,7.863,338.761,0.00024,0.00129,0.02708,0.02838,0.277,0.01252,10.606,3.519,38.597,3.969,200.448,0.948,10.224,11.18,0.142,30.996,1.214,1.214,36.632,9.22,286.242
8421,17/12/2017 20:00,0.00072,0.02508,0.02579,0.275,0.01481,MS,MS,5.243,N,MS,1.348,154.559,0.00045,0.00428,0.02805,0.03235,0.237,0.01231,6.862,2.636,41.827,4.582,219.43,1.319,15.713,17.039,0.176,25.539,1.889,1.889,38.507,7.697,295.926
8422,17/12/2017 21:00,0.00199,0.03334,0.03533,0.327,0.00643,MS,MS,7.211,N,MS,3.053,196.501,0.00038,0.00253,0.02969,0.03224,0.241,0.00869,6.721,1.241,47.362,2.245,195.74,0.885,12.322,13.215,0.156,27.795,1.803,1.803,40.608,8.965,295.656
8423,17/12/2017 22:00,0.01381,0.03975,0.05355,0.418,0.00115,MS,MS,10.231,N,MS,3.113,182.254,0.00026,0.00611,0.02524,0.03137,0.258,0.01105,6.911,0.296,51.769,3.001,216.545,1.491,13.231,14.729,0.144,25.609,1.455,1.455,45.198,9.422,287.778
8424,17/12/2017 23:00,0.00406,0.03095,0.035,0.345,0.00661,MS,MS,7.055,N,MS,4.759,201.168,0.00037,0.01766,0.03533,0.053,0.262,0.0051,5.657,0.842,49.972,4.341,244.822,1.06,10.581,11.649,0.135,26.599,0.639,0.639,48.851,8.545,291.228
8425,18/12/2017 0:00,0.00044,0.01808,0.01852,0.262,0.01678,MS,MS,3.021,N,MS,5.018,47.874,0.00057,0.00094,0.02305,0.02401,0.23,0.01309,5.26,1.227,50.284,3.13,343.99,0.613,7.906,8.526,0.123,27.986,0.108,0.108,49.485,5.034,1.321
8426,18/12/2017 1:00,0.0001,0.00479,0.00489,0.177,0.02972,MS,MS,1.252,N,MS,13.701,62.162,0.00026,0.00113,0.01526,0.0164,0.176,0.01865,3.111,1.539,49.644,9.244,27.199,0.525,6.482,7.015,0.127,29.481,0.058,0.058,49.546,3.144,28.171
8427,18/12/2017 2:00,0.00015,0.01011,0.01026,0.173,0.02312,MS,MS,1.496,N,MS,9.558,7.947,Z,Z,Z,Z,Z,Z,2.664,1.326,50.596,8.676,25.856,0.305,6.351,6.665,0.112,28.903,0.076,0.076,50.27,4.436,339.175
8428,18/12/2017 3:00,0.00011,0.00764,0.00775,0.18,0.02869,MS,MS,1.365,N,MS,11.074,19.451,0.00013,0.00045,0.00874,0.00922,0.145,0.02525,2.528,0.946,48.717,11.816,13.138,0.33,4.543,4.886,0.122,34.57,0.088,0.088,44.428,7,5.89
8429,18/12/2017 4:00,0.00013,0.00413,0.00425,0.149,0.03589,MS,MS,1.458,N,MS,14.642,19.936,0.00006,0.00035,0.00561,0.00598,0.145,0.03271,2.359,-0.398,56.971,15.055,14.306,0.563,3.439,4.014,0.115,36.179,0.083,0.083,58.834,8.548,0.351
8430,18/12/2017 5:00,0.00023,0.00717,0.00741,0.169,0.03357,MS,MS,1.349,N,MS,11.869,357.163,0.00007,0.00057,0.00794,0.00853,0.153,0.03191,2.335,-1.483,74.832,12.395,358.949,0.185,3.16,3.353,0.116,36.64,0.586,0.586,81.476,6.247,339.697
8431,18/12/2017 6:00,0.0002,0.00871,0.0089,0.199,0.03043,MS,MS,1.572,N,MS,12.282,352.297,0.00016,0.00075,0.01254,0.01329,0.176,0.02705,3.825,-2.1,90.636,9.852,343.248,0.234,3.905,4.143,0.117,35.923,0.032,0.032,87.571,5.288,332.203
8432,18/12/2017 7:00,0.0003,0.01213,0.01243,0.236,0.02822,MS,MS,1.352,N,MS,8.794,348.51,0.00038,0.00116,0.01592,0.01709,0.215,0.02481,5.015,-2.428,96.003,9.343,336.059,0.493,8.837,9.334,0.14,32.601,-0.087,-0.087,88.868,5.101,311.698
8433,18/12/2017 8:00,0.00049,0.01348,0.01397,0.25,0.0273,MS,MS,1.428,N,MS,9.368,333.323,0.00019,0.00293,0.02444,0.02739,0.236,0.0181,3.125,-2.237,93.678,8.222,327.345,1.004,10.472,11.476,0.158,31.053,0.122,0.122,88.511,8.573,315.81
8434,18/12/2017 9:00,0.00051,0.00921,0.00972,0.226,0.03218,MS,MS,1.376,N,MS,13.366,328.25,0.00026,0.00152,0.01477,0.01631,0.202,0.02758,2.711,-2.22,87.4,11.701,327.874,0.829,7.76,8.601,0.146,34.13,0.086,0.086,80.351,10.753,322.059
8435,18/12/2017 10:00,0.00087,0.01005,0.01091,0.214,0.03173,MS,MS,1.45,N,MS,12.18,312.977,0.00024,0.00268,0.01486,0.01755,0.198,0.02756,3.474,-2.153,77.022,11.396,315.326,3.069,12.237,15.315,0.156,30.632,0.477,0.477,78.576,9.546,296.507
8436,18/12/2017 11:00,0.00365,0.01592,0.01956,0.226,0.02657,MS,MS,1.737,N,MS,10.602,283.917,0.00021,0.00355,0.01217,0.01573,0.207,0.02886,3.44,-2.165,76.921,12.264,275.529,3.183,10.916,14.106,0.156,31.216,0.329,0.329,71.828,10.547,297.262
8437,18/12/2017 12:00,0.00403,0.01323,0.01726,0.21,0.0287,MS,MS,1.651,N,MS,10.149,287.869,0.00049,0.00329,0.00947,0.01277,0.19,0.03137,3.202,-1.313,69.714,10.823,284.149,3.725,9.563,13.296,0.147,32.534,0.645,0.645,65.423,10.658,293.453
8438,18/12/2017 13:00,0.00349,0.01182,0.01531,0.198,0.02994,MS,MS,1.832,N,MS,9.177,289.255,0.00072,0.00285,0.00937,0.01223,0.193,0.03129,3.24,-0.951,64.255,11.401,279.188,4.741,10.307,15.055,0.142,32.462,0.553,0.553,58.926,11.083,283.567
8439,18/12/2017 14:00,0.00374,0.01189,0.01563,0.197,0.0301,MS,MS,2.86,N,MS,6.625,300.071,0.00087,0.00202,0.00749,0.00952,0.181,0.03339,3.296,-0.277,59.225,10.574,267.315,3.899,9.634,13.539,0.152,33.144,0.333,0.333,54.781,9.421,289.519
8440,18/12/2017 15:00,0.005,0.01431,0.01935,0.227,0.02797,MS,MS,2.297,N,MS,5.558,275.813,0.00104,0.00224,0.00855,0.01081,0.194,0.0329,3.962,1.044,51.041,7.755,264.477,7.367,14.057,21.431,0.152,29.674,0.892,0.892,52.765,9.078,282.67
8441,18/12/2017 16:00,0.00383,0.01261,0.01646,0.239,0.02826,MS,MS,1.821,N,MS,4.406,249.396,0.00093,0.00159,0.01038,0.01198,0.207,0.03099,3.941,1.352,45.051,5.321,257.015,5.474,16.803,22.283,0.173,26.422,1.366,1.366,51.432,5.917,282.774
8442,18/12/2017 17:00,0.00356,0.02962,0.03318,0.297,0.01356,MS,MS,2.61,N,MS,4.239,224.21,0.00063,0.00253,0.02522,0.02777,0.296,0.01638,3.201,-0.312,52.389,6.201,221.708,5.092,30.831,35.929,0.268,13.482,3.903,3.903,58.404,2.69,285.462
8443,18/12/2017 18:00,0.01734,0.04017,0.0575,0.525,0.00407,MS,MS,6.194,N,MS,2.684,168.096,0.00044,0.00082,0.02424,0.02508,0.287,0.01617,2.63,-1.789,57.106,5.884,207.64,15.824,36.148,51.978,0.546,7.337,3.781,3.781,65.295,0.388,35.364
8444,18/12/2017 19:00,0.02463,0.04404,0.06866,0.526,0.00059,MS,MS,5.622,N,MS,1.94,184.753,0.00027,0.00101,0.01985,0.02087,0.244,0.0189,2.85,-3.169,64.932,6.699,218.365,41.738,41.97,83.713,0.857,1.526,6.605,6.605,71.892,1.475,225.052
8445,18/12/2017 20:00,0.04025,0.04303,0.08328,0.618,0.00084,MS,MS,7.367,N,MS,1.947,172.508,0.0003,0.00524,0.02856,0.03381,0.239,0.0118,3.421,-3.618,68.094,8.434,224.722,38.082,40.185,78.273,0.541,1.296,7.17,7.17,77.204,4.453,297.164
8446,18/12/2017 21:00,0.02035,0.0413,0.06163,0.517,0.00166,MS,MS,6.967,N,MS,2.503,235.425,0.00041,0.00277,0.02983,0.03261,0.362,0.0087,5.381,-4.614,71.721,5.62,245.371,11.718,29.567,41.291,0.293,7.407,3.154,3.154,79.408,5.333,307.851
8447,18/12/2017 22:00,0.03367,0.04274,0.07638,0.523,0.00055,MS,MS,6.227,N,MS,1.565,238.566,0.00037,0.00373,0.02724,0.03098,0.301,0.00902,5.911,-5.855,77.416,6.92,259.295,2.839,22.147,24.991,0.242,11.602,2.609,2.609,80.596,7.545,309.761
8448,18/12/2017 23:00,0.02723,0.03859,0.06581,0.478,0.00056,MS,MS,8.851,N,MS,3.434,333.791,0.0003,0.00795,0.02853,0.03649,0.31,0.00592,5.834,-7.079,77.925,6.372,273.931,1.522,14.812,16.339,0.164,17.455,1.254,1.254,75.007,9.079,319.791
8449,19/12/2017 0:00,0.02099,0.03632,0.05732,0.409,0.00047,MS,MS,4.695,N,MS,3.156,312.588,0.00032,0.0037,0.02329,0.027,0.269,0.01001,5.081,-7.08,73.372,6.968,276.707,1.124,12.529,13.657,0.146,18.763,0.735,0.735,71.627,9.091,318.492
8450,19/12/2017 1:00,0.05156,0.03807,0.08966,0.42,0.00046,MS,MS,4.495,N,MS,2.73,288.826,0.00027,0.00123,0.01498,0.01622,0.192,0.01833,4.499,-6.656,66.559,5.441,299.656,1.057,10.929,11.99,0.137,20.353,0.635,0.635,69.471,8.731,318.452
8451,19/12/2017 2:00,0.06491,0.03984,0.10478,0.379,0.00054,MS,MS,3.85,N,MS,2.491,288.047,Z,Z,Z,Z,Z,Z,4.977,-7.837,70.736,4.384,295.121,0.948,10.538,11.491,0.142,20.761,0.566,0.566,68.941,7.857,315.937
8452,19/12/2017 3:00,0.01439,0.03292,0.04732,0.26,0.00147,MS,MS,2.083,N,MS,1.872,327.985,0.00017,0.00257,0.02274,0.02532,0.196,0.00785,5.157,-8.167,71.575,3.136,294.933,1.06,13.415,14.48,0.137,18.999,0.439,0.439,66.889,8.029,317.088
8453,19/12/2017 4:00,0.00712,0.03165,0.03878,0.23,0.00107,MS,MS,2.135,N,MS,1.712,348.229,0.00029,0.00323,0.02346,0.02669,0.193,0.00823,4.696,-8.207,71.028,4.562,270.969,0.883,11.275,12.162,0.133,21.399,0.277,0.277,66.108,8.301,320.387
8454,19/12/2017 5:00,0.01527,0.03395,0.04922,0.337,0.00103,MS,MS,2.145,N,MS,7.055,343.395,0.00042,0.00857,0.02843,0.037,0.228,0.0037,4.478,-8.15,72.562,6.244,276.023,1.12,13.939,15.063,0.153,17.466,0.534,0.534,66.898,6.731,309.216
8455,19/12/2017 6:00,0.01675,0.03431,0.05106,0.362,0.00201,MS,MS,1.563,N,MS,8.862,338.57,0.00068,0.03252,0.0358,0.06833,0.296,-0.00017,5.24,-7.453,71.943,3.476,303.052,2.704,20.812,23.521,0.172,12.478,1.816,1.816,65.901,4.226,325.391
8456,19/12/2017 7:00,0.00345,0.02372,0.02717,0.251,0.01223,MS,MS,1.143,N,MS,9.841,350.34,0.00077,0.02386,0.03611,0.05998,0.297,0.00339,6.94,-6.162,61.693,6.174,331.913,1.192,11.174,12.371,0.16,26.007,0.874,0.874,59.725,6.556,339.374
8457,19/12/2017 8:00,0.00146,0.02146,0.02292,0.266,0.01516,MS,MS,1.35,N,MS,9.305,349.673,0.00064,0.01516,0.03819,0.05339,0.303,0.00316,6.113,-5.772,62.692,7.172,347.24,6.465,23.944,30.413,0.232,16.232,3.064,3.064,65.105,4.013,321.411
8458,19/12/2017 9:00,0.00543,0.0318,0.03723,0.334,0.00724,MS,MS,2.119,N,MS,7.686,347.807,0.00074,0.01521,0.03727,0.05246,0.317,0.0042,6.358,-5.761,66.815,7.183,346.907,3.79,19.345,23.14,0.243,20.276,2.816,2.816,67.964,4.324,327.373
8459,19/12/2017 10:00,0.00584,0.02688,0.03271,0.314,0.01143,MS,MS,2.27,N,MS,8.931,348.416,0.00078,0.00764,0.02842,0.03607,0.273,0.01008,7.872,-5.9,70.313,7.908,339.845,1.456,11.301,12.762,0.21,27.046,1.236,1.236,70.314,5.053,343.794
8460,19/12/2017 11:00,0.00266,0.01766,0.02032,0.251,0.01961,MS,MS,1.625,N,MS,8.685,357.914,0.00093,0.01305,0.03177,0.04481,0.298,0.00821,9.544,-5.68,72.465,5.778,352.682,1.351,9.842,11.198,0.197,28.774,1.088,1.088,76.567,4.037,345.545
8461,19/12/2017 12:00,0.00411,0.01925,0.02337,0.285,0.01814,MS,MS,3.201,N,MS,6.674,54.525,0.00074,0.00725,0.02334,0.0306,0.258,0.01451,6.549,-5.621,84.562,5.85,46.965,2.014,10.74,12.763,0.197,27.468,2.061,2.061,83.682,3.914,64.657
8462,19/12/2017 13:00,0.00198,0.00964,0.01162,0.245,0.02457,MS,MS,4.341,N,MS,11.777,81.233,0.00062,0.00531,0.01594,0.02126,0.234,0.01866,6.493,-5.978,91.794,7.894,74.297,3.002,13.795,16.8,0.227,23.096,4.759,4.759,86.405,4.316,97.063
8463,19/12/2017 14:00,0.0019,0.00972,0.01162,0.247,0.02329,MS,MS,3.107,N,MS,9.399,92.082,0.00069,0.00612,0.01548,0.02161,0.216,0.01708,8.46,-6.464,92.569,8.294,83.59,1.722,9.156,10.882,0.207,25.599,6.236,6.236,88.127,6.513,107.89
8464,19/12/2017 15:00,0.00203,0.01052,0.01255,0.243,0.02131,MS,MS,3.713,N,MS,8.013,98.954,0.00093,0.00436,0.01489,0.01926,0.213,0.01677,9.987,-6.61,94.409,6.592,102.971,2.339,11.447,13.793,0.213,23.591,7.434,7.434,89.397,6.746,108.634
8465,19/12/2017 16:00,0.00164,0.0122,0.01384,0.256,0.01833,MS,MS,4.936,N,MS,7.229,84.778,0.00081,0.0075,0.02074,0.02824,0.23,0.01086,8.901,-6.539,94.965,5.944,73.631,1.908,13.943,15.856,0.238,19.441,9.338,9.338,89.624,4.486,95
8466,19/12/2017 17:00,0.00086,0.01199,0.01285,0.246,0.01697,MS,MS,4.7,N,MS,10.882,74.859,0.00075,0.00846,0.02139,0.02985,0.326,0.00755,10.728,-6.878,95.521,8.214,52.969,1.698,16.732,18.436,0.273,15.544,10.631,10.631,90.363,4.49,87.142
8467,19/12/2017 18:00,0.00049,0.01047,0.01096,0.233,0.01863,MS,MS,3.487,N,MS,11.499,73.728,0.00055,0.00715,0.01998,0.02713,0.217,0.00901,9.924,-7.144,96.18,8.52,61.076,1.05,14.567,15.625,0.229,17.291,8.23,8.23,90.687,5.556,85.942
8468,19/12/2017 19:00,0.00024,0.0077,0.00793,0.207,0.02605,MS,MS,1.68,N,MS,12.485,76.787,0.00038,0.00265,0.01496,0.01761,0.188,0.02026,5.651,-7.578,95.833,9.484,65.249,0.731,11.191,11.938,0.195,22.786,3.539,3.539,90.823,6.205,89.567
8469,19/12/2017 20:00,0.00019,0.00697,0.00716,0.197,0.02692,MS,MS,1.648,N,MS,11.853,78.357,0.0004,0.00189,0.01071,0.0126,0.17,0.02441,5.212,-7.893,95.026,11.387,74.729,0.607,10.216,10.829,0.186,24.795,2.446,2.446,90.861,5.083,90.059
8470,19/12/2017 21:00,0.00018,0.00598,0.00616,0.195,0.02719,MS,MS,1.353,N,MS,11.672,88.74,0.00044,0.00145,0.00959,0.01103,0.161,0.02436,5.319,-8.27,94.759,10.886,76.321,1.052,11.432,12.486,0.201,22.999,2.616,2.616,91.014,4.748,91.33
8471,19/12/2017 22:00,0.00014,0.00496,0.00511,0.194,0.02833,MS,MS,1.008,N,MS,11.376,91.342,0.00035,0.00111,0.00813,0.00924,0.157,0.02576,4.902,-8.697,94.915,13.227,90.839,0.97,10.727,11.71,0.178,23.005,2.435,2.435,91.086,5.532,80.823
8472,19/12/2017 23:00,0.0001,0.00425,0.00435,0.172,0.03129,MS,MS,0.54,N,MS,10.277,90.997,0.00034,0.00207,0.01329,0.01536,0.157,0.02301,4.53,-9.293,94.606,9.386,70.379,0.308,7.699,8.017,0.176,26.732,1.135,1.135,90.92,4.067,96.125
8473,20/12/2017 0:00,0.00011,0.00533,0.00543,0.176,0.02945,MS,MS,0.606,N,MS,9.96,58.785,0.00025,0.00126,0.01079,0.01205,0.16,0.02512,4.161,-9.489,94.524,8.154,48.393,0.975,10.02,10.995,0.17,25.613,0.834,0.834,90.182,5.106,73.606
8474,20/12/2017 1:00,0.00016,0.00743,0.00759,0.173,0.02851,MS,MS,0.482,N,MS,12.242,51.294,0.00127,0.00071,0.00954,0.01025,0.16,0.02623,3.692,-9.792,93.855,9.924,31.464,0.87,9.279,10.155,0.151,27.257,0.004,0.004,89.345,5.609,71.729
8475,20/12/2017 2:00,0.00012,0.00706,0.00718,0.166,0.02994,MS,MS,0.147,N,MS,8.767,43.031,Z,Z,Z,Z,Z,Z,3.903,-10.304,93.208,10.844,17.011,1.098,9.057,10.165,0.147,28.852,-0.398,-0.398,88.828,4.117,52.965
8476,20/12/2017 3:00,0.00017,0.0082,0.00836,0.155,0.02983,MS,MS,0.146,N,MS,8.678,22.341,0.0012,0.00077,0.01053,0.0113,0.173,0.02772,3.612,-10.527,93.2,10.733,11.871,0.985,8.065,9.058,0.15,29.915,-0.596,-0.596,88.589,3.257,32.873
8477,20/12/2017 4:00,0.0001,0.0101,0.0102,0.164,0.02793,MS,MS,0.252,N,MS,9.315,4.435,0.00149,0.00137,0.01592,0.01729,0.178,0.02353,3.527,-10.466,93.059,8.829,13.403,0.723,8.504,9.236,0.157,28.62,-0.394,-0.394,88.149,4.897,348.849
8478,20/12/2017 5:00,0.00053,0.01455,0.01509,0.18,0.02419,MS,MS,0.366,N,MS,10.792,348.648,0.00112,0.00218,0.02269,0.02488,0.216,0.0173,3.746,-10.141,92.962,8.223,349.935,0.641,6.803,7.452,0.148,31.017,-0.57,-0.57,86.417,6.789,341.698
8479,20/12/2017 6:00,0.00035,0.01429,0.01464,0.187,0.02486,MS,MS,0.42,N,MS,10.441,2.527,0.00046,0.00213,0.01924,0.02137,0.203,0.01956,3.194,-10.282,90.987,11.487,352.326,0.764,8.003,8.774,0.15,30.637,-0.642,-0.642,86.491,7.562,341.122
8480,20/12/2017 7:00,0.0007,0.01813,0.01882,0.211,0.02178,MS,MS,0.58,N,MS,10.018,5.778,0.00057,0.00766,0.02934,0.03698,0.282,0.01279,3.562,-10.495,90.904,10.464,359.155,1.027,9.623,10.657,0.148,29.302,-0.551,-0.551,86.286,7.707,345.258
8481,20/12/2017 8:00,0.0014,0.02264,0.02403,0.255,0.01726,MS,MS,0.633,N,MS,10.966,351.008,0.00064,0.01288,0.03655,0.04942,0.272,0.00643,3.972,-10.348,89.941,8.144,351.885,1.124,13.447,14.578,0.204,24.718,-0.045,-0.045,84.845,6.729,336.407
8482,20/12/2017 9:00,0.00185,0.01987,0.02172,0.236,0.01857,MS,MS,0.592,N,MS,11.31,345.694,0.0008,0.01054,0.03462,0.04518,0.282,0.00715,6.045,-10.055,88.459,10.443,338.128,1.408,11.584,12.999,0.205,25.776,0.074,0.074,84.332,7.681,335.587
8483,20/12/2017 10:00,0.00224,0.01442,0.01666,0.223,0.02345,MS,MS,0.537,N,MS,8.198,357.369,0.00098,0.01112,0.02812,0.03926,0.236,0.01257,7.268,-9.818,86.274,8.132,350.951,2.551,11.959,14.516,0.206,26.635,0.477,0.477,83.421,5.175,319.465
8484,20/12/2017 11:00,0.00575,0.01371,0.01946,0.234,0.02407,MS,MS,0.847,N,MS,5.337,359.172,0.00113,0.01495,0.02477,0.03972,0.241,0.01608,8.412,-9.507,85.187,6.156,339.616,3.472,10.926,14.404,0.193,27.779,0.949,0.949,82.243,4.307,293.627
8485,20/12/2017 12:00,0.00834,0.01225,0.02058,0.251,0.02535,MS,MS,1.095,N,MS,7.325,356.092,0.00145,0.04007,0.03076,0.07083,0.321,0.01347,7.521,-7.831,78.425,2.757,11.655,7.204,11.697,18.906,0.214,28.638,1.027,1.027,79.665,5.513,290.881
8486,20/12/2017 13:00,0.00568,0.00785,0.01352,0.228,0.02922,MS,MS,1.649,N,MS,6.332,10.947,0.00119,0.04267,0.03092,0.07359,0.307,0.01204,6.504,-8.556,78.997,5.486,149.52,5.865,8.225,14.095,0.192,30.015,1.335,1.335,76.79,5.503,260.172
8487,20/12/2017 14:00,0.00665,0.00921,0.01587,0.24,0.02818,MS,MS,2.149,N,MS,3.406,43.373,0.0011,0.02702,0.02322,0.05024,0.281,0.01588,6.127,-9.247,81.52,7.189,132.122,4.238,6.995,11.238,0.193,31.072,1.535,1.535,71.677,2.712,207.544
8488,20/12/2017 15:00,0.02831,0.02761,0.05591,0.332,0.01416,MS,MS,6.121,N,MS,6.785,157.987,0.00089,0.0126,0.01802,0.03062,0.243,0.01955,5.22,-9.887,81.647,8.35,145.883,5.98,12.491,18.476,0.23,27.001,2.278,2.278,70.553,4.185,165.571
8489,20/12/2017 16:00,0.02046,0.03213,0.05261,0.329,0.01115,MS,MS,7.462,N,MS,6.483,166.928,0.0008,0.01484,0.02684,0.04169,0.278,0.01293,6.192,-10.772,85.185,7.796,146.251,18.185,30.471,48.661,0.375,12.441,6.568,6.568,79.803,7.068,155.408
8490,20/12/2017 17:00,0.02208,0.04057,0.06264,0.44,0.00344,MS,MS,4.094,N,MS,6.988,180.201,0.00068,0.02323,0.03819,0.06143,0.423,0.00306,9.071,-12.618,91.839,7.08,163.612,5.711,26.871,32.585,0.3,12.867,2.548,2.548,82.886,6.243,176.686
