89,04/01/2020 16:00,0.00369,0.01124,0.01494,0.2,0.0344,MS,MS,2.116,0.592,78.073,13.656,292.542,0.00028,0.00151,0.00868,0.01019,0.196,0.03611,1.635,1.018,80.472,7.806,306.458,0.619,4.601,5.206,0.175,39.182,MS,1.378,77.004,9.403,282.474
90,04/01/2020 17:00,0.00124,0.01361,0.01486,0.216,0.03243,MS,MS,1.615,0.237,76.682,11.028,275.304,0.00028,0.00058,0.00612,0.0067,0.176,0.03844,0.968,0.706,75.338,11.468,285.715,0.343,6.615,6.944,0.184,36.581,MS,2.116,81.316,7.739,280.419
91,04/01/2020 18:00,0.00103,0.01234,0.01339,0.17,0.03472,MS,MS,1.47,0.28,46.806,15.722,267.443,0.00022,0.00012,0.00257,0.0027,0.142,0.04224,0.577,0.78,48.508,22.57,271.262,0.16,3.885,4.03,0.161,40.502,MS,0.861,50.944,11.986,274.361
92,04/01/2020 19:00,0.00488,0.02058,0.02543,0.155,0.02769,MS,MS,6.463,-0.379,43.499,17.053,267.787,0.00014,0.00013,0.00253,0.00265,0.139,0.04197,0.52,0.058,46.483,21.596,272.155,0.145,4.525,4.655,0.156,39.438,MS,1.015,48.5,12.947,280.248
93,04/01/2020 20:00,0.00787,0.02197,0.02986,0.139,0.02607,MS,MS,2.554,-0.179,37.531,20.113,267.629,0.0001,0.00014,0.00264,0.00278,0.135,0.04148,0.722,0.003,41.082,21.153,275.925,0.117,4.004,4.106,0.147,39.775,MS,0.409,44.228,11.354,283.391
94,04/01/2020 21:00,0.00212,0.01767,0.01979,0.127,0.0295,MS,MS,2.222,-0.5,35.435,15.383,257.071,0.00023,0.00014,0.0085,0.00864,0.166,0.03562,2.34,-1.626,46.252,7.173,262.812,0.099,4.696,4.78,0.146,38.836,MS,0.547,36.821,9.226,279.916
95,04/01/2020 22:00,0.00342,0.02625,0.02966,0.139,0.02177,MS,MS,3.227,-1.46,37.365,10.538,240.372,0.00017,0.00015,0.01064,0.01079,0.171,0.03314,2.407,-2.153,44.422,5.805,251.642,0.147,4.813,4.944,0.144,38.327,MS,0.872,35.445,7.618,263.085
96,04/01/2020 23:00,0.00436,0.02499,0.02938,0.136,0.02283,MS,MS,2.55,-1.137,34.068,11.095,239.404,0.00015,0.0001,0.00595,0.00605,0.147,0.03726,1.532,-0.978,35.42,9.079,247.716,0.07,2.224,2.279,0.119,40.983,MS,-0.209,32.124,11.657,269.822
97,05/01/2020 0:00,0.00175,0.01422,0.01597,0.12,0.03149,MS,MS,1.718,0.23,30.692,15.386,240.169,0.00013,0.00015,0.00481,0.00496,0.138,0.0383,1.161,-0.211,35.21,13.816,247.977,0.204,6.153,6.342,0.125,37.312,MS,-0.295,31.969,9.775,237.651
98,05/01/2020 1:00,0.00032,0.01553,0.01584,0.162,0.02829,MS,MS,2.987,-1.607,37.173,7.919,176.686,0.00024,0.00009,0.00471,0.0048,0.135,0.03781,1.013,-1.898,42.678,10.312,204.265,0.041,9.762,9.788,0.153,32.946,MS,0.729,36.283,4.452,179.214
99,05/01/2020 2:00,0.00069,0.01991,0.02061,0.173,0.02332,MS,MS,2.797,-3.549,46.831,5.697,162.823,Z,Z,Z,Z,Z,Z,0.989,-3.135,47.792,9.972,205.971,0.03,7.662,7.674,0.134,35.139,MS,0.045,35.938,2.705,168.695
100,05/01/2020 3:00,0.00071,0.01873,0.01943,0.193,0.02262,MS,MS,2.757,-5.222,54.449,3.265,156.327,0.00013,0.0002,0.00711,0.0073,0.138,0.03486,1.061,-3.95,50.116,7.75,218.182,Z,Z,Z,0.231,17.181,MS,2.701,47.579,1.206,353.797
101,05/01/2020 4:00,Z,Z,Z,Z,Z,MS,MS,2.51,-6.843,74.054,2.224,131.123,0.00035,0.00041,0.01231,0.01268,0.149,0.02995,0.996,-4.579,52.385,7.994,230.119,0.815,33.562,34.354,Z,Z,MS,3.176,55.866,1.336,28.637
102,05/01/2020 5:00,0.00143,0.03356,0.03498,0.307,0.00681,MS,MS,2.538,-7.559,78.425,2.738,127.712,0.00045,0.00049,0.01926,0.01977,0.162,0.02278,1.509,-5.866,58.642,2.943,216.015,4.291,40.585,44.85,0.349,2.708,MS,1.474,62.393,0.712,292.964
103,05/01/2020 6:00,0.00194,0.03978,0.04171,0.322,0.00203,MS,MS,2.584,-8.347,79.802,2.746,152.99,0.00035,0.00079,0.02347,0.02422,0.195,0.01839,1.778,-7.483,70.101,1.601,247.585,15.769,44.261,60.013,0.377,0.399,MS,0.432,67.349,2.319,283.966
104,05/01/2020 7:00,0.00772,0.04066,0.04838,0.334,0.00035,MS,MS,2.795,-9.387,89.84,0.424,56.433,0.0004,0.00297,0.03316,0.03611,0.223,0.00971,1.995,-7.824,69.212,3.705,269.693,22.867,45.69,68.541,0.369,0.323,MS,0.278,69.946,0.918,284.827
105,05/01/2020 8:00,0.02587,0.04237,0.06824,0.407,0.0001,MS,MS,3.958,-10.031,92.161,1.486,154.027,0.00017,0.00393,0.03536,0.03928,0.228,0.00747,2.373,-8.767,70.671,2.351,244.983,39.557,48.284,87.825,0.477,0.331,MS,0.786,75.251,1.231,249.675
106,05/01/2020 9:00,0.06868,0.04633,0.11501,0.489,0.0005,MS,MS,6.814,-9.975,91.916,2.688,139.636,0.00024,0.00687,0.03617,0.04308,0.236,0.00624,2.577,-9.647,74.041,3.065,259.266,30.947,46.826,77.757,0.446,1.046,MS,0.547,71.484,1.137,236.617
107,05/01/2020 10:00,0.05645,0.0423,0.09874,0.453,0.00432,MS,MS,5.479,-8.633,80.233,3.998,172.074,0.00045,0.01073,0.02723,0.03798,0.232,0.01515,3.707,-7.865,63.934,3.665,222.709,50.257,45.315,95.556,0.577,5.107,MS,1.133,67.247,2.684,233.496
108,05/01/2020 11:00,0.03693,0.0351,0.07202,0.432,0.01149,MS,MS,6.289,-5.73,62.621,3.783,164.756,0.00045,0.00462,0.0116,0.01621,0.191,0.03047,2.211,-3.734,48.281,9.556,210.384,20.714,26.42,47.118,0.439,18.178,MS,1.443,45.68,5.013,201.551
109,05/01/2020 12:00,0.0258,0.02624,0.05203,0.424,0.01949,MS,MS,8.035,-2.641,46.511,2.062,145.01,0.00034,0.00279,0.00626,0.00905,0.169,0.03521,2.002,-0.871,42.968,11.005,205.142,5.915,11.517,17.414,0.217,31.442,MS,1.366,32.498,6.037,197.868
110,05/01/2020 13:00,0.02201,0.02513,0.04713,0.439,0.02231,MS,MS,10.806,-0.411,39.528,5.376,169.543,0.00044,0.00377,0.0073,0.01107,0.175,0.03474,2.743,1.307,39.036,5.269,216.374,2.265,5.417,7.664,0.16,37.279,MS,4.884,28.332,7.189,224.284
111,05/01/2020 14:00,0.01404,0.02163,0.03565,0.308,0.02356,MS,MS,8.764,0.967,38.299,7.206,187.65,0.00051,0.00242,0.00679,0.00921,0.178,0.03546,2.22,1.88,38.22,8.057,202.472,1.404,4.385,5.771,0.15,38.735,MS,1.398,29.132,10.205,215.191
112,05/01/2020 15:00,0.00455,0.0117,0.01624,0.242,0.03342,MS,MS,4.937,3.034,31.299,7.491,193.396,0.0003,0.0013,0.00459,0.00589,0.158,0.0385,1.298,2.794,36.131,12.213,205.068,1.002,3.45,4.434,0.151,39.592,MS,1.917,27.751,10.79,245.585
113,05/01/2020 16:00,0.00163,0.0072,0.00883,0.159,0.03767,MS,MS,1.803,3.825,29.019,13.964,234.628,0.00007,0.00066,0.00368,0.00433,0.145,0.03932,0.762,3.103,36.128,14.213,219.007,0.544,2.92,3.446,0.142,40.174,MS,1.487,29.369,15.904,258.455
114,05/01/2020 17:00,0.00165,0.01735,0.019,0.175,0.02886,MS,MS,2.266,2.035,34.326,7.314,228.415,0.0002,0.00027,0.0054,0.00567,0.159,0.03773,1.732,2.261,36.267,11.627,222.095,0.274,4.643,4.898,0.155,38.626,MS,1.699,32.493,11.946,246.86
115,05/01/2020 18:00,0.00042,0.02044,0.02086,0.278,0.02442,MS,MS,4.378,0.118,40.134,5.784,190.675,0.00034,0.00028,0.01105,0.01132,0.175,0.0326,1.526,0.548,41.417,9.434,207.782,0.552,15.919,16.452,0.252,27.243,MS,3.374,37.831,3.147,148.001
116,05/01/2020 19:00,0.0079,0.04125,0.04918,0.476,0.0041,MS,MS,10.419,-1.337,49.53,3.036,122.617,0.00014,0.0002,0.01293,0.01313,0.209,0.03047,2.776,-0.379,46.259,10.43,178.107,3.8,37.32,41.101,0.455,7.663,MS,5.086,45.175,2.339,75.893
117,05/01/2020 20:00,0.00699,0.03654,0.04351,0.455,0.01016,MS,MS,8.577,-1.005,46.867,6.592,125.55,0.00025,0.00046,0.01353,0.01399,0.189,0.03011,1.674,0.312,45.573,4.465,186.073,7.436,43.624,51.041,0.515,2.918,MS,3.772,48.282,2.163,58.836
118,05/01/2020 21:00,0.008,0.04345,0.05145,0.496,0.00347,MS,MS,10.014,-1.633,50.986,3.678,51.032,0.00017,0.0018,0.01992,0.02172,0.183,0.02462,1.273,0.836,44.024,5.955,247.031,6.494,40.793,47.267,0.468,6.805,MS,2.426,46.037,1.465,63.388
119,05/01/2020 22:00,0.03836,0.04922,0.08758,0.748,0.00036,MS,MS,12.577,-3.568,61.405,0.726,198.314,0.00014,0.0037,0.0267,0.0304,0.2,0.01695,2.294,-0.774,49.803,1.625,327.879,6.562,36.633,43.175,0.435,10.867,MS,2.406,45.528,3.894,263.151
120,05/01/2020 23:00,0.06991,0.05294,0.12285,0.711,0.00113,MS,MS,12.304,-4.725,67.032,4.375,221.751,0.00068,0.02782,0.04829,0.07612,0.389,0.00125,9.858,-3.739,64.095,2.78,301.561,0.23,11.875,12.085,0.174,29.528,MS,0.387,37.676,7.444,293.819
121,06/01/2020 0:00,0.00175,0.01357,0.01536,0.177,0.0288,MS,MS,1.722,0.423,40.27,14.555,305.486,0.00043,0.01658,0.0366,0.05318,0.357,0.0102,7.197,-1.695,52.118,N,N,0.187,4.12,4.287,0.139,36.185,MS,-0.102,42.233,12.731,323.124
122,06/01/2020 1:00,0.00008,0.00461,0.00469,0.153,0.03705,MS,MS,1.652,-2.861,58.157,17.988,349.967,0.00025,0.0005,0.00634,0.00684,0.146,0.03541,1.587,-2.256,57.786,20.945,2.889,0.376,3.186,3.541,0.137,38.228,MS,0.029,57.377,12.051,342.678
123,06/01/2020 2:00,0.00007,0.0055,0.00557,0.154,0.03632,MS,MS,1.474,-3.758,62.554,13.914,341.26,Z,Z,Z,Z,Z,Z,2.356,-3.425,64.851,9.638,338.61,0.23,3.405,3.614,0.135,38.213,MS,-0.035,59.636,8.787,316.092
124,06/01/2020 3:00,0.0001,0.00649,0.00659,0.152,0.03583,MS,MS,1.29,-4.317,65.282,9.649,322.111,0.00031,0.00082,0.01476,0.01558,0.163,0.02868,1.411,-4.037,67.589,N,N,Z,Z,Z,0.137,38.159,MS,-0.084,63.372,5.139,294.867
125,06/01/2020 4:00,Z,Z,Z,Z,Z,MS,MS,1.331,-4.48,69.184,3.264,283.753,0.00011,0.00028,0.01448,0.01476,0.155,0.02904,1.086,-4.267,71.471,N,N,0.088,5.523,5.589,Z,Z,MS,-0.153,67.242,4.265,280.604
126,06/01/2020 5:00,0.00094,0.02133,0.02224,0.188,0.02408,MS,MS,1.832,-4.321,74.176,6.832,220.662,0.00029,0.00516,0.02849,0.03366,0.166,0.01642,1.398,-5.076,77.704,4.601,232.124,0.194,6.967,7.139,0.158,35.148,MS,-0.123,72.012,6.468,239.389
127,06/01/2020 6:00,0.00224,0.02789,0.03013,0.221,0.01857,MS,MS,1.992,-4.849,79.491,6.073,217.351,0.00024,0.00247,0.02318,0.02565,0.187,0.01966,1.417,-6.189,80.422,10.429,220.824,0.088,6.168,6.234,0.161,35.607,MS,-0.124,75.724,5.048,270.362
128,06/01/2020 7:00,0.00646,0.03411,0.04056,0.268,0.01191,MS,MS,1.82,-6.152,76.457,5.857,206.814,0.00026,0.00192,0.01575,0.01768,0.179,0.02679,1.28,-6.981,80.609,13.659,221.403,1.096,20.023,21.1,0.219,22.063,MS,0.137,78.913,1.8,328.853
129,06/01/2020 8:00,0.00861,0.03939,0.04801,0.313,0.00936,MS,MS,1.939,-6.667,77.918,7.002,202.176,0.0002,0.00407,0.02709,0.03116,0.248,0.01643,2.01,-7.662,83.523,5.693,202.655,5.657,38.947,44.599,0.438,6.358,MS,0.328,79.583,1.492,29.888
130,06/01/2020 9:00,0.0245,0.0393,0.06376,0.308,0.00974,MS,MS,3.153,-7.282,84.324,2.929,199.245,0.00035,0.0129,0.04026,0.05316,0.362,0.00706,3.409,-7.043,87.84,5.538,237.14,8.568,40.763,49.303,0.486,5.504,MS,0.463,77.735,0.398,58.211
131,06/01/2020 10:00,0.04013,0.04346,0.08358,0.37,0.00926,MS,MS,3.395,-6.847,83.033,2.398,201.832,0.00049,0.01633,0.03358,0.04991,0.335,0.01373,4.056,-6.391,82.347,6.424,254.274,C,C,C,0.505,12.885,MS,0.646,75.083,2.67,296.422
132,06/01/2020 11:00,0.02714,0.03259,0.05973,0.53,0.01837,MS,MS,3.783,-4.344,66.119,4.098,203.244,0.00042,0.02119,0.02899,0.05018,0.326,0.01823,3.767,-4.934,69.794,4.46,265.859,C,C,C,0.24,29.545,MS,0.29,61.026,4.751,289.825
133,06/01/2020 12:00,0.02626,0.02653,0.05278,0.316,0.02136,MS,MS,4.755,-2.338,53.993,5.708,209.109,0.00051,0.01742,0.0225,0.03992,0.312,0.02312,5.508,-3.301,61.298,3.683,275.696,C,C,C,0.211,29.982,MS,0.567,57.741,5.632,284.087
134,06/01/2020 13:00,0.01407,0.01902,0.03309,0.258,0.02814,MS,MS,4.555,-0.228,40.914,4.424,225.872,0.00057,0.0088,0.0134,0.0222,0.221,0.03024,5.149,-1.29,47.769,6.193,246.442,C,C,C,0.19,33.426,MS,1.67,46.922,5.744,281.998
135,06/01/2020 14:00,0.01104,0.01868,0.02972,0.201,0.02852,MS,MS,4.121,-0.051,34.906,5.707,252.731,0.00069,0.0054,0.01241,0.01781,0.201,0.03121,3.059,-1.177,42.669,7.411,236.402,C,C,C,0.178,C,MS,2.134,39.312,5.984,273.769
136,06/01/2020 15:00,0.01079,0.02412,0.03491,0.209,0.02435,MS,MS,4.442,-0.932,35.402,4.485,224.996,0.001,0.01649,0.02754,0.04403,0.297,0.01772,5.8,-1.149,45.219,0.966,218.01,C,C,C,0.205,C,MS,2.432,42.475,4.365,279.959
137,06/01/2020 16:00,0.00521,0.01784,0.02304,0.218,0.02638,MS,MS,4.047,-3.208,45.609,8.316,73.132,0.00075,0.0181,0.03364,0.05174,0.335,0.01222,8.407,-2.259,50.99,6.613,55.048,C,C,C,0.25,C,MS,2.659,42.159,1.154,30.156
138,06/01/2020 17:00,0.00114,0.01578,0.01692,0.208,0.02732,MS,MS,2.845,-5.275,58.632,7.161,57.873,0.00046,0.01107,0.03546,0.04653,0.281,0.00953,5.481,-5.619,66.022,7.647,59.043,1.876,18.753,20.612,0.241,C,MS,1.417,54.184,8.593,69.271
139,06/01/2020 18:00,0.00023,0.01737,0.01759,0.218,0.02564,MS,MS,2.4,-6.089,67.562,3.945,101.355,0.0003,0.0045,0.03455,0.03905,0.259,0.00942,4.875,-6.329,74.341,4.107,61.365,0.943,17.416,18.332,0.243,C,MS,0.893,65.125,6.695,83.876
140,06/01/2020 19:00,0.00061,0.01692,0.01752,0.209,0.02559,MS,MS,1.656,-6.47,72.969,3.687,138.479,0.00025,0.00423,0.03414,0.03837,0.229,0.00967,4.444,-6.482,79.621,3.823,47.54,1.011,19.325,20.309,0.245,23.689,MS,0.892,67.377,6.324,91.346
141,06/01/2020 20:00,0.00033,0.01927,0.01959,0.231,0.02231,MS,MS,2.647,-6.333,73.226,2.854,160.881,0.00027,0.00099,0.03442,0.03542,0.209,0.00801,5.336,-6.464,79.919,1.829,167.246,0.805,20.488,21.265,0.233,22.201,MS,0.92,67.579,4.341,99.351
142,06/01/2020 21:00,0.00135,0.03372,0.03506,0.299,0.00994,MS,MS,4.791,-6.652,75.917,3.703,178.471,0.00014,0.00044,0.02415,0.02459,0.214,0.01623,5.813,-6.825,82.585,1.754,157.989,0.388,25.712,26.073,0.237,17.853,MS,1.673,68.382,6.377,145.711
143,06/01/2020 22:00,0.00839,0.04212,0.05049,0.282,0.00343,MS,MS,6.218,-6.593,77.564,1.799,170.102,0.00022,0.00196,0.03247,0.03443,0.255,0.00927,6.443,-6.516,83.629,0.407,147.599,0.247,24.067,24.289,0.226,18.523,MS,1.464,68.926,4.101,143.418
144,06/01/2020 23:00,0.00625,0.0431,0.04935,0.296,0.00158,MS,MS,6.866,-7.272,83.516,1.227,127.722,0.00027,0.0085,0.03865,0.04716,0.263,0.00424,8.443,-7.349,88.473,1.971,138.586,0.912,26.479,27.363,0.246,16.276,MS,1.555,69.668,3.744,127.368
145,07/01/2020 0:00,0.00881,0.04278,0.05158,0.347,0.00076,MS,MS,7.819,-8.063,87.962,2.683,106.885,0.00025,0.01249,0.04072,0.05321,0.299,0.00195,11.338,-8.209,94.828,2.463,116.859,6.805,39.531,46.309,0.332,5.523,MS,2.102,74.218,2.647,91.24
146,07/01/2020 1:00,0.01792,0.04243,0.06035,0.389,0.0005,MS,MS,8.415,-9.171,91.919,0.72,119.303,0.00041,0.02596,0.04214,0.06809,0.312,0.00023,17.038,-8.884,97.925,1.419,78.504,17.071,42.618,59.661,0.398,1.947,MS,2.471,81.756,1.241,311.547
147,07/01/2020 2:00,0.03131,0.04104,0.07232,0.443,0.00041,MS,MS,8.422,-9.706,94.699,1.783,120.623,Z,Z,Z,Z,Z,Z,20.864,-10.252,100.077,2.973,134.864,17.497,42.289,59.758,0.363,1.897,MS,2.528,85.191,1.465,333.639
148,07/01/2020 3:00,0.01936,0.0407,0.06007,0.386,0.00154,MS,MS,10.548,-9.518,93.224,3.385,112.555,0.00022,0.00699,0.03248,0.03947,0.219,0.00107,21.818,-11.611,100,2.25,134.078,Z,Z,Z,0.417,2.006,MS,2.382,86.622,0.926,264.765
149,07/01/2020 4:00,Z,Z,Z,Z,Z,MS,MS,10.745,-10.253,92.895,2.537,156.779,0.00021,0.00445,0.03207,0.03652,0.206,0.00248,19.963,-12.025,100,2.115,170.895,27.047,42.096,69.116,Z,Z,MS,2.448,87.767,0.852,299.167
150,07/01/2020 5:00,0.03619,0.04222,0.07839,0.321,0.00068,MS,MS,13.284,-10.351,96.157,2.355,155.803,0.00016,0.00676,0.03322,0.03999,0.194,0.00094,18.932,-11.242,100.003,0.691,221.266,32.69,40.457,73.123,0.359,2.436,MS,2.934,88.393,2.276,284.533
151,07/01/2020 6:00,0.03208,0.04219,0.07426,0.284,0.00082,MS,MS,13.148,-10.067,95.581,3.767,137.824,0.00044,0.02107,0.03711,0.05817,0.239,0.00054,18.931,-10.342,100.007,1.793,226.734,9.144,34.868,43.989,0.256,2.984,MS,3.64,87.558,1.879,285.256
152,07/01/2020 7:00,0.04085,0.04339,0.08426,0.382,0.00149,MS,MS,15.423,-9.832,94.229,4.226,102.301,0.00073,0.05853,0.04239,0.10092,0.394,0.00041,22.704,-10.482,100.032,3.332,81.21,18.94,35.884,54.804,0.355,2.668,MS,4.027,86.348,2.269,277.696
153,07/01/2020 8:00,0.00425,0.03322,0.03746,0.291,0.00524,MS,MS,15.34,-9.863,95.592,3.577,102.52,0.00075,0.07126,0.04249,0.11374,0.374,0.00028,25.253,-10.761,100.001,2.549,106.562,20.083,33.995,54.059,0.365,2.759,MS,6.276,85.176,2.363,284.605
154,07/01/2020 9:00,0.00538,0.03122,0.03659,0.315,0.00513,MS,MS,19.564,-9.669,96.772,2.769,128.303,0.00088,0.08009,0.04432,0.1244,0.394,0.00044,31.627,-10.189,100,1.282,183.106,46.146,35.749,81.879,0.577,3.145,MS,6.782,84.618,2.48,278.234
155,07/01/2020 10:00,0.03784,0.03851,0.07635,0.412,0.00349,MS,MS,26.163,-8.606,95.279,2.192,159.192,0.00069,0.05797,0.0415,0.09946,0.343,0.00255,30.886,-9.124,100,2.266,142.387,43.084,35.477,78.546,0.483,4.865,MS,8.126,83.523,1.281,300.387
156,07/01/2020 11:00,0.03883,0.03357,0.07238,0.379,0.00894,MS,MS,31.529,-8.208,94.942,4.714,97.755,0.00075,0.06307,0.03929,0.10235,0.357,0.0048,37.16,-8.841,100.02,5.364,79.384,37.254,35.489,72.73,0.545,10.508,MS,19.517,85.336,5.155,74.397
157,07/01/2020 12:00,0.01406,0.02033,0.03438,0.289,0.0163,MS,MS,24.443,-9.485,98.781,6.718,114.879,0.00026,0.01206,0.01978,0.03183,0.225,0.01568,31.024,-10.349,99.969,7.569,108.172,17.746,25.85,43.585,0.651,17.618,MS,23.491,86.458,7.754,92.789
158,07/01/2020 13:00,0.00498,0.01354,0.01851,0.209,0.02167,MS,MS,14.228,-10.566,98.095,7.827,111.854,0.00016,0.00562,0.01323,0.01884,0.218,0.01945,26.453,-10.699,99.981,7.219,130.15,5.545,18.038,23.574,0.604,22.203,MS,18.414,86.366,9.621,94.064
159,07/01/2020 14:00,0.00842,0.01723,0.02565,0.199,0.0188,MS,MS,13.994,-10.091,97.882,7.866,137.557,0.0002,0.00603,0.01262,0.01863,0.206,0.02103,18.773,-10.073,99.974,8.558,129.208,7.32,19.269,26.581,0.472,19.157,MS,20.122,89.94,7.14,109.752
160,07/01/2020 15:00,0.00784,0.01784,0.02567,0.195,0.01735,MS,MS,13.006,-9.846,97.017,8.112,137.954,0.00023,0.0053,0.01138,0.01667,0.164,0.02141,17.83,-10.324,99.974,10.258,135.609,9.543,22.38,31.918,0.241,16.148,MS,17.956,86.921,10.514,135.059
161,07/01/2020 16:00,0.00669,0.01916,0.02584,0.194,0.01453,MS,MS,7.982,-10.301,93.734,9.329,130.253,0.00023,0.00318,0.01037,0.01354,0.164,0.02069,8.357,-10.669,99.998,10.591,128.586,4.864,21.044,25.904,0.227,15.252,MS,15.688,85.153,11.447,135.652
162,07/01/2020 17:00,0.00624,0.02168,0.02791,0.231,0.01213,MS,MS,4.371,-10.531,94.315,9.193,126.826,0.00024,0.00187,0.01162,0.01347,0.167,0.01938,4.395,-10.618,99.999,10.185,125.765,2.421,21.059,23.479,0.256,13.756,MS,9.369,87.051,12.046,131.755
163,07/01/2020 18:00,0.00153,0.01864,0.02016,0.183,0.0167,MS,MS,3.34,-10.178,96.708,8.707,123.288,0.0001,0.00057,0.00923,0.00978,0.159,0.02433,3.002,-9.973,99.975,9.474,124,0.825,17.439,18.264,0.231,17.816,MS,3.176,88.955,12.795,131.511
164,07/01/2020 19:00,0.00059,0.01151,0.0121,0.167,0.02469,MS,MS,3.712,-9.666,98.804,10.126,122.283,0.00011,0.00063,0.0088,0.00941,0.156,0.02584,3.446,-9.402,99.946,9.565,117.653,1.189,18.79,19.979,0.502,18.088,MS,2.707,90.631,9.33,103.86
165,07/01/2020 20:00,0.00046,0.00991,0.01037,0.159,0.0262,MS,MS,4.732,-9.265,98.953,8.877,125.882,0.00015,0.00029,0.00862,0.00888,0.143,0.02583,4.052,-9.019,99.938,10.627,114.268,0.489,15.882,16.373,0.203,21.281,MS,3.626,91.331,10.23,133.736
166,07/01/2020 21:00,0.00016,0.01026,0.01041,0.165,0.02582,MS,MS,5.199,-8.845,99.193,6.991,102.889,0.00008,0.00183,0.01719,0.01901,0.168,0.01813,6.372,-8.506,99.92,3.197,307.907,0.946,15.599,16.552,0.231,21.252,MS,4.687,91.488,7.338,99.011
167,07/01/2020 22:00,0.00026,0.00907,0.00932,0.169,0.02658,MS,MS,5.604,-7.814,99.906,4.041,121.969,0.00013,0.00103,0.01891,0.01992,0.166,0.01638,6.882,-7.706,99.906,23.469,275.694,0.941,13.786,14.733,0.259,22.694,MS,5.224,91.753,6.328,86.596
168,07/01/2020 23:00,0.00448,0.01171,0.01618,0.183,0.02087,MS,MS,8.923,-7.083,100,9.21,156.247,0.00002,0.00017,0.00551,0.00566,0.136,0.02337,7.215,-7.233,99.9,N,N,0.451,13.006,13.467,0.215,21.353,MS,7.456,92.434,6.3,122.894
169,08/01/2020 0:00,0.00043,0.00894,0.00936,0.168,0.01838,MS,MS,11.421,-7.358,100,7.325,160.365,0.00005,0.00019,0.00467,0.00484,0.138,0.02006,8.977,-7.238,99.901,N,N,0.06,9.872,9.942,0.166,21.096,MS,9.908,92.541,5.058,138.033
170,08/01/2020 1:00,0.00069,0.00847,0.00915,0.171,0.01748,MS,MS,12.106,-7.384,100,5.228,135.575,0.00002,0.00015,0.00448,0.00461,0.14,0.01964,10.637,-7.475,99.901,N,N,0.226,14.692,14.925,0.191,15.234,MS,10.899,92.652,1.48,119.845
171,08/01/2020 2:00,0.00016,0.00816,0.00831,0.163,0.01679,MS,MS,14.735,-7.215,100,1.403,160.441,Z,Z,Z,Z,Z,Z,12.214,-7.495,99.901,N,N,0.282,17.624,17.918,0.2,11.771,MS,11.086,92.717,1.614,268.638
172,08/01/2020 3:00,0.00745,0.02248,0.02991,0.2,0.00528,MS,MS,21.358,-7.181,100,1.95,249.51,0.00011,0.00081,0.01189,0.01265,0.17,0.01283,13.646,-7.447,99.9,N,N,Z,Z,Z,0.188,13.72,MS,11.3,92.429,5.843,290.052
173,08/01/2020 4:00,Z,Z,Z,Z,Z,MS,MS,19.584,-7.2,100,2.575,229.486,0,0.0016,0.01422,0.01581,0.188,0.01143,14.841,-7.628,99.901,N,N,0.222,11.305,11.544,Z,Z,MS,8.707,91.327,6.864,295.738
174,08/01/2020 5:00,0.01324,0.02791,0.04115,0.233,0.00341,MS,MS,12.115,-8.325,99.71,3.903,300.562,0.00014,0.00353,0.01639,0.01989,0.189,0.01082,11.875,-8.541,99.914,N,N,0.437,12.004,12.448,0.162,17.116,MS,7.317,90.894,6.695,305.981
175,08/01/2020 6:00,0.00483,0.02343,0.02827,0.209,0.00492,MS,MS,12.484,-8.889,99.173,9.151,358.856,0.00027,0.01666,0.02731,0.04392,0.268,0.00305,13.467,-8.965,99.931,N,N,3.455,23.224,26.682,0.193,6.2,MS,8.355,90.143,2.743,269.005
176,08/01/2020 7:00,0.00119,0.01558,0.01676,0.203,0.01162,MS,MS,11.909,-8.595,99.552,11.79,351.211,0.00019,0.01387,0.02599,0.03984,0.255,0.00206,19.128,-8.736,99.917,N,N,6.507,26.955,33.476,0.313,4.056,MS,7.984,89.953,2.037,340.211
177,08/01/2020 8:00,0.00147,0.0163,0.01778,0.218,0.01409,MS,MS,12.111,-8.659,99.491,10.971,352.321,0.00032,0.0157,0.02534,0.04102,0.244,0.00611,13.509,-8.246,99.903,N,N,8.889,27.023,35.925,0.32,5.322,MS,6.624,90.461,1.642,288.452
178,08/01/2020 9:00,0.00128,0.01167,0.01295,0.178,0.02141,MS,MS,9.137,-9.108,99.053,17.211,352.611,0.00032,0.00901,0.02392,0.03292,0.232,0.01101,12.55,-8.709,99.912,N,N,2.377,13.736,16.125,0.221,19.367,MS,5.796,91.195,8.584,334.85
179,08/01/2020 10:00,C,C,C,0.176,0.02435,MS,MS,7.194,-9.292,98.843,20.011,352.788,0.00027,0.00688,0.01768,0.02455,0.197,0.01755,9.675,-9.07,99.933,N,N,1.426,6.91,8.346,0.156,26.866,MS,4.632,90.959,12.426,336.889
180,08/01/2020 11:00,C,C,C,0.191,0.02613,MS,MS,8.41,-9.587,98.32,23.835,349.118,0.00027,0.00875,0.01433,0.02306,0.201,0.02062,10.339,-9.217,99.969,N,N,2.379,5.785,8.173,0.165,27.635,MS,5.371,90.677,13.873,333.75
181,08/01/2020 12:00,C,C,C,0.205,0.02517,MS,MS,8.354,-9.1,95.615,23.396,333.396,0.00025,0.00882,0.01204,0.02085,0.205,0.02136,10.925,-8.816,100.05,D,D,2.953,5.687,8.648,0.173,26.255,MS,5.329,89.492,17.635,326.579
