,,10470,10570,10670,10870,10970,11070,11470,11570,11670,11770,11870,11970,20370,20470,20570,20670,20870,20970,21070,21570,21670,21870,21970,30470,30570,30670,30870,30970,31070,31170,31670,31870,31970
,, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar
,, NO, NO2, NOX, CO, O3, PM2.5, PM2.5, PM2.5S, ET, RH, WS, WD, SO2, NO, NO2, NOX, CO, O3, PM2.5, ET, RH, WS, WD, NO, NO2, NOX, CO, O3, PM2.5, PM2.5S, RH, WS, WD
,, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC
1,01/01/2024 0:00,0.00011,0.00854,0.00865,0.352,0.0262,MS,MS,5.265,3.508,99.459,7.868,332.741,0.00012,0.00053,0.00704,0.00757,0.181,0.03007,3.742,3.371,99.65,7.019,285.817,0.08,5.681,5.78,0.19,29.38,MS,3.742,90.181,4.337,315.079
2,01/01/2024 1:00,0.00017,0.01575,0.01592,0.271,0.01685,MS,MS,7.515,3.177,99.38,4.824,351.787,0.00018,0.00126,0.02324,0.0245,0.215,0.01519,5.951,3.233,99.558,4.903,320.18,0.207,8.579,8.808,0.204,26.066,MS,3.979,90.622,3.925,288.44
3,01/01/2024 2:00,0.00485,0.02583,0.03066,0.272,0.00642,MS,MS,8.663,2.764,99.347,0.13,301.783,Z,Z,Z,Z,Z,Z,6.778,2.867,99.501,5.858,253.261,0.114,8.927,9.064,0.202,23.715,MS,4.033,90.979,4.922,286.652
4,01/01/2024 3:00,0.00074,0.01469,0.01546,0.232,0.01633,MS,MS,6.485,2.871,99.31,4.92,343.648,0.00016,0.00069,0.01159,0.01227,0.215,0.02197,4.157,2.985,99.544,5.486,281.694,0.173,9.302,9.501,0.199,21.901,MS,3.724,90.544,5.112,280.552
5,01/01/2024 4:00,Z,Z,Z,Z,Z,MS,MS,5.196,3.35,99.469,12.975,350.438,0.00018,0.00164,0.01848,0.0201,0.208,0.01748,4.532,3.405,99.716,5.791,318.21,Z,Z,Z,Z,Z,MS,2.627,78.891,7.462,275.057
6,01/01/2024 5:00,0.00002,0.00667,0.0067,0.175,0.02398,MS,MS,5.39,3.161,81.053,12.641,348.632,0.00021,0.00145,0.01884,0.02028,0.185,0.01776,4.735,3.59,88.124,7.737,323.711,0.323,6.085,6.435,0.166,28.872,MS,2.594,68.796,7.346,325.503
7,01/01/2024 6:00,-0.00001,0.00603,0.00601,0.167,0.02428,MS,MS,4.995,2.615,78.13,8.396,341.189,0.00026,0.00241,0.02045,0.02285,0.189,0.01649,4.728,3.242,72.478,8.984,330.837,0.098,8.14,8.264,0.173,25.247,MS,2.652,73.71,3.766,316.639
8,01/01/2024 7:00,0.00071,0.01614,0.01685,0.218,0.01482,MS,MS,5.47,2.139,79.499,3.962,11.441,0.00031,0.00183,0.01651,0.01834,0.189,0.02249,3.532,2.923,62.46,5.236,345.947,0.226,10.666,10.917,0.183,22.652,MS,2.813,72.156,2.96,16.641
9,01/01/2024 8:00,0.00008,0.02052,0.0206,0.245,0.01219,MS,MS,5.489,1.701,77.987,1.782,340.132,0.00027,0.00078,0.02123,0.022,0.22,0.01853,3.859,2.539,60.578,3.166,335.283,1.363,21.16,22.54,0.272,9.714,MS,2.574,76.785,1.605,285.942
10,01/01/2024 9:00,0.00097,0.0228,0.02377,0.259,0.00608,MS,MS,6.29,-0.373,95.635,0.167,322.898,0.00022,0.0106,0.03333,0.04392,0.292,0.0058,4.768,1.105,76.934,2.499,250.605,4.241,26.825,31.083,0.278,4.104,MS,3.009,84.109,1.172,314.215
11,01/01/2024 10:00,0.01238,0.01972,0.0321,0.329,0.00534,MS,MS,8.758,-0.672,99.553,0.648,32.2,0.00028,0.01719,0.03136,0.04855,0.343,0.00708,4.778,0.982,86.842,2.554,247.666,17.861,25.753,43.647,0.296,5.678,MS,3.589,86.668,2.397,301.299
12,01/01/2024 11:00,0.02609,0.025,0.05109,0.4,0.00649,MS,MS,8.15,2.463,90.112,0.058,62.005,0.00028,0.01455,0.0227,0.03724,0.291,0.01464,5.473,2.003,89.857,2.558,269.153,5.565,13.087,18.685,0.231,20.533,MS,3.632,72.476,3.58,293.764
13,01/01/2024 12:00,0.01315,0.01843,0.03159,0.302,0.01794,MS,MS,8.054,4.221,58.621,0.331,70.787,0.00041,0.00899,0.01579,0.02478,0.251,0.02113,5.315,3.545,67.86,2.197,356.801,2.325,6.563,8.91,0.173,31.624,MS,2.545,51.614,0.136,13.351
14,01/01/2024 13:00,0.00436,0.01069,0.01505,0.217,0.02881,MS,MS,5.113,4.664,41.341,1.389,143.63,0.00096,0.01119,0.01848,0.02967,0.247,0.02059,5.84,5.113,52.952,4.33,114.226,4.386,10.263,14.671,0.202,31.249,MS,2.815,45.963,3.876,155.94
15,01/01/2024 14:00,0.00725,0.01562,0.02287,0.236,0.02482,MS,MS,6.153,4.298,46.006,5.124,174.322,0.00051,0.0084,0.0145,0.0229,0.255,0.02227,9.513,3.806,58.881,7.293,127.13,3.743,10.064,13.828,0.202,33.219,MS,3.082,43.169,5.799,156.66
16,01/01/2024 15:00,0.00417,0.01238,0.01655,0.214,0.02564,MS,MS,6.388,4.007,48.782,4.734,143.369,0.00047,0.00527,0.01172,0.01699,0.216,0.02306,6.289,3.294,60.474,6.626,124.584,2.134,7.93,10.084,0.193,35.688,MS,2.793,43.459,6.64,160.494
17,01/01/2024 16:00,0.00119,0.00871,0.0099,0.195,0.02799,MS,MS,4.671,3.269,49.559,5.698,142.484,0.00049,0.00195,0.00947,0.01141,0.193,0.02465,6.023,2.545,59.106,6.666,127.373,1.802,11.64,13.461,0.218,30.979,MS,3.947,47.954,7.396,149.163
18,01/01/2024 17:00,0.00045,0.01477,0.01522,0.221,0.02105,MS,MS,5.093,1.801,57.234,2.957,157.769,0.00014,0.00078,0.01266,0.01344,0.288,0.01831,5.028,1.264,67.888,4.312,125.125,0.591,14.234,14.842,0.219,28.009,MS,4.121,52.156,6.455,140.342
19,01/01/2024 18:00,-0.00001,0.02294,0.02294,0.294,0.01136,MS,MS,9.669,-0.306,70.79,0.741,143.524,0.00007,0.00054,0.01806,0.01859,0.335,0.01061,5.65,-0.481,95.04,1.991,122.36,0.151,19.549,19.717,0.256,22.513,MS,4.568,56.485,3.684,144.455
20,01/01/2024 19:00,0.00493,0.02994,0.03487,0.398,0.00293,MS,MS,13.19,-1.936,96.312,0.486,40.831,0.0001,0.00751,0.02494,0.03245,0.321,0.00534,5.988,-1.421,99.888,0.22,321.093,2.427,32.489,34.933,0.385,7.836,MS,5.99,67.023,0.076,58.369
21,01/01/2024 20:00,0.02092,0.03161,0.05253,0.556,0.00011,MS,MS,15.311,-2.506,99.644,1.295,110.966,0.00022,0.02952,0.0352,0.06472,0.403,0.00038,8.252,-2.27,99.993,0.861,248.792,20.079,39.017,59.113,0.558,2.364,MS,10.972,76.222,0.694,322.766
22,01/01/2024 21:00,0.03381,0.03509,0.0689,0.599,0.00016,MS,MS,16.484,-3.26,99.552,1.266,178.166,0.0003,0.04173,0.03595,0.07767,0.595,0.00068,11.911,-3.077,99.786,0.363,269.339,33.964,37.442,71.42,0.665,2.606,MS,14.605,79.916,1.124,346.377
23,01/01/2024 22:00,0.0444,0.03268,0.07709,0.651,0.00008,MS,MS,18.841,-3.757,99.544,0.758,135.528,0.00035,0.04183,0.03646,0.07829,0.657,0.00093,17.64,-3.453,99.71,1.871,234.938,39.236,37.076,76.326,0.697,3.104,MS,16.536,83.082,1.371,312.69
24,01/01/2024 23:00,0.05883,0.03391,0.09273,0.727,0.00032,MS,MS,27.364,-4.103,99.478,0.841,121.106,0.00028,0.03832,0.03385,0.07217,0.54,0.00101,19.322,-4.091,99.7,0.371,104.828,44.425,36.189,80.648,0.732,2.728,MS,20.348,84.779,1.264,303.003
25,02/01/2024 0:00,0.07328,0.03184,0.10513,0.798,0.00035,MS,MS,30.897,-4.238,99.402,1.379,122.604,0.00032,0.04578,0.03332,0.07911,0.576,0.00108,18.332,-4.436,99.7,1.194,271.336,37.778,34.074,71.84,0.658,2.102,MS,13.691,85.324,2.246,294.347
26,02/01/2024 1:00,0.07615,0.03285,0.109,0.806,0.00031,MS,MS,31.733,-4.739,99.4,0.919,333.313,0.00024,0.0367,0.03301,0.0697,0.496,0.00107,15.904,-4.761,99.7,3.013,269.48,12.141,28.783,40.89,0.36,2.982,MS,9.293,86.747,3.424,290.276
27,02/01/2024 2:00,0.08567,0.0325,0.11817,0.843,0.00012,MS,MS,31.417,-4.751,99.4,1.372,352.369,Z,Z,Z,Z,Z,Z,11.551,-4.799,99.7,5.308,266.972,1.572,21.456,23.043,0.237,7.762,MS,9.086,87.132,4.596,305.196
28,02/01/2024 3:00,0.09108,0.03066,0.12175,0.87,0.00007,MS,MS,28.954,-4.581,99.4,0.844,7.558,0.00012,0.01091,0.02782,0.03873,0.288,0.00252,9.46,-4.654,99.7,3.717,268.651,0.923,20.032,20.974,0.233,9.39,MS,8.327,84.586,4.301,302.919
29,02/01/2024 4:00,Z,Z,Z,Z,Z,MS,MS,26.743,-4.872,99.4,0.438,61.859,0.00012,0.01207,0.02753,0.0396,0.28,0.00146,7.843,-4.714,99.758,3.236,274.646,Z,Z,Z,Z,Z,MS,4.813,70.808,6.252,296.596
30,02/01/2024 5:00,0.07567,0.02859,0.10426,0.704,-0.00022,MS,MS,27.363,-4.911,99.4,0.789,106.06,0.00012,0.01722,0.02868,0.04592,0.271,0.00159,6.645,-4.775,99.8,4.125,236.71,0.238,11.646,11.891,0.163,23.211,MS,2.736,60,8.589,291.289
31,02/01/2024 6:00,0.01049,0.0261,0.0366,0.293,0.00764,MS,MS,9.036,-1.702,80.631,6.81,339.311,0.00014,0.01129,0.02697,0.03827,0.253,0.00511,4.214,-3.952,99.623,5.285,240.794,0.176,13.097,13.28,0.17,22.911,MS,2.297,57.8,7.073,294.31
32,02/01/2024 7:00,-0.0004,0.01606,0.01565,0.201,0.01811,MS,MS,4.866,0.097,54.685,8.371,341.344,0.00024,0.02649,0.03527,0.06175,0.296,0.00125,4.61,-3.499,80.066,3.318,249.22,0.609,12.655,13.268,0.181,23.839,MS,2.951,55.644,6.472,292.589
33,02/01/2024 8:00,-0.00015,0.02062,0.02047,0.243,0.01375,MS,MS,6.247,0.08,54.237,7.004,346.273,0.00054,0.0768,0.04082,0.11761,0.477,0.00081,7.057,-2.634,74.832,1.39,203.745,3.244,18.833,22.08,0.221,17.359,MS,3.977,56.767,5.152,295.887
34,02/01/2024 9:00,0.0097,0.03209,0.04183,0.371,0.00428,MS,MS,10.984,0.258,53.015,2.489,18.749,0.00062,0.09668,0.03904,0.13573,0.685,0.00129,20.384,-3.308,89.721,1.627,127.435,43.108,30.873,73.98,0.236,8.764,MS,5.46,57.706,4.919,287.843
35,02/01/2024 10:00,0.04282,0.0372,0.08001,0.562,0.00149,MS,MS,13.534,-0.267,58.973,4.269,345.515,0.00054,0.08267,0.03676,0.11944,0.62,0.00117,13.359,-2.745,93.704,1.755,182.008,12.552,27.507,40.059,0.207,10.623,MS,5.203,58.124,4.119,313.797
36,02/01/2024 11:00,0.0185,0.02494,0.04343,0.362,0.00816,MS,MS,8.721,-0.423,58.097,4.413,344.201,0.0005,0.07113,0.03778,0.10891,M,0.00363,7.967,-1.772,77.51,1.889,249.923,12.649,20.252,32.898,0.231,21.865,MS,4.69,49.815,5.642,313.856
37,02/01/2024 12:00,0.0092,0.01498,0.02419,0.256,0.02089,MS,MS,6.424,1.743,45.355,7.84,8.37,0.00056,0.05561,0.0307,0.08631,0.449,0.009,9.292,0.213,64.435,3.439,208.459,10.404,12.937,23.336,0.211,25.317,MS,4.469,45.877,4.883,281.462
38,02/01/2024 13:00,0.00285,0.00678,0.00963,0.184,0.02893,MS,MS,4.316,2.443,42.509,8.248,13.639,0.00101,0.0333,0.03085,0.06414,0.365,0.0128,12.275,3.105,45.72,1.17,227.655,1.288,3.721,5.003,0.16,37.37,MS,2.702,39.65,6.769,345.214
39,02/01/2024 14:00,0.00283,0.00816,0.01099,0.19,0.02746,MS,MS,4.819,2.883,42.793,6.229,5.655,0.00089,0.04166,0.03811,0.07977,0.401,0.00945,14.586,3.743,45.092,3.515,134.62,0.917,3.464,4.373,0.161,37.235,MS,2.572,40.222,5.554,19.061
40,02/01/2024 15:00,0.00295,0.01236,0.0153,0.221,0.02444,MS,MS,6.012,2.66,44.455,3.122,31.617,0.00048,0.04666,0.03679,0.08345,0.477,0.00528,12.729,1.36,59.844,5.658,123.258,0.955,5.233,6.178,0.186,35.034,MS,3.343,43.557,4.765,24.193
41,02/01/2024 16:00,0.00604,0.01862,0.02467,0.288,0.01363,MS,MS,8.525,1.581,57.06,4.315,127.212,0.0004,0.05148,0.03676,0.08824,0.428,0.00334,12.414,0.166,67.639,4.763,120.273,1.427,9.285,10.7,0.212,29.198,MS,4.287,46.792,2.034,72.328
42,02/01/2024 17:00,0.00442,0.0209,0.02532,0.32,0.0077,MS,MS,9.511,-0.129,70.351,4.444,109.406,0.00041,0.05501,0.03571,0.09072,0.592,0.00118,10.768,-1.002,82.48,3.495,108.352,2.93,23.678,26.594,0.317,13.785,MS,6.649,57.146,4.753,72.612
43,02/01/2024 18:00,0.00165,0.0214,0.02305,0.303,0.00499,MS,MS,18.709,-1.671,87.06,5.521,72.701,0.00018,0.02236,0.02968,0.05204,0.306,0.00153,12.912,-2.013,98.598,4.379,78.192,4.717,29.128,33.83,0.37,4.591,MS,7.844,70.83,3.802,82.208
44,02/01/2024 19:00,0.00321,0.0189,0.02212,0.286,0.00221,MS,MS,31.514,-3.233,99.722,4.379,119.725,0.00009,0.00869,0.02339,0.03208,0.299,0.0015,21.373,-3.178,99.751,3.098,107.441,3.375,27.823,31.18,0.353,4.197,MS,12.79,76.343,3.256,119.698
45,02/01/2024 20:00,0.0069,0.0183,0.0252,0.305,0.0008,MS,MS,35.41,-4.275,99.515,4.633,114.866,0.00008,0.01111,0.01975,0.03086,0.244,0.00051,22.179,-5.84,99.678,6.13,91.934,8.99,28.99,37.984,0.393,2.315,MS,17.338,79.99,3.813,69.095
46,02/01/2024 21:00,0.00639,0.01728,0.02367,0.271,0.00045,MS,MS,31.631,-6.074,99.464,3.396,119.227,0.00006,0.00746,0.01872,0.02617,0.201,0.00104,24.306,-6.379,99.6,3.885,98.726,17.083,29.568,46.626,0.453,2.06,MS,20.023,81.589,2.147,121.848
47,02/01/2024 22:00,0.00628,0.01955,0.02584,0.271,0.00035,MS,MS,36.485,-6.189,99.403,1.218,139.364,0.00007,0.01061,0.02011,0.03072,0.215,0.00029,25.189,-6.316,99.6,1.771,175.74,30.763,29.469,60.208,0.511,2.223,MS,22.222,84.511,1.422,77.353
48,02/01/2024 23:00,0.02152,0.0239,0.04542,0.315,-0.00023,MS,MS,46.742,-6.291,99.4,1.638,165.814,0.00011,0.01713,0.02135,0.03848,0.251,0.00014,25.141,-6.594,99.6,0.839,147.921,41.217,24.448,65.653,0.566,2.152,MS,23.001,87.823,1.625,67.958
49,03/01/2024 0:00,0.0284,0.02451,0.05291,0.335,0,MS,MS,44.688,-6.693,99.4,2.599,112.837,0.00006,0.01143,0.02139,0.03282,0.26,0.00017,22.749,-7.298,99.6,3.013,136.781,41.391,22.565,63.929,0.516,2.05,MS,23.55,90.009,2.143,72.933
50,03/01/2024 1:00,0.01684,0.02233,0.03917,0.331,-0.00005,MS,MS,37.018,-6.924,99.4,3.767,148.757,-0.00001,0.00245,0.0172,0.01965,0.211,0.00304,22.526,-7.481,99.6,6.064,144.528,53.907,25.106,78.985,0.501,2.174,MS,26.555,91.11,2.609,93.738
51,03/01/2024 2:00,0.01932,0.022,0.04133,0.27,0.00004,MS,MS,34.005,-7.06,99.4,2.388,162.049,Z,Z,Z,Z,Z,Z,22.701,-7.304,99.6,2.968,134.449,47.071,26.805,73.847,0.416,1.959,MS,29.616,91.778,2.346,140.682
52,03/01/2024 3:00,0.00332,0.01737,0.02068,0.241,0.0018,MS,MS,29.746,-7.018,99.401,4.031,137.748,0,0.00082,0.01293,0.01375,0.212,0.00615,23.925,-7.055,99.6,4.983,121.449,46.832,28.111,74.911,0.417,1.889,MS,34.197,91.916,1.996,91.065
53,03/01/2024 4:00,Z,Z,Z,Z,M,MS,MS,31.464,-6.948,99.401,2.655,153.512,-0.00001,0.00041,0.00972,0.01012,0.207,0.00737,25.891,-6.798,99.6,4.836,132.338,Z,Z,Z,Z,Z,MS,25.892,92.019,3.345,145.409
54,03/01/2024 5:00,0.00112,0.0137,0.01482,0.206,0.00287,MS,MS,31.072,-6.692,99.4,3.656,131.042,0,0.00159,0.01091,0.0125,0.215,0.00474,26.631,-6.629,99.6,3.119,115.755,5.477,22.449,27.897,0.256,1.419,MS,20.674,92.006,4.135,147.955
55,03/01/2024 6:00,0.00257,0.01325,0.01582,0.212,0.0014,MS,MS,31.341,-6.574,99.4,4.606,126.841,0.00001,0.00462,0.01265,0.01727,0.232,0.00234,25.45,-6.289,99.6,3.859,102.502,3.823,19.431,23.226,0.239,1.525,MS,19.046,92.037,4.18,142.365
56,03/01/2024 7:00,0.00435,0.01287,0.01723,0.223,0.00154,MS,MS,28.339,-6.058,99.4,3.975,135.317,0.00002,0.00824,0.01452,0.02276,0.228,0.00201,25.306,-5.767,99.6,3.009,92.509,4.017,16.231,20.221,0.234,1.772,MS,19.411,92.278,4.701,144.584
57,03/01/2024 8:00,0.00456,0.01402,0.01858,0.238,0.00211,MS,MS,25.675,-5.636,99.391,4.595,134.821,0.00003,0.00787,0.01363,0.02149,0.236,0.00554,19.918,-5.238,99.599,4.636,119.392,3.813,15.358,19.146,0.231,2.398,MS,17.574,92.595,5.988,143.055
58,03/01/2024 9:00,0.00349,0.0133,0.0168,0.204,0.00432,MS,MS,18.318,-5.281,99.35,4.805,144.475,0.00002,0.00662,0.00986,0.01649,0.212,0.00956,13.573,-5.076,99.598,8.317,135.118,1.922,14.18,16.08,0.218,5.009,MS,13.666,92.792,5.441,135.052
59,03/01/2024 10:00,0.00629,0.01307,0.01936,0.2,0.00487,MS,MS,17.954,-5.04,99.333,4.804,157.227,0,0.00412,0.00877,0.01289,0.224,0.00969,14.648,-4.879,99.598,5.735,136.611,3.267,13.829,17.074,0.219,5.539,MS,13.198,92.972,3.269,49.829
60,03/01/2024 11:00,0.0075,0.01202,0.01953,0.194,0.00434,MS,MS,19.478,-5.13,99.315,4.628,131.596,0.00003,0.00671,0.00998,0.01668,0.23,0.00706,16.122,-5.201,99.598,4.275,114.311,3.204,10.683,13.867,0.22,7.958,MS,13.149,93.143,1.058,53.987
61,03/01/2024 12:00,0.01623,0.01373,0.02996,0.219,Z,MS,MS,22.507,-5.161,99.314,4.257,152.755,0.00003,0.00718,0.00943,0.01661,C,0.00632,20.061,-5.399,99.598,3.013,116.611,5.053,9.643,14.678,0.211,8.465,MS,13.569,93.239,2.778,282.546
62,03/01/2024 13:00,0.01382,0.0124,0.02622,0.221,S,MS,MS,24.318,-4.841,99.307,4.172,180.473,0.00002,0.00582,0.00807,0.01389,C,0.00743,19.89,-4.662,99.59,2.358,128.575,5.43,9.301,14.715,0.208,8.516,MS,14.24,93.443,1.984,275.645
63,03/01/2024 14:00,0.01226,0.01139,0.02365,0.236,0.00507,MS,MS,23.089,-4.504,99.31,4.393,169.557,0.00004,0.01017,0.01008,0.02025,C,0.00577,17.828,-4.463,99.586,1.696,114.899,5.689,8.19,13.866,0.205,9.517,MS,14.491,93.736,3.532,338.94
64,03/01/2024 15:00,0.00719,0.00971,0.01689,0.222,0.00604,MS,MS,21.573,-4.226,99.315,4.729,184.872,0.00001,0.0047,0.00828,0.01298,C,0.00811,18.594,-3.913,99.593,1.863,177.236,4.859,8.314,13.155,0.21,9.087,MS,14.965,94.004,2.598,328.993
65,03/01/2024 16:00,0.00329,0.00864,0.01193,0.21,0.00638,MS,MS,21.33,-4.096,99.316,5.016,181.429,0.00001,0.004,0.00933,0.01332,0.14,0.00734,21.134,-3.782,99.596,2.542,177.77,5.089,10.224,15.302,0.224,7.176,MS,14.372,94.144,1.769,158.57
66,03/01/2024 17:00,0.0028,0.01051,0.01331,0.224,0.00469,MS,MS,23.296,-4.149,99.318,4.264,185.575,0.00001,0.00285,0.01173,0.01458,0.158,0.00482,19.868,-3.714,99.597,3.369,148.034,4.486,13.12,17.595,0.257,4.297,MS,14.681,94.198,3.091,192.063
67,03/01/2024 18:00,0.00076,0.01195,0.01271,0.218,0.00343,MS,MS,22.918,-4.088,99.306,4.57,186.01,0.00001,0.00293,0.01328,0.01622,0.176,0.00333,18.08,-3.753,99.599,3.424,143.091,11.099,15.875,26.962,0.3,0.921,MS,15.388,94.168,1.93,170.525
68,03/01/2024 19:00,0.00468,0.01565,0.02035,0.246,0.00068,MS,MS,24.027,-3.978,99.311,3.894,191.86,-0.00001,0.00059,0.01029,0.01087,0.15,0.00628,17.521,-3.874,99.6,4.03,144.93,11.993,17.102,29.089,0.326,0.566,MS,17.321,94.102,2.647,186.198
69,03/01/2024 20:00,0.00185,0.01514,0.017,0.227,0.00102,MS,MS,21.375,-4.059,99.319,4.501,184.255,-0.00001,0.00043,0.01078,0.01122,0.153,0.00574,17.334,-3.869,99.6,3.304,151.932,4.78,16.565,21.338,0.255,0.602,MS,17.091,94.101,3.121,191.264
70,03/01/2024 21:00,0.00596,0.01711,0.02307,0.239,0.00036,MS,MS,28.623,-3.876,99.314,1.374,178.726,-0.00002,0.00079,0.01252,0.01331,0.17,0.00391,17.578,-3.89,99.6,1.033,150.974,9.052,17.36,26.408,0.313,0.793,MS,18.483,94.059,1.255,294.721
71,03/01/2024 22:00,0.01874,0.01799,0.03673,0.276,0.00026,MS,MS,29.322,-3.981,99.31,1.667,232.279,0,0.00277,0.01473,0.0175,0.192,0.00224,18.955,-4.224,99.6,1.739,272.83,15.856,16.067,31.921,0.34,0.563,MS,19.708,93.74,5.354,320.11
72,03/01/2024 23:00,0.01381,0.01693,0.03074,0.308,0.00012,MS,MS,27.753,-4.312,99.311,3.068,221.752,0.00001,0.00418,0.01612,0.0203,0.231,0.00038,23.025,-4.234,99.599,2.162,228.796,26.451,16.309,42.76,0.267,0.466,MS,16.117,93.251,5.603,336.155
73,04/01/2024 0:00,0.01237,0.01487,0.02725,0.272,0.00009,MS,MS,24.099,-5.581,99.337,1.294,199.897,0.00002,0.00775,0.01576,0.02351,0.237,0.00023,22.486,-4.885,99.6,2.175,244.935,27.344,15.357,42.702,0.294,0.317,MS,16.748,92.76,6.969,342.556
74,04/01/2024 1:00,0.01657,0.01474,0.03131,0.279,0.00027,MS,MS,22.645,-6.413,99.399,0.74,239.994,0.00008,0.01504,0.01617,0.0312,0.243,0.00015,20.276,-5.753,99.598,1.654,282.843,28.475,16.819,45.297,0.307,0.354,MS,16.49,92.395,8.718,347.042
75,04/01/2024 2:00,0.02879,0.01614,0.04493,0.319,0.00043,MS,MS,25.751,-6.866,99.4,0.212,315.955,Z,Z,Z,Z,Z,Z,18.856,-6.191,99.599,2.644,259.719,14.992,22.332,37.328,0.278,2.021,MS,11.013,92.862,9.552,335.653
76,04/01/2024 3:00,0.04584,0.01635,0.06219,0.384,0.00073,MS,MS,36.997,-7.089,99.4,0.093,314.826,0.00012,0.02056,0.02012,0.04068,0.288,0.00005,17.279,-6.171,99.599,3.39,265.575,1.497,17.839,19.343,0.215,13.074,MS,5.468,89.304,6.619,290.689
77,04/01/2024 4:00,Z,Z,Z,Z,Z,MS,MS,28.248,-7.127,99.4,0.686,27.988,0.00013,0.01853,0.02476,0.04329,0.27,0.00105,12.851,-5.839,99.598,3.434,272.305,Z,Z,Z,Z,Z,MS,3.724,76.889,5.853,286.928
78,04/01/2024 5:00,0.07958,0.01963,0.09921,0.512,0.00023,MS,MS,28.311,-7.637,99.413,0.321,229.494,0.00011,0.00948,0.02505,0.03453,0.245,0.00186,9.941,-5.961,99.599,4.369,261.312,0.319,15.174,15.501,0.19,18.193,MS,3.509,72.719,6.448,287.638
79,04/01/2024 6:00,0.08248,0.02075,0.10323,0.471,0.00029,MS,MS,28.284,-7.312,99.403,1.313,227.367,0.00017,0.01668,0.02967,0.04636,0.261,0.00176,7.737,-5.866,99.6,5.031,270.398,0.264,14.808,15.081,0.193,19.055,MS,3.167,70.265,5.874,287.794
80,04/01/2024 7:00,0.09417,0.02553,0.1197,0.47,0.00024,MS,MS,29.033,-6.986,99.4,0.432,182.73,0.00017,0.01578,0.03109,0.04687,0.289,0.0019,6.282,-5.623,99.66,4.624,258.07,4.046,23.11,27.165,0.229,11.915,MS,3.363,71.537,5.257,307.708
81,04/01/2024 8:00,0.07531,0.0298,0.1051,0.578,0.00035,MS,MS,20.563,-7.101,99.4,1.378,194.425,0.00023,0.03056,0.03552,0.06608,0.367,0.00089,5.013,-5.326,99.7,3.121,244.876,10.447,29.031,39.487,0.306,6.241,MS,3.889,75.095,6.172,310.144
82,04/01/2024 9:00,0.06827,0.03142,0.09969,0.59,0.00036,MS,MS,13.51,-7.021,99.4,0.631,127.805,0.00033,0.05058,0.03979,0.09036,0.44,0.00076,6.017,-5.463,99.7,3.227,271.257,3.618,20.538,24.181,0.255,13.031,MS,3.597,71.924,6.249,297.932
83,04/01/2024 10:00,0.08681,0.03113,0.11794,0.658,0.00113,MS,MS,15.632,-6.475,99.4,0.659,198.019,0.00037,0.05803,0.03735,0.09537,0.556,0.00289,6.257,-5.317,99.7,3.749,253.676,14.201,23.954,38.169,0.276,12.653,MS,4.73,69.632,5.108,274.275
84,04/01/2024 11:00,0.10021,0.03361,0.13382,0.716,0.00229,MS,MS,15.991,-3.537,99.314,1.676,177.54,0.00036,0.05452,0.03334,0.08787,0.458,0.00595,5.376,-3.308,99.779,3.557,221.865,16.358,21.906,38.283,0.382,13.002,MS,5.188,64.505,2.426,336.962
85,04/01/2024 12:00,0.07632,0.0329,0.10922,0.634,0.00466,MS,MS,15.94,-1.657,99.3,1.409,164.019,0.00033,0.04857,0.03069,0.07923,0.464,0.00857,5.823,-1.058,94.84,2.228,222.578,15.816,21.812,37.634,0.339,18.233,MS,4.359,52.122,2.553,149.434
86,04/01/2024 13:00,0.04491,0.03146,0.07637,0.49,0.00974,MS,MS,9.969,-0.08,96.392,4.364,182.53,0.00037,0.04115,0.02732,0.06844,0.424,0.01059,8.028,0.708,85.577,6.07,125.991,9.155,16.857,26.039,0.291,25.829,MS,4.6,45.078,5.994,145.728
87,04/01/2024 14:00,0.05316,0.03676,0.08992,0.499,0.00873,MS,MS,15.02,2.96,65.636,2.544,170.341,0.00026,0.00962,0.01448,0.02408,0.255,0.02187,6.33,3.329,60.112,8.141,136.13,5.586,13.265,18.861,0.247,29.347,MS,4.536,41.547,4.86,146.013
88,04/01/2024 15:00,0.02374,0.02931,0.05305,0.343,0.01266,MS,MS,12.143,4.014,53.137,3.207,170.58,0.00029,0.01505,0.01954,0.0346,0.249,0.0149,7.164,3.273,63.772,6.815,120.384,10.645,21.754,32.411,0.343,22.313,MS,7.222,41.117,4.6,159.067
