4132,22/06/2021 3:00,0.00708,0.02917,0.03624,0.383,0.00137,MS,MS,11.018,11.479,87.1,1.25,346.59,0.00009,0.00033,0.00693,0.00726,0.142,0.02556,10.868,14.635,62.222,8.797,278.667,0.032,6.604,6.623,0.144,C,MS,12.326,61.199,8.044,314.795
4133,22/06/2021 4:00,Z,Z,Z,Z,Z,MS,MS,9.781,11.07,92.431,1.01,346.654,0.00012,0.00099,0.00665,0.00763,0.131,0.01985,10.748,13.641,67.079,9.731,273.279,Z,Z,Z,Z,C,MS,12.91,65.516,7.926,312.286
4134,22/06/2021 5:00,0.00054,0.01354,0.01407,0.204,0.01192,MS,MS,8.872,11.203,94.574,0.929,287.659,0.0001,0.00112,0.00592,0.00704,0.13,0.01936,11.167,13.453,64.818,10.356,278.684,0.178,7.285,7.447,0.139,C,MS,13.361,65.707,7.578,308.163
4135,22/06/2021 6:00,0.01866,0.02183,0.04047,0.197,0.00587,MS,MS,9.254,13.232,78.448,0.432,185.028,0.00015,0.0016,0.00659,0.0082,0.148,0.02008,10.849,14.371,58.075,10.873,272.925,1.296,7.616,8.897,0.133,C,MS,13.256,57.171,8.714,311.878
4136,22/06/2021 7:00,0.01207,0.01722,0.02929,0.194,0.01266,MS,MS,8.109,18.547,48.047,0.907,329.115,0.00047,0.00274,0.00734,0.01007,0.166,0.02294,11.011,17.322,47.578,10.391,279.78,3.365,8.381,11.732,0.142,C,MS,13.891,49.241,9.23,304.5
4137,22/06/2021 8:00,0.00807,0.01389,0.02196,0.19,0.01955,MS,MS,6.661,21.013,40.32,3.986,325.46,0.00033,0.00294,0.00757,0.0105,0.167,0.02659,9.088,21.131,37.983,11.003,281.196,2.651,7.272,9.908,0.137,C,MS,11.694,42.854,8.79,302.291
4138,22/06/2021 9:00,0.0032,0.00702,0.01021,0.161,0.03035,MS,MS,5.179,24.135,32.146,11.683,291.533,0.00022,0.00155,0.00481,0.00638,0.155,0.03208,4.774,23.944,34.204,13.096,268.837,2.004,5.211,7.2,0.128,C,MS,11.401,37.466,8.982,298.878
4139,22/06/2021 10:00,0.00219,0.00574,0.00792,0.158,0.03403,MS,MS,3.811,25.157,31.108,11.566,287.764,0.00012,0.00142,0.00423,0.00564,0.14,0.03306,5.236,25.082,33.627,13.068,275.653,1.464,4.564,6.013,0.142,C,MS,11.179,34.745,8.845,294.961
4140,22/06/2021 11:00,0.00076,0.00202,0.00279,0.129,0.03992,MS,MS,1.982,26.941,25.49,12.578,310.65,0.00004,0.00069,0.00263,0.00331,0.126,0.03725,3.341,27.293,25.18,10.428,295.791,0.306,1.757,2.048,0.129,C,MS,8.551,25.483,9.524,303.529
4141,22/06/2021 12:00,0.00027,0.00091,0.00117,0.117,0.04007,MS,MS,1.964,27.867,22.328,12.372,313.305,0.00017,0.00038,0.00201,0.00239,0.131,0.0391,2.971,28.114,23.602,10.116,282.081,0.175,0.967,1.127,0.118,C,MS,5.668,20.54,7.814,320.387
4142,22/06/2021 13:00,0.00034,0.00122,0.00156,0.119,0.04158,MS,MS,3.605,28.402,21.926,7.295,311.499,0.00008,0.00025,0.00166,0.00192,0.121,0.04024,2.537,29.136,21.581,10.706,267.773,0.178,1.004,1.167,0.116,40.992,MS,5.678,19.272,7.014,299.758
4143,22/06/2021 14:00,0.0003,0.00115,0.00145,0.117,0.04424,MS,MS,3.762,29.626,19.589,11.752,302.272,0.00004,0.00032,0.00193,0.00225,0.12,0.04149,2.969,29.66,20.363,10.951,269.063,0.107,0.905,0.998,0.113,42.946,MS,4.67,17.143,11.516,296.41
4144,22/06/2021 15:00,0.00053,0.00169,0.00221,0.116,0.04298,MS,MS,3.897,30.427,17.76,13.902,281.56,0.00005,0.00032,0.00174,0.00206,0.119,0.04045,2.662,30.456,20.579,10.709,257.708,0.215,1.176,1.376,0.115,43.653,MS,4.693,15.735,14.667,284.825
4145,22/06/2021 16:00,0.00055,0.0017,0.00225,0.116,0.04238,MS,MS,3.653,30.837,17.301,14.952,287.384,0.00005,0.00021,0.00143,0.00164,0.119,0.04016,2.279,30.924,20.036,12.168,255.427,0.157,1.023,1.164,0.111,44.351,MS,4.66,14.686,16.179,287.041
4146,22/06/2021 17:00,0.00049,0.00159,0.00207,0.113,0.04275,MS,MS,3.919,30.894,17.072,11.525,273.371,0.00004,0.00011,0.00125,0.00136,0.115,0.04084,2.294,31.042,19.15,13.456,266.009,0.158,1.066,1.209,0.114,43.952,MS,5.454,15.034,13.915,287.207
4147,22/06/2021 18:00,0.00053,0.00216,0.0027,0.115,0.0442,MS,MS,4.517,30.898,16.778,14.213,286.983,0.00002,0.00006,0.00109,0.00115,0.112,0.04233,2.416,31.224,18.364,15.049,284.558,0.147,1.13,1.261,0.117,45.115,MS,5.66,14.376,14.918,285.467
4148,22/06/2021 19:00,0.00024,0.00154,0.00178,0.111,0.04593,MS,MS,4.499,30.075,16.37,19.626,286.825,0.00007,0.00005,0.00114,0.00119,0.113,0.04352,3.05,30.6,18.845,17.895,279.645,0.117,1.254,1.356,0.116,45.157,MS,5.083,14.947,16.567,278.919
4149,22/06/2021 20:00,0.00045,0.00371,0.00416,0.12,0.04228,MS,MS,4.234,29.19,17.908,15.997,281.923,0.0001,0.00003,0.00159,0.00162,0.115,0.04253,3.108,29.44,20.477,16.222,283.318,0.092,1.774,1.851,0.119,42.848,MS,4.74,17.098,11.966,290.333
4150,22/06/2021 21:00,0.0001,0.00319,0.00329,0.125,0.04187,MS,MS,3.918,27.783,19.07,15.572,283.422,0.00009,-0.00003,0.00177,0.00174,0.116,0.04158,3.689,27.659,22.418,15.82,284.388,0.015,2.226,2.225,0.125,40.914,MS,4.815,20.11,9.171,299.306
4151,22/06/2021 22:00,0.00014,0.00301,0.00315,0.13,0.04074,MS,MS,2.408,26.273,21.377,16.516,298.39,0.00009,-0.00004,0.00206,0.00202,0.121,0.0389,4.549,25.317,26.361,13.219,281.587,-0.001,2.803,2.786,0.128,37.843,MS,5.5,25.053,7.189,296.581
4152,22/06/2021 23:00,0.00001,0.00324,0.00325,0.13,0.03839,MS,MS,3.711,24.406,24.946,15.58,311.502,0.0001,0.00001,0.00256,0.00257,0.125,0.03694,5.576,23.986,28.124,8.545,292.397,-0.009,3.49,3.467,0.134,34.922,MS,7.232,29.214,6.869,292.348
4153,23/06/2021 0:00,0,0.00304,0.00304,0.126,0.03709,MS,MS,4.932,22.938,28.101,14.64,313.299,0.00023,0.00006,0.00265,0.00271,0.121,0.03692,6.253,23.525,28.357,8.23,307.907,-0.016,3.573,3.541,0.125,33.766,MS,8.117,32.479,6.447,292.438
4154,23/06/2021 1:00,0.00007,0.00472,0.00479,0.127,0.03227,MS,MS,6.144,20.819,35.446,14.488,343.245,0.0004,0.00008,0.00437,0.00445,0.125,0.03309,7.893,22.262,32.548,9.955,347.633,0.011,3.775,3.769,0.126,34.504,MS,9.198,35.527,7.568,346.422
4155,23/06/2021 2:00,0.00001,0.00478,0.0048,0.129,0.03107,MS,MS,7.681,18.688,46.519,10.92,346.858,Z,Z,Z,Z,Z,Z,9.471,20.447,41.214,8.425,346.612,0.003,3.042,3.03,0.129,37.452,MS,9.931,38.251,3.156,277.318
4156,23/06/2021 3:00,0.00002,0.00688,0.0069,0.132,0.02785,MS,MS,5.193,17.661,49.368,13.151,352.84,0.0009,0.00009,0.00695,0.00703,0.137,0.02884,10.821,19.114,45.832,11.908,351.467,0.001,3.412,3.398,0.13,33.03,MS,10.508,45.648,6.688,7.896
4157,23/06/2021 4:00,Z,Z,Z,Z,Z,MS,MS,7.989,16.057,59.491,12.94,338.195,0.00028,0.00043,0.0067,0.00713,0.125,0.02712,9.13,17.756,52.423,13.886,2.199,Z,Z,Z,Z,Z,MS,8.165,54.569,5.239,1.386
4158,23/06/2021 5:00,0.00007,0.00549,0.00556,0.135,0.02558,MS,MS,7.436,14.986,67.272,13.654,338.29,0.00057,0.00043,0.00742,0.00785,0.138,0.02457,8.781,16.504,59.362,11.847,343.066,0.109,3.31,3.404,0.126,29.366,MS,7.895,60.483,7.027,337.902
4159,23/06/2021 6:00,0.00046,0.00499,0.00545,0.144,0.02535,MS,MS,4.977,15.468,68.708,12.285,333.496,0.00058,0.00129,0.00847,0.00976,0.14,0.0231,8.247,16.317,63.192,11.009,326.666,0.732,6.319,7.037,0.134,24.861,MS,9.701,63.262,6.636,304.032
4160,23/06/2021 7:00,0.00078,0.00427,0.00505,0.131,0.0313,MS,MS,2.964,16.576,56.185,15.517,333.928,0.00069,0.00243,0.00805,0.01048,0.137,0.02805,5.853,17.293,54.551,13.618,335.439,0.78,5.379,6.146,0.139,28.804,MS,9.52,56.15,6.381,318.505
4161,23/06/2021 8:00,0.00126,0.00706,0.00832,0.149,0.03076,MS,MS,3.016,16.826,50.778,11.925,335.003,0.00047,0.00227,0.00917,0.01144,0.157,0.02933,6.198,17.717,47.81,10.613,331.596,0.781,5.698,6.465,0.132,31.914,MS,6.143,49.721,6.727,332.409
4162,23/06/2021 9:00,0.00079,0.00376,0.00456,0.135,0.0347,MS,MS,3.407,17.463,49.29,10.169,335.835,0.00039,0.00148,0.00557,0.00705,0.133,0.03534,4.747,18.177,43.082,9.067,337.504,1.023,4.224,5.233,0.13,34.016,MS,8.149,47.278,5.436,326.256
4163,23/06/2021 10:00,0.00064,0.00236,0.003,0.122,0.03939,MS,MS,3.82,18.811,42.05,2.822,325.567,0.00058,0.00113,0.00442,0.00555,0.148,0.03782,4.24,19.24,41.436,2.414,349.641,0.52,2.323,2.83,0.111,40.624,MS,5.818,37.9,1.545,349.908
4164,23/06/2021 11:00,0.00073,0.0028,0.00353,0.126,0.04415,MS,MS,4.532,19.897,37.635,2.448,65.81,0.0005,0.00134,0.0047,0.00605,0.152,0.04292,4.796,20.618,36.733,3.698,353.639,0.244,1.567,1.798,0.113,43.842,MS,3.908,33.392,4.242,23.96
4165,23/06/2021 12:00,0.00075,0.00351,0.00426,0.13,0.04976,MS,MS,6.407,20.958,35.788,2.158,102.736,0.00032,0.00083,0.00423,0.00507,0.141,0.0483,5.573,22.294,34.758,2.673,163.036,0.297,2.113,2.398,0.118,46.589,MS,4.006,33.395,6.799,59.786
4166,23/06/2021 13:00,0.00056,0.00389,0.00446,0.134,0.05483,MS,MS,11.004,21.319,35.827,4.544,114.884,0.0002,0.00038,0.00263,0.003,0.122,0.05114,3.452,23.556,33.945,7.487,146.457,0.355,3.272,3.614,0.142,55.901,MS,5.291,32.397,3.708,129.453
4167,23/06/2021 14:00,0.00043,0.00276,0.00319,0.12,0.05302,MS,MS,8.453,22.448,35.015,8.455,119.72,0.0002,0.00029,0.00193,0.00222,0.114,0.04863,3.319,23.638,34.866,13.054,132.893,0.446,3.85,4.283,0.143,59.257,MS,8.375,31.05,6.669,146.469
4168,23/06/2021 15:00,0.00039,0.00261,0.003,0.123,0.05137,MS,MS,8.423,22.665,35.361,11.963,106.298,0.00022,0.00032,0.00232,0.00265,0.127,0.04999,3.685,24.007,35.199,13.202,128.844,0.302,3.067,3.358,0.127,53.377,MS,6.727,32.048,8.653,112.245
4169,23/06/2021 16:00,0.0003,0.00277,0.00307,0.149,0.05345,MS,MS,7.636,22.623,36.433,11.115,94.594,0.00021,0.00038,0.00281,0.00319,0.143,0.05222,4.755,23.978,35.311,14.366,106.001,0.213,3.049,3.251,0.139,53.797,MS,5.9,32.851,6.691,122.111
4170,23/06/2021 17:00,0.00027,0.00272,0.00299,0.135,0.05263,MS,MS,10.51,22.897,37.087,14.144,90.063,0.00021,0.00039,0.00343,0.00381,0.138,0.05034,9.27,23.66,36.548,15.802,101.879,0.248,3.043,3.279,0.154,54.492,MS,8.183,33.664,9.872,92.54
4171,23/06/2021 18:00,0.00023,0.00282,0.00305,0.125,0.04858,MS,MS,14.822,21.796,39.889,17.078,82.124,0.00016,0.00029,0.00358,0.00388,0.122,0.04621,11.833,22.581,39.512,15.792,85.314,0.246,2.944,3.18,0.132,50.539,MS,10.023,36.253,11.139,92.122
4172,23/06/2021 19:00,0.00016,0.00266,0.00282,0.12,0.04784,MS,MS,10.907,21.151,40.37,15.472,86.594,0.00015,0.0004,0.00363,0.00403,0.116,0.04471,10.578,21.909,39.985,16.901,87.319,0.284,1.158,1.431,0.127,48.775,MS,8.484,37.739,9.823,83.276
4173,23/06/2021 20:00,0.00018,0.00434,0.00452,0.124,0.04277,MS,MS,9.604,19.949,44.471,15.314,77.721,0.00015,0.00028,0.0043,0.00457,0.117,0.04195,8.064,20.772,42.759,12.604,81.484,0.392,2.019,2.398,0.133,44.072,MS,7.909,40.561,8.428,88.835
4174,23/06/2021 21:00,0.00007,0.00551,0.00558,0.132,0.03925,MS,MS,8.139,18.6,49.888,13.636,59.51,0.00014,0.00036,0.00863,0.009,0.124,0.03335,8.527,19.249,50.517,11.746,50.684,0.293,1.696,1.981,0.131,41.735,MS,6.894,44.254,9.263,66.621
4175,23/06/2021 22:00,0.00004,0.00634,0.00638,0.128,0.03569,MS,MS,6.58,18.115,52.181,15.248,42.219,0.00014,0.00021,0.00711,0.00732,0.125,0.03343,8.84,18.002,55.97,15.306,41.394,0.291,2.466,2.747,0.124,36.939,MS,7.752,48.979,9.496,54.791
4176,23/06/2021 23:00,0.00003,0.00403,0.00406,0.121,0.03461,MS,MS,6.096,16.415,69.53,14.632,36.827,0.00013,0.0002,0.00616,0.00636,0.122,0.0308,7.361,16.946,65.778,14.106,39.494,0.324,1.521,1.835,0.123,37.741,MS,8.309,65.959,7.147,50.827
4177,24/06/2021 0:00,0.00004,0.00378,0.00382,0.121,0.03222,MS,MS,6.807,14.901,92.313,10.743,33.099,0.00009,0.00013,0.00442,0.00455,0.123,0.02903,6.126,15.233,93.222,11.149,28.85,0.327,1.654,1.972,0.126,33.511,MS,8.905,75.757,5.141,44.291
4178,24/06/2021 1:00,0.00003,0.00349,0.00353,0.121,0.03256,MS,MS,8.271,14.459,100.036,5.116,18.106,0.00008,0.00011,0.0045,0.00461,0.126,0.0284,6.313,14.492,99.811,6.014,11.194,0.36,1.67,2.02,0.12,32.001,MS,9.368,79.712,3.634,11.174
4179,24/06/2021 2:00,0.00005,0.00388,0.00392,0.128,0.031,MS,MS,11.191,13.872,99.893,4.755,51.978,Z,Z,Z,Z,Z,Z,7.136,14.051,99.624,6.751,27.095,0.355,2.189,2.535,0.124,29.838,MS,10.502,86.872,2.56,83.528
4180,24/06/2021 3:00,0.00004,0.00336,0.0034,0.121,0.03083,MS,MS,12.637,13.295,99.864,6.381,67.961,0.00005,0.00017,0.00534,0.00552,0.122,0.02932,3.132,13.216,99.586,9.177,59.44,0.333,2.055,2.38,0.127,33.947,MS,9.924,88.937,4.622,84.197
4181,24/06/2021 4:00,Z,Z,Z,Z,Z,MS,MS,6.472,12.976,99.899,6.701,78.977,0.00005,0.00018,0.00636,0.00654,0.124,0.02743,2.288,13.073,99.61,6.179,71.174,M,M,M,Z,Z,MS,7.364,87.561,4.072,108.195
4182,24/06/2021 5:00,0.00005,0.00456,0.00462,0.118,0.02942,MS,MS,6.223,12.826,99.899,4.016,132.071,0.00004,0.00038,0.00655,0.00693,0.122,0.02791,1.941,12.927,99.627,7.212,91.671,0.311,1.857,2.161,0.116,34.497,MS,5.893,85.862,3.865,109.023
4183,24/06/2021 6:00,0.00011,0.00555,0.00566,0.128,0.03024,MS,MS,6.139,12.429,99.861,6.975,36.072,0.00004,0.00127,0.00762,0.00889,0.135,0.026,2.426,12.759,99.587,5.69,82.367,0.33,1.76,2.083,0.123,33.565,MS,6.382,89.459,5.049,65.697
4184,24/06/2021 7:00,0.00028,0.00754,0.00782,0.148,0.03135,MS,MS,3.033,11.874,99.824,6.033,13.117,0.00004,0.00176,0.01195,0.01371,0.152,0.02472,2.626,12.21,99.502,9.283,37.531,0.353,1.613,1.959,0.127,36.779,MS,3.46,91.243,4.694,16.358
4185,24/06/2021 8:00,0.00136,0.01265,0.014,0.179,0.02435,MS,MS,3.722,12.064,99.802,8.13,333.545,0.00005,0.00176,0.01482,0.01659,0.171,0.0221,2.961,12.295,99.5,5.385,20.14,0.399,2.151,2.543,0.142,33.376,MS,3.522,90.774,4.48,343.306
4186,24/06/2021 9:00,0.00118,0.00975,0.01093,0.175,0.02118,MS,MS,5.689,12.29,99.801,9.609,340.161,0.00008,0.00248,0.01516,0.01763,0.194,0.02066,4.612,12.717,99.571,7.999,347.117,0.482,1.615,2.091,0.144,28.133,MS,6.904,90.918,6.489,348.758
4187,24/06/2021 10:00,0.00137,0.0063,0.00767,0.161,0.0255,MS,MS,6.243,12.705,99.823,7.332,322.799,0.00007,0.00279,0.01158,0.01437,0.184,0.02218,4.312,12.899,99.615,6.029,347.348,0.56,1.829,2.383,0.144,29.654,MS,7.334,88.327,3.994,327.672
4188,24/06/2021 11:00,0.00077,0.0033,0.00407,0.145,0.02875,MS,MS,6.869,13.976,99.969,7.29,307.903,0.00011,0.00219,0.00732,0.00952,0.163,0.0306,3.071,14.059,99.815,6.949,316.045,0.642,1.147,1.782,0.138,30.684,MS,8.533,85.173,5.451,277.168
4189,24/06/2021 12:00,0.00121,0.00419,0.00541,0.154,0.03102,MS,MS,8.462,15.354,96.825,6.092,305.986,0.00007,0.00159,0.00515,0.00675,0.164,0.03259,3.011,15.11,94.861,7.15,289.015,1,2.229,3.216,0.135,32.516,MS,8.687,78.086,6.683,277.114
4190,24/06/2021 13:00,0.00078,0.0033,0.00407,0.142,0.03399,MS,MS,6.933,16.068,79.393,4.049,328.12,0.00008,0.00078,0.00357,0.00435,0.151,0.03557,3.982,15.889,84.544,6.944,260.963,Z,Z,Z,0.117,38.693,MS,6.381,63.051,5.359,337.356
4191,24/06/2021 14:00,0.00047,0.00227,0.00274,0.135,0.0404,MS,MS,5.444,17.73,62.787,4.198,317.716,0.0001,0.0005,0.00297,0.00347,0.148,0.03656,4.578,16.983,79.128,3.133,244.208,0.226,2.928,3.16,0.117,41.373,MS,7.621,55.875,4.766,28.754
4192,24/06/2021 15:00,0.00025,0.0018,0.00205,0.129,0.04354,MS,MS,4.931,18.577,52.724,2.996,358.63,0.00014,0.00066,0.00362,0.00428,0.155,0.03945,5.126,18.701,65.952,2.619,197.584,0.176,2.508,2.679,0.12,40.084,MS,8.31,58.833,4.594,16.623
4193,24/06/2021 16:00,0.00028,0.00216,0.00244,0.134,0.04033,MS,MS,6.376,18.025,56.704,5.186,341.245,0.00013,0.00054,0.00389,0.00442,0.16,0.04049,6.186,18.302,63.649,3.1,214.233,0.251,2.305,2.553,0.119,42.336,MS,9.163,54.054,1.721,313.327
4194,24/06/2021 17:00,0.00067,0.00264,0.0033,0.145,0.04339,MS,MS,5.895,19.04,51.631,2.737,78.208,0.00015,0.00092,0.00462,0.00554,0.162,0.04164,6.663,19.981,56.917,3.784,113.788,0.27,1.998,2.265,0.121,45.117,MS,14.756,48.728,0.597,140.96
4195,24/06/2021 18:00,0.00078,0.00407,0.00485,0.148,0.04467,MS,MS,6.742,19.978,49.318,2.023,195.694,0.00012,0.00051,0.0038,0.00432,0.156,0.04414,6.683,19.391,59.248,5.628,140.268,0.353,2.381,2.733,0.169,46.306,MS,9.366,46.426,4.649,214.746
4196,24/06/2021 19:00,0.00062,0.00539,0.00602,0.165,0.04466,MS,MS,10.085,18.871,56.891,4.707,177.294,0.00011,0.00019,0.00284,0.00303,0.16,0.04509,4.676,19.039,61.356,7.179,165.149,0.17,2.751,2.921,0.13,46.211,MS,12.337,50.108,5.798,232.011
4197,24/06/2021 20:00,0.00017,0.00416,0.00434,0.161,0.04329,MS,MS,6.619,18.258,59.917,5.974,177.526,0.00008,0.0001,0.00264,0.00274,0.147,0.04313,4.349,18.322,64.332,8.995,159.392,0.124,3.093,3.217,0.124,44.141,MS,8.586,53.037,6.686,223.239
4198,24/06/2021 21:00,0.00009,0.0038,0.00388,0.147,0.03829,MS,MS,4.995,17.498,63.679,5.788,188.246,0.00008,0.00007,0.00264,0.00271,0.142,0.0378,3.191,18.011,67.071,9.926,186.546,0.065,3.102,3.168,0.121,39.538,MS,7.059,58.415,4.551,212.204
4199,24/06/2021 22:00,0.01536,0.01872,0.03409,0.166,0.02035,MS,MS,4.866,16.216,75.834,5.083,184.711,0.00024,0.00005,0.00408,0.00413,0.156,0.03308,2.234,17.032,74.69,7.188,191.121,0.093,4.447,4.543,0.114,33.283,MS,5.31,65.48,5.206,205.421
4200,24/06/2021 23:00,0.00014,0.01048,0.01062,0.167,0.02169,MS,MS,4.249,15.16,86.473,3.452,177.904,0.00007,0.00006,0.00326,0.00332,0.14,0.02918,1.911,15.878,88.706,7.118,198.736,0.044,3.985,4.031,0.115,30.347,MS,4.106,68.627,3.497,212.267
4201,25/06/2021 0:00,0.00011,0.00965,0.00976,0.18,0.01709,MS,MS,5.082,13.706,100.007,1.747,153.289,0.00008,0.00009,0.00592,0.006,0.184,0.02273,2.032,14.927,98.841,4.467,213.7,0.084,3.341,3.43,0.107,29.455,MS,3.348,67.124,3.186,259.173
4202,25/06/2021 1:00,0.00013,0.01141,0.01153,0.177,0.01044,MS,MS,7.822,12.302,99.884,0.806,226.107,0.00011,0.00012,0.00672,0.00684,0.153,0.0184,2.229,14.151,99.81,3.176,231.52,0.034,3.69,3.729,0.106,23.936,MS,4.276,75.031,3.994,308.218
4203,25/06/2021 2:00,0.00139,0.01595,0.01734,0.169,0.0041,MS,MS,6.841,11.872,99.857,0.802,279.08,Z,Z,Z,Z,Z,Z,2.828,13.774,99.809,5.801,266.669,0.047,5.11,5.163,0.11,16.815,MS,7.053,83.184,6.693,306.576
4204,25/06/2021 3:00,0.00448,0.01528,0.01975,0.181,0.00295,MS,MS,8.279,11.933,99.826,2.898,332.34,0.00007,0.0013,0.00503,0.00632,0.132,0.01112,5.879,13.413,99.735,9.342,276.04,0.091,6.159,6.257,0.138,9.664,MS,8.754,86.136,7.23,307.758
4205,25/06/2021 4:00,Z,Z,Z,Z,Z,MS,MS,13.29,14.174,99.008,6.838,331.384,0.00011,0.00291,0.00692,0.00982,0.141,0.00709,6.049,13.213,99.708,7.266,266.754,Z,Z,Z,Z,Z,MS,5.851,83.829,7.186,300.187
4206,25/06/2021 5:00,0.00034,0.00675,0.00709,0.134,0.00997,MS,MS,17.373,14.569,91.719,11.161,323.356,0.00028,0.00158,0.00689,0.00847,0.144,0.00826,3.726,14.48,98.61,8.565,288.281,0.18,5.557,5.743,0.112,11.307,MS,2.83,77.441,7.524,294.984
4207,25/06/2021 6:00,0.00087,0.00569,0.00656,0.138,0.01258,MS,MS,14.893,15.149,78.286,10.648,316.714,0.0002,0.00392,0.0082,0.01213,0.167,0.00743,3.977,14.902,89.199,7.373,281.837,0.994,5.021,6.021,0.115,12.836,MS,2.226,72.34,7.176,293.957
4208,25/06/2021 7:00,0.00231,0.00588,0.00818,0.147,0.01387,MS,MS,13.063,16.375,68.177,13.492,317.256,0.00032,0.01152,0.01221,0.02372,0.21,0.0078,4.625,16.255,76.18,7.199,294.894,3.115,6.007,9.128,0.132,12.409,MS,3.356,67.507,9.761,290.7
4209,25/06/2021 8:00,0.00244,0.00381,0.00625,0.135,0.01899,MS,MS,10.458,18.653,56.591,18.091,333.497,0.00062,0.00752,0.00882,0.01635,0.459,0.01497,6.447,18.577,58.927,12.01,330.64,2.568,3.897,6.469,0.124,16.84,MS,9.713,56.967,9.282,291.863
4210,25/06/2021 9:00,0.00115,0.00209,0.00324,0.117,0.0232,MS,MS,8.828,20.248,49.806,16.007,336.542,0.00046,0.00806,0.00716,0.01522,0.135,0.02071,4.114,20.538,49.759,13.716,337.374,2.468,3.459,5.933,0.117,18.741,MS,5.348,51.828,8.049,304.625
4211,25/06/2021 10:00,0.00096,0.00185,0.00281,0.111,0.02579,MS,MS,10.618,21.579,44.825,12.445,338.442,0.00029,0.00236,0.00384,0.0062,0.115,0.02529,2.371,21.825,44.284,12.822,342.399,0.462,1.494,1.958,0.089,27.191,MS,4.242,41.418,8.807,333.081
4212,25/06/2021 11:00,0.00054,0.00133,0.00187,0.106,0.02774,MS,MS,11.235,22.494,40.608,13.779,333.709,0.00023,0.00215,0.00333,0.00548,0.115,0.0282,2.077,23.105,39.289,11.759,339.184,0.506,1.441,1.949,0.08,28.054,MS,5.54,38.306,9.101,322.812
4213,25/06/2021 12:00,0.00047,0.00117,0.00164,0.104,0.02759,MS,MS,10.21,23.04,39.619,12.9,333.254,0.00015,0.00096,0.00255,0.00351,0.12,0.02896,1.774,23.626,38.266,10.427,326.984,0.272,0.978,1.25,0.079,26.742,MS,8.248,36.871,9.67,327.286
4214,25/06/2021 13:00,0.00059,0.00136,0.00196,0.107,0.02564,MS,MS,7.789,23.851,39.54,14,331.955,0.00015,0.00113,0.00257,0.0037,0.111,0.02832,1.842,24.459,38.031,9.883,321.963,0.387,1.132,1.517,0.082,25.576,MS,5.831,36.721,9.613,338.118
4215,25/06/2021 14:00,0.00051,0.0012,0.00171,0.108,0.025,MS,MS,5.913,24.507,39.662,15.158,339.817,0.00017,0.00121,0.00264,0.00385,0.114,0.02708,1.905,25.454,37.337,9.844,324.817,0.351,1.077,1.426,0.075,25.711,MS,3.539,36.096,10.599,344.181
4216,25/06/2021 15:00,0.00055,0.00125,0.0018,0.111,0.02657,MS,MS,5.152,25.009,37.979,18.22,343.781,0.0002,0.00106,0.00217,0.00323,0.117,0.02705,2.332,26.049,36.088,16.614,337.2,0.33,1.091,1.418,0.077,27.104,MS,4.418,33.879,13.237,351.148
4217,25/06/2021 16:00,0.00058,0.00152,0.0021,0.115,0.03018,MS,MS,4.05,25.598,35.613,19.759,352.209,0.00015,0.00095,0.00214,0.00308,0.11,0.02972,3.181,26.586,34.43,19.196,354.918,0.271,1.037,1.304,0.083,29.05,MS,3.89,32.492,14.046,12.239
4218,25/06/2021 17:00,0.00052,0.00148,0.002,0.117,0.02965,MS,MS,5.385,25.83,36.471,19.163,349.399,0.00015,0.00072,0.00189,0.00261,0.111,0.03032,2.733,27.037,34.139,16.69,349.589,0.297,1.279,1.57,0.084,29.656,MS,4.556,34.11,11.424,9.276
4219,25/06/2021 18:00,0.00076,0.00224,0.003,0.127,0.02983,MS,MS,4.882,25.84,37.839,17.01,3.846,0.00022,0.00048,0.00168,0.00215,0.109,0.0306,1.739,26.921,36.343,15.674,343.501,0.226,1.308,1.528,0.087,30.711,MS,6.531,35.232,12.192,9.841
4220,25/06/2021 19:00,0.0005,0.00213,0.00263,0.122,0.03176,MS,MS,4.994,25.69,38.526,16.778,0.408,0.0002,0.00047,0.00218,0.00265,0.112,0.0317,1.893,26.849,36.902,14.727,352.937,0.177,1.306,1.477,0.093,32.946,MS,4.161,35.695,13.65,31.119
4221,25/06/2021 20:00,0.00028,0.00273,0.00301,0.128,0.03488,MS,MS,5.952,25.441,38.153,14.264,1.203,0.00025,0.0004,0.00314,0.00354,0.121,0.03199,1.569,26.274,39.866,9.666,20.463,0.121,1.595,1.708,0.094,35.823,MS,3.416,35.798,11.716,30.093
4222,25/06/2021 21:00,0.00013,0.00517,0.00529,0.154,0.0354,MS,MS,N,24.496,40.388,10.388,12.095,0.00022,0.00015,0.00425,0.0044,0.135,0.03161,1.88,24.84,43.515,7.645,23.749,0.078,3.198,3.268,0.117,35.234,MS,5.079,40.254,7.2,33.313
4223,25/06/2021 22:00,0.00005,0.01133,0.01138,0.222,0.02549,MS,MS,N,22.394,49.516,4.587,9.844,0.00017,0.00011,0.01065,0.01077,0.152,0.02417,2.744,23.381,48.943,3.574,354.306,0.05,6.118,6.159,0.153,29.446,MS,6.047,49.359,3.093,13.675
