1297,24/02/2018 0:00,0.00087,0.00831,0.00917,0.178,0.03579,MS,MS,2.231,-3.39,35.053,25.567,285.965,0.00029,0.00124,0.00456,0.0058,0.169,0.03847,3.146,-3.057,36.589,14.28,279.867,0.888,6.183,7.073,N,38.996,MS,1.079,42.312,15.192,293.113
1298,24/02/2018 1:00,0.00069,0.00842,0.00911,0.177,0.03518,MS,MS,1.947,-3.714,35.454,22.046,288.354,0.00016,0.00165,0.00686,0.00852,0.177,0.03635,5.578,-3.33,36.411,14.601,278.41,0.791,5.822,6.615,N,38.77,MS,1.005,42.877,14.379,298.115
1299,24/02/2018 2:00,0.00024,0.00696,0.0072,0.164,0.03588,MS,MS,1.906,-3.986,37.201,21.653,293.729,Z,Z,Z,Z,Z,Z,4.351,-3.441,34.869,14.486,289.547,0.6,4.315,4.918,N,39.509,MS,0.747,42.639,18.294,300.64
1300,24/02/2018 3:00,0.0001,0.00601,0.00611,0.163,0.0365,MS,MS,1.805,-4.097,37.26,23.215,295.246,0.00013,0.0002,0.00305,0.00324,0.159,0.03824,4.115,-3.614,35.38,14.874,283.849,0.587,3.937,4.528,N,39.702,MS,0.497,41.212,18.371,301.246
1301,24/02/2018 4:00,0.00015,0.00672,0.00687,0.161,0.03562,MS,MS,1.735,-4.264,37.135,20.765,294.272,0.00003,0.00058,0.00362,0.00421,0.159,0.03757,4.345,-3.797,35.222,13.973,294,0.782,5.864,6.648,N,38.207,MS,0.538,41.355,16.525,298.063
1302,24/02/2018 5:00,0.00018,0.0075,0.00768,0.162,0.03503,MS,MS,1.685,-4.391,36.839,20.583,295.734,0.00006,0.00051,0.00321,0.00372,0.156,0.03766,3.846,-3.891,34.665,15.677,289.704,0.702,4.176,4.88,N,38.959,MS,0.469,40.745,16.808,300.671
1303,24/02/2018 6:00,0.00038,0.00797,0.00835,0.158,0.03419,MS,MS,1.712,-4.702,36.011,20.712,294.757,0.00005,0.0002,0.00311,0.00331,0.157,0.03744,3.584,-4.199,34.33,14.171,292.333,0.962,6.757,7.721,N,36.436,MS,1.074,42.427,14.608,296.16
1304,24/02/2018 7:00,0.0004,0.00893,0.00934,0.157,0.03317,MS,MS,1.845,-5.077,35.842,19.933,294.008,-0.00001,0.00023,0.00447,0.0047,0.161,0.03616,3.729,-4.541,34.215,13.472,288.772,1.191,11.54,12.732,N,32.056,MS,1.135,43.15,13.265,297.323
1305,24/02/2018 8:00,0.00056,0.0093,0.00986,0.164,0.03269,MS,MS,2.116,-5.318,36.519,18.269,296.492,0.00004,0.00056,0.00603,0.0066,0.166,0.03483,4.218,-4.527,34.115,14.343,290.206,1.457,11.69,13.148,N,31.826,MS,1.542,44.261,12.609,299.582
1306,24/02/2018 9:00,0.00236,0.00929,0.01165,0.17,0.03293,MS,MS,2.382,-5.24,35.08,19.583,300.21,0.0004,0.00192,0.00734,0.00926,0.181,0.03384,4.435,-4.885,35.245,12.581,291.202,3.887,11.248,15.143,N,32.303,MS,2.727,43.684,12.914,296.476
1307,24/02/2018 10:00,0.00398,0.00707,0.01104,0.168,0.03488,MS,MS,2.419,-4.495,34.089,20.209,301.094,0.00065,0.00347,0.00597,0.00944,0.179,0.03514,4.604,-3.797,33.336,14.093,288.233,3.752,6.569,10.324,N,36.725,MS,1.761,38.047,15.845,295.911
1308,24/02/2018 11:00,0.00408,0.00554,0.00961,0.173,0.03634,MS,MS,2.575,-3.372,32.754,19.88,302.384,0.00021,0.00337,0.00468,0.00806,0.177,0.03637,3.398,-2.643,31.85,16.197,278.384,3.179,4.639,7.817,N,38.499,MS,2.309,34.621,16.875,299.222
1309,24/02/2018 12:00,0.00341,0.0043,0.00771,0.174,0.0375,MS,MS,2.316,-2.245,31.27,19.248,298.635,0.00047,0.00279,0.00382,0.00661,0.174,0.03718,2.369,-1.215,29.531,14.429,289.282,2.721,3.868,6.585,N,39.46,MS,3.155,32.521,17.765,299.799
1310,24/02/2018 13:00,0.00344,0.00436,0.0078,0.172,0.03766,MS,MS,2.245,-1.462,30.353,17.793,292.288,0.00057,0.00277,0.00365,0.00642,0.168,0.03746,1.754,-0.334,28.566,12.994,290.735,2.279,3.303,5.578,N,40.039,MS,2.433,32.048,16.146,304.383
1311,24/02/2018 14:00,0.00201,0.00271,0.00472,0.169,0.03932,MS,MS,1.86,-0.925,28.516,17.014,288.112,0.00135,0.00333,0.00384,0.00717,0.166,0.03758,1.652,-0.46,28.535,12.734,279.976,2.872,3.818,6.682,N,40.076,MS,2.389,30.528,12.828,296.102
1312,24/02/2018 15:00,0.002,0.0029,0.0049,0.171,0.03953,MS,MS,1.617,-0.403,26.389,12.486,286.036,0.00057,0.00268,0.00353,0.00621,0.171,0.03817,1.488,0.544,25.65,10.516,279.895,2.123,3.186,5.3,N,41.248,MS,2.416,27.253,16.26,290.98
1313,24/02/2018 16:00,0.00355,0.00528,0.00884,0.187,0.0379,MS,MS,1.704,0.048,26.714,11.691,275.673,0.00046,0.00202,0.0034,0.00542,0.181,0.03863,1.333,0.835,24.472,10.182,275.501,1.672,3.159,4.824,N,41.726,MS,2.477,26.152,14.554,282.737
1314,24/02/2018 17:00,0.00567,0.01113,0.0168,0.193,0.03364,MS,MS,2.16,-0.148,25.636,12.322,270.949,0.00026,0.00102,0.00343,0.00445,0.177,0.03848,1.43,0.322,29.174,10.668,223.579,0.977,2.635,3.605,N,41.706,MS,1.885,26.196,15.347,279.05
1315,24/02/2018 18:00,0.00317,0.01218,0.01535,0.181,0.03186,MS,MS,2.127,-1.041,27.587,16.408,281.659,0.00027,0.00064,0.00661,0.00726,0.186,0.03559,2.422,-0.702,32.302,7.245,200.01,0.961,4.859,5.811,N,39.135,MS,2.349,31.113,14.197,282.443
1316,24/02/2018 19:00,0.00203,0.01375,0.01581,0.18,0.02988,MS,MS,2.423,-2.481,29.746,18.436,281.716,0.00025,0.00114,0.00737,0.00851,0.194,0.03496,3.617,-2.258,30.309,13.403,269.739,0.925,7.285,8.201,N,36.529,MS,2.762,34.661,13.09,297.721
1317,24/02/2018 20:00,0.00054,0.01124,0.01179,0.193,0.03167,MS,MS,2.915,-3.616,31.677,16.261,286.293,0.00015,0.00085,0.0075,0.00836,0.181,0.03459,5.033,-3.528,31.46,11.965,265.648,0.75,6.853,7.593,N,36.55,MS,1.4,36.929,13.188,303.681
1318,24/02/2018 21:00,0.0004,0.01268,0.01308,0.189,0.03042,MS,MS,2.873,-4.322,32.951,15.356,283.856,0.00008,0.00029,0.00866,0.00895,0.19,0.03345,4.575,-4.712,34.246,8.373,266.182,0.87,7.774,8.634,N,35.957,MS,1.146,38.09,12.812,300.79
1319,24/02/2018 22:00,0.00157,0.01897,0.02052,0.182,0.02511,MS,MS,2.768,-4.516,33.282,14.422,284.558,0.00004,0.00013,0.00424,0.00438,0.182,0.03703,3.953,-4.832,34.052,12.589,278.076,0.956,11.175,12.12,N,32.918,MS,1.073,40.894,10.23,300.889
1320,24/02/2018 23:00,0.00238,0.02087,0.02325,0.198,0.02413,MS,MS,3.268,-4.926,34.053,12.715,284.09,-0.00006,0.00014,0.00603,0.00617,0.201,0.0355,3.558,-5.319,35.552,8.176,280.272,0.825,8.76,9.573,N,35.092,MS,0.81,41.941,13.299,300.981
1321,25/02/2018 0:00,0.0034,0.01913,0.02254,0.177,0.02549,MS,MS,2.359,-4.533,32.838,14.101,278.107,0.00014,0.00324,0.01873,0.02198,0.201,0.02513,3.103,-6.34,37.364,6.85,245.769,0.972,8.081,9.041,N,35.812,MS,0.991,39.618,13.529,299.291
1322,25/02/2018 1:00,0.00372,0.02002,0.02373,0.225,0.02441,MS,MS,1.298,-5.508,37.819,8.961,259.415,0.00022,0.00088,0.01967,0.02055,0.201,0.02341,2.388,-7.696,41.501,3.392,219.831,1.213,10.011,11.211,N,34.546,MS,0.656,40.3,9.019,293.59
1323,25/02/2018 2:00,0.00239,0.02471,0.02707,0.323,0.0196,MS,MS,1.496,-6.696,40.314,6.484,250.637,Z,Z,Z,Z,Z,Z,2.263,-8.678,43.255,4.117,211.56,1.251,9.061,10.298,N,35.262,MS,0.51,37.944,11.843,292.748
1324,25/02/2018 3:00,0.0055,0.03981,0.04531,0.31,0.00482,MS,MS,3.647,-9.426,56.42,6.669,213.771,0.0006,0.00481,0.02966,0.03446,0.245,0.01559,2.269,-8.438,42.698,6.385,232.646,1.24,11.113,12.336,N,32.563,MS,0.665,39.258,9.286,291.504
1325,25/02/2018 4:00,0.00325,0.03546,0.03871,0.292,0.00831,MS,MS,3.081,-9.935,59.507,6.382,205.107,0.00105,0.00696,0.03683,0.04377,0.266,0.00959,1.339,-9.254,46.844,4.533,229.867,0.852,7.866,8.703,N,34.424,MS,0.34,37.51,9.466,294.421
1326,25/02/2018 5:00,0.00161,0.02813,0.02973,0.235,0.01672,MS,MS,1.995,-7.333,46.489,4.363,207.782,0.001,0.00686,0.0343,0.04118,0.234,0.01095,0.705,-10.082,52.404,5.174,204.823,0.332,2.779,3.095,N,40.797,MS,-0.308,34.958,16.589,274.136
1327,25/02/2018 6:00,0.00527,0.04305,0.04831,0.292,0.00348,MS,MS,3.626,-8.632,53.407,2.468,149.292,0.00108,0.00576,0.0314,0.03718,0.211,0.01351,0.502,-9.11,52.295,2.63,226.31,0.107,4.555,4.649,N,38.429,MS,0.647,39.377,10.219,217.284
1328,25/02/2018 7:00,0.00771,0.04526,0.05296,0.306,0.0016,MS,MS,3.057,-9.051,57.53,2.073,137.915,0.00101,0.01324,0.03474,0.048,0.219,0.01249,0.87,-8.967,53.935,3.175,190.094,0.103,7.212,7.302,N,35.844,MS,0.223,39.18,6.784,200.45
1329,25/02/2018 8:00,0.03667,0.04779,0.08457,0.345,0.00158,MS,MS,4.108,-10.062,61.617,3.158,181.071,0.00049,0.00532,0.03549,0.04083,0.238,0.01041,0.587,-9.145,54.726,5.073,264.242,1.374,12.65,14.02,N,31.446,MS,1.196,42.628,9.319,280.33
1330,25/02/2018 9:00,0.03195,0.03846,0.0704,0.345,0.01154,MS,MS,5.461,-8.762,60.291,6.672,210.266,0.00053,0.03521,0.04077,0.07599,0.318,0.00918,4.098,-8.491,51.338,5.084,217.395,2.657,8.635,11.282,N,35.721,MS,0.809,42.739,14.022,289.144
1331,25/02/2018 10:00,0.0135,0.0177,0.03119,0.223,0.02804,MS,MS,2.569,-1.889,37.923,10.835,268.845,0.00029,0.00622,0.01003,0.01625,0.197,0.03337,3.828,-2.214,39.006,16.272,232.139,2.899,6.285,9.17,N,37.773,MS,2.403,42.56,15.157,297.325
1332,25/02/2018 11:00,0.00517,0.00734,0.0125,0.202,0.03593,MS,MS,2.194,0.553,33.938,17.943,269.292,0.00007,0.00146,0.00288,0.00434,0.166,0.03867,1.936,0.913,33.761,19.238,243.749,2.476,4.775,7.249,N,39.173,MS,2.232,39.824,13.781,282.755
1333,25/02/2018 12:00,0.00388,0.00469,0.00856,0.209,0.03813,MS,MS,2.481,1.583,31.235,17.577,277.695,0,0.0024,0.00354,0.00595,0.174,0.03845,1.751,2.015,29.503,23.306,255.545,2.112,3.212,5.316,N,40.557,MS,1.89,36.197,16.589,285.41
1334,25/02/2018 13:00,0.00347,0.00409,0.00756,0.196,0.03829,MS,MS,1.756,1.633,30.48,21.507,280.348,0,0.00273,0.00381,0.00655,0.187,0.03843,1.706,2.434,27.955,23.183,260.062,1.43,2.265,3.685,N,40.961,MS,1.816,33.172,20.108,280.388
1335,25/02/2018 14:00,0.00468,0.00547,0.01014,0.202,0.0374,MS,MS,1.554,1.769,30.048,20.99,276.301,-0.00002,0.00248,0.00373,0.00622,0.166,0.03839,1.633,2.368,28.035,21.366,259.228,1.505,2.416,3.911,N,41.052,MS,1.724,32.059,20.136,280.565
1336,25/02/2018 15:00,0.00477,0.00604,0.01083,0.196,0.03785,MS,MS,1.601,1.65,28.581,22.862,275.488,0.00002,0.00233,0.00407,0.00641,0.16,0.03929,1.543,2.077,26.35,22.156,271.743,1.392,2.555,3.94,N,41.613,MS,1.854,30.727,20.203,281.547
1337,25/02/2018 16:00,0.00321,0.00493,0.00813,0.19,0.03833,MS,MS,1.488,1.713,27.893,21.106,278.867,0.00006,0.00159,0.00333,0.00493,0.171,0.03935,1.531,2.234,26.147,17.827,279.544,1.463,2.826,4.282,N,40.968,MS,1.982,32.175,19.685,280.312
1338,25/02/2018 17:00,0.00136,0.00363,0.00499,0.185,0.03928,MS,MS,1.544,1.354,28.685,21.068,289.493,0.00002,0.00127,0.00363,0.00491,0.172,0.03884,1.657,1.915,27.86,17.247,278.884,1.452,3.764,5.21,N,40.506,MS,2.007,32.576,15.849,284.019
1339,25/02/2018 18:00,0.00217,0.00975,0.01192,0.219,0.03403,MS,MS,1.819,0.255,33.172,14.602,268.863,0.00008,0.00154,0.00639,0.00794,0.177,0.03651,2.649,0.527,31.786,16.286,264.561,0.67,3.628,4.292,N,40.143,MS,1.855,35.43,14.513,263.107
1340,25/02/2018 19:00,0.00592,0.02104,0.02694,0.228,0.025,MS,MS,2.938,-1.548,34.793,9.99,271.461,0.00013,0.00229,0.01274,0.01505,0.19,0.03186,4.919,-1.137,33.059,12.195,251.182,0.46,5.216,5.671,N,39.563,MS,2.209,34.488,10.474,282.844
1341,25/02/2018 20:00,0.00038,0.01755,0.01793,0.24,0.02816,MS,MS,3.869,-2.108,34.021,10.246,304.494,0.00015,0.00148,0.01375,0.01524,0.206,0.0316,5.603,-2.502,35.58,9.085,279.183,0.844,11.758,12.598,N,33.666,MS,2.365,39.802,9.446,301.724
1342,25/02/2018 21:00,0.00027,0.0163,0.01658,0.25,0.02736,MS,MS,3.729,-4.043,44.656,8.449,344.063,0.00077,0.00124,0.02477,0.02602,0.252,0.02139,7.82,-3.683,41.944,6.015,334.325,0.403,14.737,15.136,N,29.63,MS,2.244,45.336,4.472,275.5
1343,25/02/2018 22:00,0.00119,0.02494,0.02613,0.315,0.01777,MS,MS,4.817,-5.733,57.895,1.504,351.275,0.00086,0.00485,0.03757,0.04243,0.304,0.0108,7.433,-4.616,46.949,5.191,278.944,2.665,24.846,27.508,N,21.491,MS,3.076,51.207,4.837,302.543
1344,25/02/2018 23:00,0.01487,0.04215,0.05701,0.613,0.00235,MS,MS,7.344,-7.403,68.223,1.62,15.258,0.00087,0.00119,0.02495,0.02615,0.366,0.02087,4.479,-5.692,47.669,6.03,283.717,1.206,16.6,17.803,N,28.369,MS,1.696,52.433,7.229,310.272
1345,26/02/2018 0:00,0.00722,0.04106,0.04828,0.48,0.00472,MS,MS,5.371,-7.565,67.077,5.2,358.048,0.00076,0.00559,0.04004,0.04565,0.299,0.00812,5.088,-7.049,56.044,4.317,309.158,1.154,17.347,18.5,N,27.64,MS,1.17,55.991,6.897,311.072
1346,26/02/2018 1:00,0.00395,0.0435,0.04746,0.503,0.00277,MS,MS,6.249,-8.619,75.265,3.261,347.518,0.0006,0.00703,0.0391,0.04614,0.337,0.00893,4.034,-8.388,60.268,6.154,276.288,1.071,14.908,15.979,N,29.127,MS,1.099,54.815,7.281,306.594
1347,26/02/2018 2:00,0.01526,0.04694,0.06221,0.515,0.00082,MS,MS,7.508,-9.993,76.721,2.611,334.618,Z,Z,Z,Z,Z,Z,1.714,-9.331,55.852,6.776,269.085,0.688,10.645,11.333,N,32.385,MS,1.019,51.891,8.617,308.656
1348,26/02/2018 3:00,0.01241,0.04487,0.05729,0.433,0.00147,MS,MS,5.793,-10.539,77.603,3.288,348.476,0.00206,0.0041,0.0247,0.02881,0.214,0.02066,0.816,-9.553,52.558,8.853,273.333,0.903,11.753,12.656,N,31.657,MS,0.904,53.294,9.226,303.956
1349,26/02/2018 4:00,0.00399,0.04032,0.04431,0.373,0.00509,MS,MS,4.369,-10.285,59.631,5.302,345.791,0.00185,0.00742,0.03147,0.0389,0.223,0.01538,0.604,-10.189,55.574,7.469,273.684,0.907,11.477,12.385,N,31.174,MS,0.459,55.603,9.704,307.362
1350,26/02/2018 5:00,0.00022,0.02699,0.0272,0.226,0.01598,MS,MS,3.126,-10.628,58.369,3.818,352.585,0.00097,0.0113,0.03347,0.04478,0.22,0.01498,0.315,-10.35,56.54,9.495,268.422,0.799,11.054,11.855,N,31.165,MS,0.302,55.364,9.873,303.334
1351,26/02/2018 6:00,0.00417,0.03604,0.04023,0.257,0.00763,MS,MS,4.514,-11.933,68.828,2.284,354.2,0.00087,0.0037,0.02541,0.02912,0.215,0.01873,0.486,-11.169,59.072,9.144,275.63,1.058,13.778,14.838,N,28.966,MS,0.48,56.29,8.456,310.212
1352,26/02/2018 7:00,0.02341,0.04615,0.06957,0.382,0.00055,MS,MS,6.576,-11.509,68.144,5.654,357.226,0.00137,0.00566,0.02911,0.03477,0.25,0.01623,1.378,-11.74,59.346,10.1,267.995,1.452,15.444,16.898,N,26.59,MS,1.411,59.265,9.061,306.861
1353,26/02/2018 8:00,0.03198,0.04844,0.08027,0.457,0.00228,MS,MS,6.024,-12.238,68.804,1.784,359.273,0.00091,0.01749,0.03876,0.05628,0.354,0.00834,3.676,-11.953,61.885,9.207,261.474,3.978,20.484,24.465,N,22.353,MS,3.174,59.968,10.712,303.321
1354,26/02/2018 9:00,0.04548,0.04164,0.08711,0.584,0.00811,MS,MS,8.263,-10.774,64.319,2.094,271.004,0.00195,0.02017,0.03195,0.05212,0.39,0.01539,6.508,-10.835,58.904,8.399,270.509,8.119,18.8,26.922,N,23.911,MS,4.37,61.416,11.312,305.815
1355,26/02/2018 10:00,0.05216,0.03562,0.08778,0.493,0.01368,MS,MS,8.014,-8.83,54.486,5.304,260.663,0.00305,0.02161,0.0242,0.04583,0.306,0.02203,7.908,-9.838,54.522,9.09,272.047,13.669,17.949,31.623,N,25.603,MS,6.268,57.758,9.066,310.138
1356,26/02/2018 11:00,0.04313,0.02833,0.07146,0.372,0.02021,MS,MS,10.737,-6.166,45.623,4.749,270.758,0.00161,0.02988,0.02608,0.05598,0.385,0.02221,12.877,-6.768,46.017,4.081,261.508,18.207,17.123,35.334,N,27.952,MS,8.373,50.944,7.71,297.578
1357,26/02/2018 12:00,0.0285,0.02135,0.04984,0.333,0.0277,MS,MS,10.775,-3.352,38.421,4.773,219.054,0.00096,0.00923,0.01147,0.02069,0.234,0.03391,6.071,-2.822,36.675,6.755,206.021,17.171,15.933,33.109,N,30.194,MS,8.532,42.933,6.613,284.584
1358,26/02/2018 13:00,0.00986,0.01045,0.0203,0.242,0.03532,MS,MS,6.452,-1.396,38.095,5.389,183.846,0.00063,0.00464,0.00666,0.01131,0.194,0.03734,3.054,-1.11,35.891,9.689,168.361,13.253,12.767,26.026,N,33.067,MS,7.808,34.018,3.383,272.609
1359,26/02/2018 14:00,0.0064,0.00775,0.01415,0.201,0.0381,MS,MS,4.194,-0.813,34.867,9.002,179.122,0.00038,0.003,0.00491,0.00792,0.172,0.03905,2.319,-0.358,31.43,11.885,168.844,5.588,6.922,12.517,N,38.466,MS,5.059,26.703,3.379,225.024
1360,26/02/2018 15:00,0.00348,0.00505,0.00853,0.179,0.04035,MS,MS,2.635,-0.613,31.549,11.547,191.148,0.0004,0.00271,0.00481,0.00752,0.172,0.03929,1.902,0.197,31.312,12.524,185.726,1.647,2.978,4.632,N,42.148,MS,3.136,24.673,6.786,210.313
1361,26/02/2018 16:00,0.00336,0.00591,0.00928,0.182,0.0399,MS,MS,2.785,-0.436,30.383,9.679,193.978,0.00046,0.00366,0.00721,0.01088,0.19,0.03727,2.303,-0.382,39.603,13.513,164.411,1.082,2.377,3.466,N,43.29,MS,2.523,27.146,9.609,197.819
1362,26/02/2018 17:00,0.00245,0.00563,0.00807,0.177,0.03954,MS,MS,2.831,-0.75,34.19,9.803,208.493,0.00069,0.0038,0.01038,0.01418,0.217,0.03486,2.375,-0.364,42.008,10.248,188.61,1.56,4.113,5.677,N,41.184,MS,3.01,27.353,7.836,212.125
1363,26/02/2018 18:00,0.00405,0.01452,0.01857,0.222,0.03202,MS,MS,4.599,-1.307,45.125,4.996,210.993,0.00087,0.01277,0.03089,0.04365,0.318,0.01777,3.956,-1.467,54.224,2.483,162.171,0.723,3.593,4.324,N,40.43,MS,2.298,28.416,12.819,270.072
1364,26/02/2018 19:00,0.00225,0.01734,0.01959,0.214,0.02727,MS,MS,2.982,-1.517,30.465,12.137,267.342,0.00068,0.01314,0.04271,0.05585,0.386,0.00607,6.037,-4.3,60.982,1.99,184.418,0.509,3.844,4.362,N,39.496,MS,2.185,30.836,14.294,266.78
1365,26/02/2018 20:00,0.00181,0.01721,0.01904,0.288,0.02694,MS,MS,3.231,-2.414,33.181,10.691,264.309,0.00036,0.00094,0.02181,0.02275,0.261,0.02336,6.35,-3.011,34.461,6.849,236.584,0.49,4.108,4.609,N,39.231,MS,2.103,32.325,12.971,274.697
1366,26/02/2018 21:00,0.00158,0.02596,0.02753,0.301,0.01915,MS,MS,5.571,-4.329,39.278,6.763,237.408,0.00066,0.00836,0.03702,0.04538,0.286,0.01065,6.797,-4.533,39.715,7.178,221.115,1.421,14.1,15.533,N,30.482,MS,3.626,37.24,8.366,296.842
1367,26/02/2018 22:00,0.00106,0.03519,0.03625,0.31,0.01193,MS,MS,6.044,-5.939,43.197,3.423,239.138,0.00095,0.01563,0.0412,0.05683,0.273,0.00817,4.3,-6.158,44.196,6.443,220.827,1.997,18.101,20.092,N,27.167,MS,1.992,39.066,8.776,294.398
1368,26/02/2018 23:00,0.00804,0.04273,0.05077,0.329,0.00399,MS,MS,7.373,-7.318,52.039,3.96,194.83,0.00152,0.03413,0.04962,0.08375,0.283,0.00223,3.535,-7.121,47.028,6.321,223.468,1.16,11.052,12.227,N,33.219,MS,0.774,38.811,9.419,297.32
1369,27/02/2018 0:00,0.02663,0.04666,0.07332,0.395,0.001,MS,MS,9.514,-8.808,59.794,5.386,192.18,0.0016,0.01871,0.03989,0.0586,0.248,0.00811,2.178,-8.5,50.708,3.472,207.24,0.906,10.312,11.22,N,33.774,MS,0.416,41.53,8.789,304.385
1370,27/02/2018 1:00,0.03898,0.04912,0.08806,0.36,0.00103,MS,MS,9.216,-9.794,61.644,5.781,197.037,0.00134,0.02347,0.04612,0.06959,0.28,0.00385,3.383,-9.369,53.013,1.722,269.616,1.539,14.875,16.413,N,29.904,MS,0.636,43.574,7.535,298.41
1371,27/02/2018 2:00,0.02527,0.04652,0.07177,0.36,0.0008,MS,MS,7.323,-10.536,64.021,4.886,191.275,Z,Z,Z,Z,Z,Z,3.468,-10.529,58.893,2.656,238.48,1.301,17.146,18.473,N,28,MS,0.828,43.57,7.293,303.692
1372,27/02/2018 3:00,0.02823,0.04705,0.07527,0.371,0.00087,MS,MS,7.219,-11.311,70.886,4.569,190.55,0.00064,0.01289,0.03986,0.05276,0.275,0.00628,3.12,-11.346,59.574,3.254,239.751,1.508,16.183,17.691,N,29.517,MS,0.69,42.27,8.233,303.101
1373,27/02/2018 4:00,0.02097,0.04548,0.06644,0.319,0.00081,MS,MS,4.961,-10.709,66.274,6.594,184.608,0.00048,0.00764,0.03847,0.04611,0.241,0.00704,2.19,-10.867,56.405,2.686,232.3,0.963,13.362,14.339,N,32.988,MS,0.367,39.187,10.332,303.881
1374,27/02/2018 5:00,0.00518,0.02774,0.03292,0.233,0.01812,MS,MS,3.09,-7.359,51.88,6.619,247.124,0.00077,0.00847,0.03766,0.04613,0.252,0.00863,2.88,-9.789,53.553,5.009,238.362,0.908,6.91,7.83,N,38.199,MS,0.406,37.017,14.163,297.589
1375,27/02/2018 6:00,0.00022,0.00653,0.00676,0.152,0.03753,MS,MS,1.288,-1.117,34.296,22.535,296.276,0.00066,0.00945,0.02793,0.03738,0.203,0.01914,4.209,-5.659,44.373,7.81,279.088,0.673,3.815,4.499,N,40.238,MS,2.129,35.782,18.542,291.825
1376,27/02/2018 7:00,0.00111,0.0106,0.01171,0.172,0.03385,MS,MS,2.739,-1.344,32.545,20.403,283.329,0.00012,0.0008,0.0088,0.0096,0.173,0.03467,2.797,-1.801,35.032,13.716,281.975,0.544,3.384,3.938,N,40.567,MS,2.222,35.215,18.931,279.505
1377,27/02/2018 8:00,0.00682,0.02176,0.02862,0.199,0.02445,MS,MS,3.885,-1.856,36.155,18.837,271.693,0.00017,0.00111,0.01305,0.01416,0.191,0.03106,2.493,-2.237,37.614,12.063,254.381,1.829,5.534,7.373,N,38.668,MS,3.227,35.795,19.228,278.68
1378,27/02/2018 9:00,0.00406,0.01445,0.01852,0.202,0.03009,MS,MS,4.146,-1.791,34.974,18.442,278.193,0.00025,0.0034,0.01664,0.02004,0.214,0.02822,2.695,-1.965,36.469,9.194,266.043,2.972,8.195,11.176,N,35.629,MS,4.122,37.99,15.859,278.344
1379,27/02/2018 10:00,0.00969,0.01761,0.02732,0.226,0.02758,MS,MS,5.23,-1.989,36.036,13.183,276.393,0.0012,0.01024,0.02032,0.03057,0.25,0.02613,3.692,-1.718,35.274,7.755,275.722,6.546,11.582,18.135,N,33.048,MS,3.99,39.084,14.918,289.911
1380,27/02/2018 11:00,0.00619,0.00676,0.01295,0.192,0.03589,MS,MS,4.031,-0.227,32.192,21.721,282.653,0.00075,0.00674,0.00912,0.01586,0.197,0.03445,2.731,-0.123,32.426,10.819,261.473,4.549,5.851,10.407,N,38.051,MS,3.951,34.053,20.547,289.668
1381,27/02/2018 12:00,0.00459,0.00551,0.0101,0.205,0.03714,MS,MS,3.115,0.773,30.368,21.328,284.966,0.00142,0.00469,0.00568,0.01036,0.166,0.03667,1.966,1.708,28.573,18.192,286.691,4.865,5.87,10.74,N,38.039,MS,3.638,32.558,17.058,287.732
1382,27/02/2018 13:00,0.0031,0.00369,0.0068,0.194,0.03821,MS,MS,2.929,1.595,29.23,24.037,285.698,0.00153,0.00441,0.00498,0.00939,0.159,0.03704,1.744,2.594,26.073,20.656,281.331,2.697,3.202,5.904,N,39.754,MS,3.825,31.053,23.015,283.938
1383,27/02/2018 14:00,0.00299,0.00354,0.00652,0.183,0.03839,MS,MS,2.594,1.757,28.225,32.979,283.897,0.00217,0.00457,0.00405,0.00862,0.154,0.03759,1.824,2.452,27.098,30.172,277.231,2.463,3.082,5.549,N,40.037,MS,3.559,29.811,26.509,283.38
1384,27/02/2018 15:00,0.00217,0.0029,0.00507,0.177,0.03877,MS,MS,2.202,1.656,27.606,32.284,281.624,0.00241,0.00543,0.00449,0.00992,0.156,0.03727,1.93,2.168,27.32,33.581,276.97,2.092,2.876,4.971,N,40.453,MS,2.827,28.266,25.553,277.622
1385,27/02/2018 16:00,0.00228,0.00372,0.006,0.178,0.03838,MS,MS,2.135,1.654,27.062,23.211,281.636,0.00137,0.00418,0.00491,0.00909,0.17,0.03704,1.782,2.218,26.166,23.986,281.408,1.799,2.822,4.624,N,40.34,MS,2.328,27.352,20.582,277.399
1386,27/02/2018 17:00,0.00208,0.00499,0.00707,0.182,0.03748,MS,MS,2.273,1.478,26.405,22.113,275.904,0.00213,0.00487,0.00585,0.01072,0.177,0.03639,1.93,1.935,25.707,22.188,276.481,1.372,3.234,4.608,N,40.081,MS,1.959,28.093,17.745,273.329
1387,27/02/2018 18:00,0.00265,0.00993,0.01258,0.193,0.03333,MS,MS,2.885,0.848,27.555,18.31,277.919,0.00095,0.00377,0.00673,0.0105,0.175,0.03598,1.796,1.203,26.837,20.162,271.996,1.908,7.381,9.289,N,36.658,MS,2.79,30.145,13.505,285.953
1388,27/02/2018 19:00,0.00124,0.01698,0.01821,0.209,0.02682,MS,MS,3.671,-0.497,30.781,12.43,276.608,0.00079,0.00294,0.01022,0.01316,0.194,0.03236,2.854,-0.387,30.228,14.199,274.495,1.129,10.853,11.982,N,33.362,MS,3.46,34.037,11.156,299.59
